"inhibitor","rule","temp","dose_mM","culture","r_per_h","K","R2","O2_used","n_pts","win_start","win_end"
"sham","fixed 400-3200",27,0.025,2,0.0283929919896534,0.00125224855150371,0.992454267813999,7.19,2793,400.12,3199.12
"sham","fixed 400-3200",27,0.025,3,0.0331851403039422,0.00134749143096014,0.990310744000368,9.11,2793,400.12,3199.12
"sham","fixed 400-3200",27,0.05,1,0.0309807526666739,0.00131046175039297,0.97157576673114,8.44,2793,400.12,3199.12
"sham","fixed 400-3200",27,0.05,2,0.010803667228244,0.00159464749299707,0.986278557056364,5.9,2793,400.12,3199.12
"sham","fixed 400-3200",27,0.05,3,0.0264032972149833,0.00143391056043064,0.979356372434596,8.35,2793,400.12,3199.12
"sham","fixed 400-3200",27,0.1,1,0.00259107772083417,0.00159673269386676,0.979182337062183,4.83,2793,400.12,3199.12
"sham","fixed 400-3200",27,0.1,2,0.0070733700348123,0.0014399015973416,0.977790010075117,4.9,2793,400.12,3199.12
"sham","fixed 400-3200",27,0.1,3,0.00495880040819905,0.0015892300565999,0.979623162994421,5.29,2793,400.12,3199.12
"sham","fixed 400-3200",27,0.2,1,0.0208360619401836,0.00152643056649618,0.977266760821386,7.49,2793,400.12,3199.12
"sham","fixed 400-3200",27,0.2,2,0.00979592161432678,0.00157497873066323,0.979916972168581,5.73,2793,400.12,3199.12
"sham","fixed 400-3200",27,0.2,3,0.0172449751637566,0.0016393766023335,0.975635777034704,7.4,2793,400.12,3199.12
"sham","fixed 400-3200",27,0.35,1,0.00504793647967947,0.00153112939619782,0.977230237732865,4.86,2793,400.12,3199.12
"sham","fixed 400-3200",27,0.35,2,6e-05,0.00158642673165501,0.934295693197138,3.68,2793,400.12,3199.12
"sham","fixed 400-3200",27,0.35,3,0.000845275475281789,0.0014057439469877,0.985918365835449,4.12,2793,400.12,3199.12
"sham","fixed 600-3200",15,0,1,0.0414719678918976,0.000480742063355063,0.999240299037724,3.63,2593,600.75,3199.12
"sham","fixed 600-3200",15,0,2,0.04322763922755,0.000546881202246028,0.999390608819704,4.34,2593,600.75,3199.12
"sham","fixed 600-3200",15,0,3,0.0395529410795769,0.000547284518432998,0.999250284433765,3.94,2593,600.75,3199.12
"sham","fixed 600-3200",15,0.0125,1,0.03217187166214,0.000544978187101967,0.999386153662931,3.2,2593,600.75,3199.12
"sham","fixed 600-3200",15,0.0125,2,0.0327771454027626,0.000493820349738766,0.999423187078499,2.93,2593,600.75,3199.12
"sham","fixed 600-3200",15,0.0125,3,0.0306492041752492,0.000609359038373822,0.999312283895479,3.43,2593,600.75,3199.12
"sham","fixed 600-3200",15,0.025,1,0.0315948104335258,0.000539745215870361,0.999444464716244,3.12,2593,600.75,3199.12
"sham","fixed 600-3200",15,0.025,2,0.0347525568042566,0.000606060745975525,0.999312699495973,3.84,2593,600.75,3199.12
"sham","fixed 600-3200",15,0.025,3,0.032526634008571,0.000611426658397155,0.999232444279057,3.64,2593,600.75,3199.12
"sham","fixed 600-3200",15,0.05,1,0.0355520348873445,0.000566934750470409,0.999362224329066,3.64,2593,600.75,3199.12
"sham","fixed 600-3200",15,0.05,2,0.0335448273122962,0.000591023960885587,0.999508121342228,3.62,2593,600.75,3199.12
"sham","fixed 600-3200",15,0.05,3,0.0346815659936922,0.0005816891333156,0.999421680251654,3.65,2593,600.75,3199.12
"sham","fixed 600-3200",15,0.1,1,0.0370657889969097,0.000486782569502013,0.999294231823997,3.27,2593,600.75,3199.12
"sham","fixed 600-3200",15,0.1,2,0.0360529284241716,0.000694332828310249,0.989804088439681,4.35,2593,600.75,3199.12
"sham","fixed 600-3200",15,0.1,3,0.0339257766179134,0.000596162148968224,0.999448026626281,3.67,2593,600.75,3199.12
"sham","fixed 600-3200",15,0.2,1,0.0363980709256444,0.000528504449667864,0.999514403763192,3.45,2593,600.75,3199.12
"sham","fixed 600-3200",15,0.2,2,0.0350977126819935,0.000733833516898581,0.997997162182723,4.6,2593,600.75,3199.12
"sham","fixed 600-3200",15,0.2,3,0.0417076240041318,0.000648155659685032,0.999151520362704,4.7,2593,600.75,3199.12
"sham","fixed 600-3200",15,0.35,1,0.0322575035802711,0.000538945906211155,0.999682600018648,3.11,2593,600.75,3199.12
"sham","fixed 600-3200",15,0.35,2,0.0216461522688626,0.000941575432729853,0.99696287161232,4.39,2593,600.75,3199.12
"sham","fixed 600-3200",15,0.35,3,0.0324672210690444,0.000595731449268834,0.999512896640904,3.51,2593,600.75,3199.12
"sham","fixed 600-3200",27,0,1,0.0337430011087775,0.00147651861474632,0.961672934016539,8.17,2593,600.75,3199.12
"sham","fixed 600-3200",27,0,2,0.0279669832492108,0.00116816781937177,0.998498843314237,6.07,2593,600.75,3199.12
"sham","fixed 600-3200",27,0,3,0.0357901996647851,0.00140681802713272,0.981964655345923,8.45,2593,600.75,3199.12
"sham","fixed 600-3200",27,0.0125,1,0.0300007032491007,0.00158079300020166,0.979376522145619,8.32,2593,600.75,3199.12
"sham","fixed 600-3200",27,0.0125,2,0.0319068499078517,0.00149042532983111,0.992902461957519,8.57,2593,600.75,3199.12
"sham","fixed 600-3200",27,0.0125,3,0.0256057565315153,0.00129919246814012,0.993651088013415,6.82,2593,600.75,3199.12
"sham","fixed 600-3200",27,0.025,1,0.0278087294147371,0.00174544107398823,0.966073381614028,8.29,2593,600.75,3199.12
"sham","fixed 600-3200",27,0.025,2,0.0290165573576819,0.00135259774631259,0.991354074049102,6.85,2593,600.75,3199.12
"sham","fixed 600-3200",27,0.025,3,0.0331051423910374,0.00150917932005875,0.988963628116865,8.81,2593,600.75,3199.12
"sham","fixed 600-3200",27,0.05,1,0.0304816111978546,0.00147489331654829,0.967676364997479,8.13,2593,600.75,3199.12
"sham","fixed 600-3200",27,0.05,2,0.00992689934762689,0.00169276865477905,0.98371551844136,5.59,2593,600.75,3199.12
"sham","fixed 600-3200",27,0.05,3,0.0259210686536311,0.00158807263156975,0.976270567654848,8.04,2593,600.75,3199.12
"sham","fixed 600-3200",27,0.1,1,0.00146150918101683,0.00165861263760389,0.974762112686266,4.52,2593,600.75,3199.12
"sham","fixed 600-3200",27,0.1,2,0.00554727183536373,0.00153510995299404,0.973646660939535,4.65,2593,600.75,3199.12
"sham","fixed 600-3200",27,0.1,3,0.00388530160331036,0.00166196925612135,0.975448935922189,4.96,2593,600.75,3199.12
"sham","fixed 600-3200",27,0.2,1,0.0193861509265038,0.00170445517709786,0.973945566224702,7.16,2593,600.75,3199.12
"sham","fixed 600-3200",27,0.2,2,0.00865195104469894,0.00167809590971474,0.976169695794509,5.43,2593,600.75,3199.12
"sham","fixed 600-3200",27,0.2,3,0.0158822080686557,0.00180334797600841,0.971764469018102,7.06,2593,600.75,3199.12
"sham","fixed 600-3200",27,0.35,1,0.00285141139468609,0.00164935407258454,0.973195802806239,4.61,2593,600.75,3199.12
"sham","fixed 600-3200",27,0.35,2,6e-05,0.0016076099036388,0.920956286482469,3.42,2593,600.75,3199.12
"sham","fixed 600-3200",27,0.35,3,6e-05,0.00146147000915481,0.98274529338402,3.85,2593,600.75,3199.12
"sham","fixed 300-2500",15,0,1,0.0280600116028492,0.000536946509763162,0.998719034961275,2.18,2194,300.82,2499.77
"sham","fixed 300-2500",15,0,2,0.029421427193874,0.000612845826274882,0.998727450523518,2.57,2194,300.82,2499.77
"sham","fixed 300-2500",15,0,3,0.0269175348020634,0.000606153287980328,0.998851574828404,2.4,2194,300.82,2499.77
"sham","fixed 300-2500",15,0.0125,1,0.0218082734103488,0.000590631575099408,0.999029028154536,2.07,2194,300.82,2499.77
"sham","fixed 300-2500",15,0.0125,2,0.0218580612624215,0.000541975296849102,0.99845112807372,1.94,2194,300.82,2499.77
"sham","fixed 300-2500",15,0.0125,3,0.018379746090565,0.000694361044404457,0.998806075411999,2.31,2194,300.82,2499.77
"sham","fixed 300-2500",15,0.025,1,0.0210774437319505,0.000588614701133473,0.999006728086089,2.05,2194,300.82,2499.77
"sham","fixed 300-2500",15,0.025,2,0.0206222263352929,0.00070722589397958,0.998833278687333,2.46,2194,300.82,2499.77
"sham","fixed 300-2500",15,0.025,3,0.0182209966787108,0.000724953482031166,0.998404450770038,2.4,2194,300.82,2499.77
"sham","fixed 300-2500",15,0.05,1,0.0256805850589958,0.000602666783628603,0.998787624120466,2.25,2194,300.82,2499.77
"sham","fixed 300-2500",15,0.05,2,0.0252637219113716,0.000605410362678659,0.999105149133704,2.27,2194,300.82,2499.77
"sham","fixed 300-2500",15,0.05,3,0.0212213202032549,0.00066843960480769,0.998862948708531,2.35,2194,300.82,2499.77
"sham","fixed 300-2500",15,0.1,1,0.0251771223741998,0.000535046220242248,0.998922463099553,2.02,2194,300.82,2499.77
"sham","fixed 300-2500",15,0.1,2,0.0293432084087513,0.000682454961500379,0.976183328939429,2.93,2194,300.82,2499.77
"sham","fixed 300-2500",15,0.1,3,0.0210096743360052,0.000679289710352041,0.998840851941822,2.36,2194,300.82,2499.77
"sham","fixed 300-2500",15,0.2,1,0.0253877435065214,0.000572509594121735,0.998592293219112,2.2,2194,300.82,2499.77
"sham","fixed 300-2500",15,0.2,2,0.0305938213207096,0.00069518737162977,0.99722097253022,2.74,2194,300.82,2499.77
"sham","fixed 300-2500",15,0.2,3,0.0413370998776633,0.000537307179604587,0.998769406425945,2.99,2194,300.82,2499.77
"sham","fixed 300-2500",15,0.35,1,0.0250118076376427,0.000544311484607721,0.998985896056131,2.04,2194,300.82,2499.77
"sham","fixed 300-2500",15,0.35,2,0.00435613053704419,0.00123797163569109,0.998295138202659,3.07,2194,300.82,2499.77
"sham","fixed 300-2500",15,0.35,3,0.0217422163857728,0.000652219001102089,0.998097875195197,2.34,2194,300.82,2499.77
"sham","fixed 300-2500",27,0,1,0.0595677293804518,0.000672787789575262,0.971150645998901,6.34,2194,300.82,2499.77
"sham","fixed 300-2500",27,0,2,0.0299194589219007,0.000982042403519007,0.999202891131588,4,2194,300.82,2499.77
"sham","fixed 300-2500",27,0,3,0.0417126359548324,0.00102571114725823,0.986250199895516,5.57,2194,300.82,2499.77
"sham","fixed 300-2500",27,0.0125,1,0.0424553337055816,0.00101388298357599,0.987965477713382,6.34,2194,300.82,2499.77
"sham","fixed 300-2500",27,0.0125,2,0.0275430685812737,0.00139590633633371,0.997450256511807,5.56,2194,300.82,2499.77
"sham","fixed 300-2500",27,0.0125,3,0.0243167614569878,0.00120079708286036,0.995524894395125,4.53,2194,300.82,2499.77
"sham","fixed 300-2500",27,0.025,1,0.0449869657383646,0.000996465168755423,0.984422966074147,6.81,2194,300.82,2499.77
"sham","fixed 300-2500",27,0.025,2,0.0259939250056558,0.00121572634692109,0.992979176692152,5.11,2194,300.82,2499.77
"sham","fixed 300-2500",27,0.025,3,0.0360171415827255,0.00119318420162151,0.993079829383307,6.08,2194,300.82,2499.77
"sham","fixed 300-2500",27,0.05,1,0.0395623842326332,0.00100432536451477,0.982728710043512,5.91,2194,300.82,2499.77
"sham","fixed 300-2500",27,0.05,2,0.0138408909105843,0.00145710532432054,0.989540036329572,4.7,2194,300.82,2499.77
"sham","fixed 300-2500",27,0.05,3,0.0316186851036352,0.0012150773360438,0.985389105029189,5.86,2194,300.82,2499.77
"sham","fixed 300-2500",27,0.1,1,0.00970651012271027,0.00137291171931367,0.987103136253747,4.16,2194,300.82,2499.77
"sham","fixed 300-2500",27,0.1,2,0.0139305781115695,0.00122469799779868,0.986531919765001,3.96,2194,300.82,2499.77
"sham","fixed 300-2500",27,0.1,3,0.0108974368011218,0.00140257043680842,0.981838581852087,4.25,2194,300.82,2499.77
"sham","fixed 300-2500",27,0.2,1,0.0322091965556842,0.0011479789878998,0.986770663972151,5.67,2194,300.82,2499.77
"sham","fixed 300-2500",27,0.2,2,0.0168484958921931,0.00133634057438335,0.986609179655525,4.64,2194,300.82,2499.77
"sham","fixed 300-2500",27,0.2,3,0.0283091036076962,0.00126004376096233,0.981574528339283,5.58,2194,300.82,2499.77
"sham","fixed 300-2500",27,0.35,1,0.0159847435263388,0.0012190765962515,0.984964098187236,4.14,2194,300.82,2499.77
"sham","fixed 300-2500",27,0.35,2,6e-05,0.00141673250969772,0.987024543878151,3.36,2194,300.82,2499.77
"sham","fixed 300-2500",27,0.35,3,0.00866002654935333,0.00120947016795959,0.99108485121355,3.52,2194,300.82,2499.77
"sham","fixed 800-3600",15,0,1,0.0461399768423187,0.000493095804169798,0.999512760828153,5.01,2793,800.43,3599.15
"sham","fixed 800-3600",15,0,2,0.0481161654072262,0.000560982506992979,0.999623475103217,6.09,2793,800.43,3599.15
"sham","fixed 800-3600",15,0,3,0.0455066472883513,0.000542285600245344,0.99939587333038,5.45,2793,800.43,3599.15
"sham","fixed 800-3600",15,0.0125,1,0.0371498541661681,0.000541305349417011,0.999446349909276,4.22,2793,800.43,3599.15
"sham","fixed 800-3600",15,0.0125,2,0.0370466542873171,0.000499225059052007,0.999532614702453,3.86,2793,800.43,3599.15
"sham","fixed 800-3600",15,0.0125,3,0.0359450315390488,0.000597620153288872,0.999442463734507,4.49,2793,800.43,3599.15
"sham","fixed 800-3600",15,0.025,1,0.0367483129583749,0.000532979866547757,0.999479206862727,4.1,2793,800.43,3599.15
"sham","fixed 800-3600",15,0.025,2,0.0403683635306244,0.000596555170374694,0.999516662898481,5.11,2793,800.43,3599.15
"sham","fixed 800-3600",15,0.025,3,0.038205592320902,0.000597310614298243,0.999428209103565,4.84,2793,800.43,3599.15
"sham","fixed 800-3600",15,0.05,1,0.0409578561182831,0.000563246759638811,0.999393847724986,4.89,2793,800.43,3599.15
"sham","fixed 800-3600",15,0.05,2,0.0393926779968352,0.000577394257748978,0.999398888583266,4.82,2793,800.43,3599.15
"sham","fixed 800-3600",15,0.05,3,0.0403525663498513,0.000571962284992885,0.999522116513504,4.89,2793,800.43,3599.15
"sham","fixed 800-3600",15,0.1,1,0.0422539087152059,0.000487238472513808,0.999494138956765,4.42,2793,800.43,3599.15
"sham","fixed 800-3600",15,0.1,2,0.0413992064571762,0.000683271492303911,0.991782840022412,6.4,2793,800.43,3599.15
"sham","fixed 800-3600",15,0.1,3,0.0395977225244875,0.00058518206333783,0.999483694723348,4.89,2793,800.43,3599.15
"sham","fixed 800-3600",15,0.2,1,0.0400952029969749,0.00054707870113795,0.999658565682934,4.61,2793,800.43,3599.15
"sham","fixed 800-3600",15,0.2,2,0.0417079970178617,0.000710754384601503,0.998114014970944,6.4,2793,800.43,3599.15
"sham","fixed 800-3600",15,0.2,3,0.039291647598052,0.000785711754598196,0.998956862804929,6.3,2793,800.43,3599.15
"sham","fixed 800-3600",15,0.35,1,0.0337708260169371,0.000578512777083982,0.999800339036209,4.01,2793,800.43,3599.15
"sham","fixed 800-3600",15,0.35,2,0.0331681432956368,0.000788374006073802,0.996913262375553,5.41,2793,800.43,3599.15
"sham","fixed 800-3600",15,0.35,3,0.0341554260170092,0.000636321522180974,0.999647083441598,4.44,2793,800.43,3599.15
"sham","fixed 800-3600",27,0,1,0.0113161058054744,0.00258200157461596,0.956294458394877,8.03,2793,800.43,3599.15
"sham","fixed 800-3600",27,0,2,0.0256804987096358,0.00134598928225148,0.998033536996383,7.15,2793,800.43,3599.15
"sham","fixed 800-3600",27,0,3,0.0141491226861683,0.00244045508483595,0.972174997975852,8.24,2793,800.43,3599.15
"sham","fixed 800-3600",27,0.0125,1,0.0123714920388485,0.00247689407800989,0.974740057734284,8.15,2793,800.43,3599.15
"sham","fixed 800-3600",27,0.0125,2,0.0161634962566535,0.00225802532546816,0.985645012789088,8.35,2793,800.43,3599.15
"sham","fixed 800-3600",27,0.0125,3,0.028960254301576,0.00131684660577381,0.992201843444829,7.97,2793,800.43,3599.15
"sham","fixed 800-3600",27,0.025,1,0.0076866545775938,0.00282856038071316,0.961452824201734,8.15,2793,800.43,3599.15
"sham","fixed 800-3600",27,0.025,2,0.0231463875665722,0.00167750785776051,0.993487176456761,8.12,2793,800.43,3599.15
"sham","fixed 800-3600",27,0.025,3,0.0162031430147844,0.00236102545129725,0.982251338555851,8.67,2793,800.43,3599.15
"sham","fixed 800-3600",27,0.05,1,0.0174439362405291,0.00213090464965695,0.971086894251603,8.28,2793,800.43,3599.15
"sham","fixed 800-3600",27,0.05,2,0.0101199896094806,0.00175268916367512,0.985206627395329,6.77,2793,800.43,3599.15
"sham","fixed 800-3600",27,0.05,3,0.020968552464445,0.00192270359463862,0.980384153597237,8.77,2793,800.43,3599.15
"sham","fixed 800-3600",27,0.1,1,0.00200705249360615,0.00166491414503641,0.974557053289908,5.43,2793,800.43,3599.15
"sham","fixed 800-3600",27,0.1,2,0.00655498239158886,0.00154557408174779,0.973884077964164,5.62,2793,800.43,3599.15
"sham","fixed 800-3600",27,0.1,3,0.00692179509941109,0.00160541405984314,0.974277201015844,5.89,2793,800.43,3599.15
"sham","fixed 800-3600",27,0.2,1,0.0153627162723426,0.0019837409551424,0.978396853384986,8.12,2793,800.43,3599.15
"sham","fixed 800-3600",27,0.2,2,0.00987104151325247,0.0017007727825615,0.97675702977667,6.72,2793,800.43,3599.15
"sham","fixed 800-3600",27,0.2,3,0.0131477174156118,0.00202215780392422,0.974924620972829,7.91,2793,800.43,3599.15
"sham","fixed 800-3600",27,0.35,1,0.00242725868421976,0.00169963402459744,0.973530118826009,5.49,2793,800.43,3599.15
"sham","fixed 800-3600",27,0.35,2,6e-05,0.00160889007556527,0.878172136277541,3.65,2793,800.43,3599.15
"sham","fixed 800-3600",27,0.35,3,0.000350228479419084,0.00145014615101764,0.980021674521654,4.48,2793,800.43,3599.15
"sham","drawdown 5-85%",15,0,1,0.0411671138948506,0.000343780654455495,0.994883108307044,8.26,3813,5.05,3835.77
"sham","drawdown 5-85%",15,0,2,0.0423784251515093,0.000392616930529065,0.995554334985302,9.26,3778,8.05,3796.65
"sham","drawdown 5-85%",15,0,3,0.0404484641776589,0.000383174397552619,0.995217163004296,8.86,3817,6.05,3842.77
"sham","drawdown 5-85%",15,0.0125,1,0.0315286774050767,0.000434573351204278,0.992612373026476,7.47,3786,5.05,3803.67
"sham","drawdown 5-85%",15,0.0125,2,0.0297468896044853,0.000430196715276014,0.988816275991809,7.18,3759,7.05,3779.62
"sham","drawdown 5-85%",15,0.0125,3,0.0295244068865068,0.000505560604603435,0.993232128571854,7.41,3797,6.05,3813.7
"sham","drawdown 5-85%",15,0.025,1,0.0310995345144413,0.000428821972297956,0.99326856669324,7.14,3767,4.05,3779.62
"sham","drawdown 5-85%",15,0.025,2,0.0335581353653771,0.000487324789136525,0.991787829576579,8.62,3783,11.05,3812.7
"sham","drawdown 5-85%",15,0.025,3,0.0316595851322963,0.000495777317509137,0.992554390911894,7.89,3791,10.05,3818.73
"sham","drawdown 5-85%",15,0.05,1,0.0353119020242351,0.000435778409100788,0.990134428727506,9.11,3814,5.05,3828.75
"sham","drawdown 5-85%",15,0.05,2,0.0344654211442765,0.000448095227516511,0.989672533487855,8.57,3824,12.05,3845.77
"sham","drawdown 5-85%",15,0.05,3,0.0329181674887505,0.000478737387222975,0.988462410564977,8.9,3758,11.05,3778.62
"sham","drawdown 5-85%",15,0.1,1,0.0362511913341096,0.000373760585942513,0.991068142792745,7.91,3796,6.05,3812.7
"sham","drawdown 5-85%",15,0.1,2,0.036872510269274,0.000508804039217742,0.985222224841898,9.76,3669,16.05,3694.4
"sham","drawdown 5-85%",15,0.1,3,0.0338168931711049,0.000463104628221654,0.994205119209978,7.69,3799,15.05,3822.75
"sham","drawdown 5-85%",15,0.2,1,0.0338626809466109,0.000431604629071603,0.992360286317425,8.11,3765,5.05,3795.65
"sham","drawdown 5-85%",15,0.2,2,0.0374784367320576,0.000507300508725666,0.994948233340503,9.02,3699,16.05,3723.48
"sham","drawdown 5-85%",15,0.2,3,0.0370270869192528,0.000525491078259599,0.995677223640254,9.19,3689,17.05,3714.47
"sham","drawdown 5-85%",15,0.35,1,0.02781098619608,0.000481690528222938,0.992323126134133,6.75,3715,5.05,3731.5
"sham","drawdown 5-85%",15,0.35,2,0.021096574416123,0.000866560103532359,0.988608546392893,9.09,3748,11.05,3767.6
"sham","drawdown 5-85%",15,0.35,3,0.0267646348841896,0.000563236806774861,0.991143692299932,7.63,3732,8.05,3748.55
"sham","drawdown 5-85%",27,0,1,0.0335843274173222,0.00121379919608353,0.963946481822725,7.17,2506,339.95,3182.07
"sham","drawdown 5-85%",27,0,2,0.0273633177657918,0.00103145660523556,0.998743524408497,6.64,3002,306.85,3331.42
"sham","drawdown 5-85%",27,0,3,0.0340959510350087,0.00122051901319056,0.990069425780591,7.45,2550,337.93,3080.85
"sham","drawdown 5-85%",27,0.0125,1,0.0318396009681174,0.00134235183729657,0.978578093823135,7.48,2631,375.03,3183.07
"sham","drawdown 5-85%",27,0.0125,2,0.0304598557520735,0.00137356450519846,0.996569210465945,7.69,2586,384.07,3090.87
"sham","drawdown 5-85%",27,0.0125,3,0.0237336466580558,0.00121972885728294,0.994840800106171,7.5,3027,327.92,3463.77
"sham","drawdown 5-85%",27,0.025,1,0.0314734395189818,0.001393448574218,0.975834630387838,7.4,2417,391.08,3087.87
"sham","drawdown 5-85%",27,0.025,2,0.0262106590739464,0.00133947663103693,0.992578455175998,7.44,2866,443.23,3322.38
"sham","drawdown 5-85%",27,0.025,3,0.0325927481941745,0.00131229448724886,0.992622764033998,7.91,2621,339.95,3092.87
"sham","drawdown 5-85%",27,0.05,1,0.0281425794032059,0.00138010059130695,0.968674350187644,7.51,2727,384.07,3291.32
"sham","drawdown 5-85%",27,0.05,2,0.0113250119140596,0.00157164357021319,0.98895110637746,7.39,3174,401.12,3601.15
"sham","drawdown 5-85%",27,0.05,3,0.0218891855397861,0.00157502695201819,0.978853561489237,8,2870,382.07,3436.7
"sham","drawdown 5-85%",27,0.1,1,0.00666957209655825,0.00144297099746561,0.981263805524639,6.44,3305,334.93,3683.38
"sham","drawdown 5-85%",27,0.1,2,0.016270901777467,0.00119972331466005,0.974830257339867,6.86,3151,590.7,3769.6
"sham","drawdown 5-85%",27,0.1,3,0.00367208406268757,0.0016242060534076,0.985156912698593,6.25,3361,310.87,3920.92
"sham","drawdown 5-85%",27,0.2,1,0.0162341712570951,0.00168347678110611,0.97814136453308,7.55,2957,390.08,3461.77
"sham","drawdown 5-85%",27,0.2,2,0.0111784872437987,0.00151568674073688,0.983171658491232,7.36,3213,379.05,3600.15
"sham","drawdown 5-85%",27,0.2,3,0.0131500498260123,0.00172541675632267,0.977502515106673,7.49,3043,262.73,3461.77
"sham","drawdown 5-85%",27,0.35,1,0.00566409736296554,0.00148722296717855,0.981744234435603,6.13,3271,316.87,3600.15
"sham","drawdown 5-85%",27,0.35,2,6e-05,0.0016544917126634,0.891618198170836,4,3136,217.57,3461.77
"sham","drawdown 5-85%",27,0.35,3,6e-05,0.00151099297613515,0.984261538787603,5.02,3294,113.27,3474.78
"sham","drawdown 10-90%",15,0,1,0.0425490489294259,0.000327302980160357,0.996717429879761,8.2,3898,14.05,3924.93
"sham","drawdown 10-90%",15,0,2,0.0434243322313103,0.000378971105276737,0.997141146332741,9.32,3863,18.05,3892.85
"sham","drawdown 10-90%",15,0,3,0.0416691259355782,0.000366882868501169,0.996704321672741,8.82,3907,13.05,3932.93
"sham","drawdown 10-90%",15,0.0125,1,0.0332121947634411,0.000409681828210309,0.994496418718261,7.53,3895,8.05,3915.92
"sham","drawdown 10-90%",15,0.0125,2,0.0319249701149504,0.000398716431829532,0.992295984936953,7.17,3885,11.05,3908.9
"sham","drawdown 10-90%",15,0.0125,3,0.031366575870292,0.000474494143044982,0.995119114201278,7.43,3898,14.05,3924.93
"sham","drawdown 10-90%",15,0.025,1,0.0328549280708094,0.000403266288327034,0.995691401916014,7.07,3880,9.05,3900.87
"sham","drawdown 10-90%",15,0.025,2,0.0354262417361661,0.00045613199616431,0.994798345752231,8.61,3888,20.05,3916.92
"sham","drawdown 10-90%",15,0.025,3,0.0335754649550353,0.000463858272411164,0.995036173773285,7.9,3882,21.05,3915.92
"sham","drawdown 10-90%",15,0.05,1,0.0375071932323601,0.00040238068005624,0.992944971993982,9.09,3910,10.05,3928.93
"sham","drawdown 10-90%",15,0.05,2,0.0370092093634692,0.000408982630728506,0.992575672233156,8.56,3898,23.07,3929.93
