param,slope,T,T_fac
b_T_fac24:log10_dose,-0.9484831365606681,24,24
b_T_fac26:log10_dose,-0.5632871477109035,26,26
b_T_fac27:log10_dose,-0.18848035523315207,27,27
b_T_fac28:log10_dose,-0.3045534337834861,28,28
b_T_fac15:log10_dose,-0.9677085909752008,15,15
b_T_fac18:log10_dose,-0.4596138193125521,18,18
b_T_fac21:log10_dose,-0.49081134543630667,21,21
b_T_fac24:log10_dose,-1.3770415358831416,24,24
b_T_fac26:log10_dose,-0.6452744029182966,26,26
b_T_fac27:log10_dose,-0.16112412120757313,27,27
b_T_fac28:log10_dose,-0.4891013857168156,28,28
b_T_fac15:log10_dose,-0.8379032666517225,15,15
b_T_fac18:log10_dose,-0.5156905320860442,18,18
b_T_fac21:log10_dose,-0.7837394136823461,21,21
b_T_fac24:log10_dose,-1.234048726374638,24,24
b_T_fac26:log10_dose,-0.6062326988223967,26,26
b_T_fac27:log10_dose,-0.36361108909272793,27,27
b_T_fac28:log10_dose,-0.5516182569084683,28,28
b_T_fac15:log10_dose,-0.8133471187298168,15,15
b_T_fac18:log10_dose,-0.38227298874267834,18,18
b_T_fac21:log10_dose,-0.4904471472868883,21,21
b_T_fac24:log10_dose,-1.1784789137226672,24,24
b_T_fac26:log10_dose,-0.8330646086313945,26,26
b_T_fac27:log10_dose,-0.4259306164453415,27,27
b_T_fac28:log10_dose,-0.6627929468814467,28,28
b_T_fac15:log10_dose,-1.1288518013740168,15,15
b_T_fac18:log10_dose,-0.34506894261704224,18,18
b_T_fac21:log10_dose,-0.615912773001931,21,21
b_T_fac24:log10_dose,-0.8975436378256593,24,24
b_T_fac26:log10_dose,-0.12251610912170158,26,26
b_T_fac27:log10_dose,-0.11544221653950609,27,27
b_T_fac28:log10_dose,-0.5630495073138887,28,28
b_T_fac15:log10_dose,-0.8876078610994453,15,15
b_T_fac18:log10_dose,-0.5032461397508958,18,18
b_T_fac21:log10_dose,-0.8575820709955841,21,21
b_T_fac24:log10_dose,-1.0651502420086487,24,24
b_T_fac26:log10_dose,-0.6228735136338183,26,26
b_T_fac27:log10_dose,-0.4440267583435349,27,27
b_T_fac28:log10_dose,-0.2970867094635058,28,28
b_T_fac15:log10_dose,-1.1373269913476065,15,15
b_T_fac18:log10_dose,-0.4411435011575429,18,18
b_T_fac21:log10_dose,-0.5874191581128552,21,21
b_T_fac24:log10_dose,-1.2843828123852694,24,24
b_T_fac26:log10_dose,-0.46428560764768695,26,26
b_T_fac27:log10_dose,-0.28568429948064217,27,27
b_T_fac28:log10_dose,-0.5554770993778922,28,28
b_T_fac15:log10_dose,-0.7596148626696004,15,15
b_T_fac18:log10_dose,-0.4319325601124831,18,18
b_T_fac21:log10_dose,-0.7364728928777604,21,21
b_T_fac24:log10_dose,-1.0700692093745576,24,24
b_T_fac26:log10_dose,-0.6566178835265745,26,26
b_T_fac27:log10_dose,-0.015065969139822069,27,27
b_T_fac28:log10_dose,-0.30848517936361214,28,28
b_T_fac15:log10_dose,-0.7192647815052864,15,15
b_T_fac18:log10_dose,-0.6407487115522962,18,18
b_T_fac21:log10_dose,-0.5742954806777945,21,21
b_T_fac24:log10_dose,-1.177324212774858,24,24
b_T_fac26:log10_dose,-0.617017751031072,26,26
b_T_fac27:log10_dose,-0.6485980344199447,27,27
b_T_fac28:log10_dose,-0.4091910240202227,28,28
b_T_fac15:log10_dose,-0.877493706012399,15,15
b_T_fac18:log10_dose,-0.5549133879517508,18,18
b_T_fac21:log10_dose,-0.6326407962879594,21,21
b_T_fac24:log10_dose,-1.0756366644167252,24,24
b_T_fac26:log10_dose,-0.6411850183806952,26,26
b_T_fac27:log10_dose,-0.5333859019881463,27,27
b_T_fac28:log10_dose,-0.4300372229610048,28,28
b_T_fac15:log10_dose,-1.0501975033395279,15,15
b_T_fac18:log10_dose,-0.35809634311772315,18,18
b_T_fac21:log10_dose,-0.4582702430992574,21,21
b_T_fac24:log10_dose,-1.1986877183226767,24,24
b_T_fac26:log10_dose,-0.5058846065244628,26,26
b_T_fac27:log10_dose,-0.28869507643648795,27,27
b_T_fac28:log10_dose,-0.6124983560928716,28,28
b_T_fac15:log10_dose,-1.0881400157555674,15,15
b_T_fac18:log10_dose,-0.3629150299402573,18,18
b_T_fac21:log10_dose,-0.5979342806193287,21,21
b_T_fac24:log10_dose,-1.1474935592010362,24,24
b_T_fac26:log10_dose,-0.5055998355548439,26,26
b_T_fac27:log10_dose,-0.47121942369476977,27,27
b_T_fac28:log10_dose,-0.2854117159857566,28,28
b_T_fac15:log10_dose,-0.8025309289349117,15,15
b_T_fac18:log10_dose,-0.25973408353320876,18,18
b_T_fac21:log10_dose,-0.7787099098858223,21,21
b_T_fac24:log10_dose,-1.180495757737479,24,24
b_T_fac26:log10_dose,-0.7709532486867948,26,26
b_T_fac27:log10_dose,-0.1755752457314237,27,27
b_T_fac28:log10_dose,-0.6186243011592742,28,28
b_T_fac15:log10_dose,-0.7473438071933569,15,15
b_T_fac18:log10_dose,-0.1900299361692144,18,18
b_T_fac21:log10_dose,-0.5653623865441516,21,21
b_T_fac24:log10_dose,-1.2300953228676985,24,24
b_T_fac26:log10_dose,-0.634028171920792,26,26
b_T_fac27:log10_dose,-0.3482576223961994,27,27
b_T_fac28:log10_dose,-0.5156862516014108,28,28
b_T_fac15:log10_dose,-0.9422843223632281,15,15
b_T_fac18:log10_dose,-0.3877656432814905,18,18
b_T_fac21:log10_dose,-0.6457593484980078,21,21
b_T_fac24:log10_dose,-1.058694634841978,24,24
b_T_fac26:log10_dose,-0.699722523013529,26,26
b_T_fac27:log10_dose,-0.39771224739161487,27,27
b_T_fac28:log10_dose,-0.5174162747102643,28,28
b_T_fac15:log10_dose,-0.9738853989883627,15,15
b_T_fac18:log10_dose,-0.42081244812047397,18,18
b_T_fac21:log10_dose,-0.6770111004267045,21,21
b_T_fac24:log10_dose,-1.2625125633601588,24,24
b_T_fac26:log10_dose,-0.6663500193370818,26,26
b_T_fac27:log10_dose,-0.0069563565027317975,27,27
b_T_fac28:log10_dose,-0.5409938762747457,28,28
b_T_fac15:log10_dose,-0.930980349195135,15,15
b_T_fac18:log10_dose,-0.3045725197535139,18,18
b_T_fac21:log10_dose,-0.6451619513427994,21,21
b_T_fac24:log10_dose,-1.1598766745773468,24,24
b_T_fac26:log10_dose,-0.6092303174476752,26,26
b_T_fac27:log10_dose,-0.15113798867122527,27,27
b_T_fac28:log10_dose,-0.5433465907196698,28,28
b_T_fac15:log10_dose,-0.9103136649419101,15,15
b_T_fac18:log10_dose,-0.37793484862028615,18,18
b_T_fac21:log10_dose,-0.6246712198609491,21,21
b_T_fac24:log10_dose,-1.0989652127185239,24,24
b_T_fac26:log10_dose,-0.7279958663943775,26,26
b_T_fac27:log10_dose,-0.14922519028497608,27,27
b_T_fac28:log10_dose,-0.5425879948843125,28,28
b_T_fac15:log10_dose,-1.1024756164510783,15,15
b_T_fac18:log10_dose,-0.30202094053564676,18,18
b_T_fac21:log10_dose,-0.4567946661903812,21,21
b_T_fac24:log10_dose,-1.0623186759629917,24,24
b_T_fac26:log10_dose,-0.6673916437674674,26,26
b_T_fac27:log10_dose,-0.3646039417472558,27,27
b_T_fac28:log10_dose,-0.7399193481392528,28,28
b_T_fac15:log10_dose,-0.8414197779490807,15,15
b_T_fac18:log10_dose,-0.34155677719436917,18,18
b_T_fac21:log10_dose,-0.771245522494004,21,21
b_T_fac24:log10_dose,-0.9414612613439418,24,24
b_T_fac26:log10_dose,-0.7722583248944794,26,26
b_T_fac27:log10_dose,-0.22015174459559306,27,27
b_T_fac28:log10_dose,-0.3388427584393793,28,28
b_T_fac15:log10_dose,-1.1221745654165087,15,15
b_T_fac18:log10_dose,-0.41952148316496585,18,18
b_T_fac21:log10_dose,-0.3300751569968212,21,21
b_T_fac24:log10_dose,-1.1853531605613907,24,24
b_T_fac26:log10_dose,-0.6275457429960927,26,26
b_T_fac27:log10_dose,-0.5087602604216557,27,27
b_T_fac28:log10_dose,-0.5151347618059902,28,28
b_T_fac15:log10_dose,-1.0159464708619301,15,15
b_T_fac18:log10_dose,-0.40974257860198293,18,18
b_T_fac21:log10_dose,-0.18068638489150263,21,21
b_T_fac24:log10_dose,-1.2269325655121472,24,24
b_T_fac26:log10_dose,-0.6678899598564599,26,26
b_T_fac27:log10_dose,-0.46243836068936256,27,27
b_T_fac28:log10_dose,-0.41719325169673255,28,28
b_T_fac15:log10_dose,-0.93651866576036,15,15
b_T_fac18:log10_dose,-0.16171855198407833,18,18
b_T_fac21:log10_dose,-1.1447743515635145,21,21
b_T_fac24:log10_dose,-1.0979595930947765,24,24
b_T_fac26:log10_dose,-0.6014436500066207,26,26
b_T_fac27:log10_dose,-0.22501692687073635,27,27
b_T_fac28:log10_dose,-0.6875494031954057,28,28
b_T_fac15:log10_dose,-0.8948372754022231,15,15
b_T_fac18:log10_dose,-0.5095143635310331,18,18
b_T_fac21:log10_dose,-0.7799309787069035,21,21
b_T_fac24:log10_dose,-0.9823666497045419,24,24
b_T_fac26:log10_dose,-0.44030329255693307,26,26
b_T_fac27:log10_dose,-0.23568776558951912,27,27
b_T_fac28:log10_dose,-0.541340277164483,28,28
b_T_fac15:log10_dose,-0.805757762686064,15,15
b_T_fac18:log10_dose,-0.2220080607353136,18,18
b_T_fac21:log10_dose,-0.825055851122797,21,21
b_T_fac24:log10_dose,-1.2498315208588622,24,24
b_T_fac26:log10_dose,-0.365637208424322,26,26
b_T_fac27:log10_dose,-0.049698397065106245,27,27
b_T_fac28:log10_dose,-0.5010415126333355,28,28
b_T_fac15:log10_dose,-0.9732183063359257,15,15
b_T_fac18:log10_dose,-0.37573839934759,18,18
b_T_fac21:log10_dose,-0.752098609141796,21,21
b_T_fac24:log10_dose,-1.103330736014086,24,24
b_T_fac26:log10_dose,-0.27993552739851507,26,26
b_T_fac27:log10_dose,-0.36517120832161454,27,27
b_T_fac28:log10_dose,-0.5820711227080444,28,28
b_T_fac15:log10_dose,-1.0486386446149227,15,15
b_T_fac18:log10_dose,-0.503988082588253,18,18
b_T_fac21:log10_dose,-0.5081128022756582,21,21
b_T_fac24:log10_dose,-1.0823133399055012,24,24
b_T_fac26:log10_dose,-0.6462196221355999,26,26
b_T_fac27:log10_dose,-0.27412060954954953,27,27
b_T_fac28:log10_dose,-0.28901543926278084,28,28
b_T_fac15:log10_dose,-0.9527457329329336,15,15
b_T_fac18:log10_dose,-0.44804880262740826,18,18
b_T_fac21:log10_dose,-0.3773019315587526,21,21
b_T_fac24:log10_dose,-1.2589794219281942,24,24
b_T_fac26:log10_dose,-0.6997956245774275,26,26
b_T_fac27:log10_dose,-0.21367993701257054,27,27
b_T_fac28:log10_dose,-0.5037942691577731,28,28
b_T_fac15:log10_dose,-1.0676923626047385,15,15
b_T_fac18:log10_dose,-0.5448488017869663,18,18
b_T_fac21:log10_dose,-0.6142606845361643,21,21
b_T_fac24:log10_dose,-0.9762240825462843,24,24
b_T_fac26:log10_dose,-0.5555422140286655,26,26
b_T_fac27:log10_dose,-0.32980214849181616,27,27
b_T_fac28:log10_dose,-0.23766197519639337,28,28
b_T_fac15:log10_dose,-1.0086604354679305,15,15
b_T_fac18:log10_dose,-0.41140852949248685,18,18
b_T_fac21:log10_dose,-0.5100106948639925,21,21
b_T_fac24:log10_dose,-1.113509270643144,24,24
b_T_fac26:log10_dose,-0.6044503125626016,26,26
b_T_fac27:log10_dose,-0.2449758880177445,27,27
b_T_fac28:log10_dose,-0.5841811389362602,28,28
b_T_fac15:log10_dose,-0.9597814837162493,15,15
b_T_fac18:log10_dose,-0.3404431554203035,18,18
b_T_fac21:log10_dose,-0.4810761868578607,21,21
b_T_fac24:log10_dose,-1.1470699727406601,24,24
b_T_fac26:log10_dose,-0.5313496295816106,26,26
b_T_fac27:log10_dose,-0.10606532646489587,27,27
b_T_fac28:log10_dose,-0.4390707406626786,28,28
b_T_fac15:log10_dose,-0.8648745202145167,15,15
b_T_fac18:log10_dose,-0.3137062443935372,18,18
b_T_fac21:log10_dose,-0.7152002586814578,21,21
b_T_fac24:log10_dose,-1.0879192710835965,24,24
b_T_fac26:log10_dose,-0.6286825413214038,26,26
b_T_fac27:log10_dose,-0.01198853370544338,27,27
b_T_fac28:log10_dose,-0.634136750381886,28,28
b_T_fac15:log10_dose,-0.77601325882296035,15,15
b_T_fac18:log10_dose,-0.4612012473185471,18,18
b_T_fac21:log10_dose,-0.7990953290202497,21,21
b_T_fac24:log10_dose,-1.2434165756112017,24,24
b_T_fac26:log10_dose,-0.8182837894756014,26,26
b_T_fac27:log10_dose,0.042112901803718364,27,27
b_T_fac28:log10_dose,-0.5546974283216367,28,28
b_T_fac15:log10_dose,-0.7640272876056391,15,15
b_T_fac18:log10_dose,-0.2709658668806705,18,18
b_T_fac21:log10_dose,-0.9453533655826472,21,21
b_T_fac24:log10_dose,-1.1918730457074096,24,24
b_T_fac26:log10_dose,-0.5821878316103845,26,26
b_T_fac27:log10_dose,-0.09043532637726812,27,27
b_T_fac28:log10_dose,-0.45690631728246284,28,28
b_T_fac15:log10_dose,-0.7546201259529127,15,15
b_T_fac18:log10_dose,-0.47796618536811863,18,18
b_T_fac21:log10_dose,-0.6656724714749958,21,21
b_T_fac24:log10_dose,-1.3640687775788138,24,24
b_T_fac26:log10_dose,-0.5761118605646719,26,26
b_T_fac27:log10_dose,-0.09980395201753466,27,27
b_T_fac28:log10_dose,-0.47158466483779715,28,28
b_T_fac15:log10_dose,-1.082506570471624,15,15
b_T_fac18:log10_dose,-0.3152398897114702,18,18
b_T_fac21:log10_dose,-0.4577617362912959,21,21
b_T_fac24:log10_dose,-1.2265066666428985,24,24
b_T_fac26:log10_dose,-0.5761442107865441,26,26
b_T_fac27:log10_dose,-0.20478133629139006,27,27
b_T_fac28:log10_dose,-0.22848831529221658,28,28
b_T_fac15:log10_dose,-1.1589684765481945,15,15
b_T_fac18:log10_dose,-0.4121714732924261,18,18
b_T_fac21:log10_dose,-0.4541359926420795,21,21
b_T_fac24:log10_dose,-1.1138540856705719,24,24
b_T_fac26:log10_dose,-0.7109682329706918,26,26
b_T_fac27:log10_dose,-0.21881980674538798,27,27
b_T_fac28:log10_dose,-0.4557016320026344,28,28
b_T_fac15:log10_dose,-0.9140364317689148,15,15
b_T_fac18:log10_dose,-0.29569140502926694,18,18
b_T_fac21:log10_dose,-0.6128659776890767,21,21
b_T_fac24:log10_dose,-1.1247179257575803,24,24
b_T_fac26:log10_dose,-0.5580411078990032,26,26
b_T_fac27:log10_dose,-0.257965190872911,27,27
b_T_fac28:log10_dose,-0.07096530236514945,28,28
b_T_fac15:log10_dose,-1.148610568216382,15,15
b_T_fac18:log10_dose,-0.29807872266813945,18,18
b_T_fac21:log10_dose,-0.7023123648298066,21,21
b_T_fac24:log10_dose,-1.0973471121934022,24,24
b_T_fac26:log10_dose,-0.7131991333712175,26,26
b_T_fac27:log10_dose,-0.1203395667893942,27,27
b_T_fac28:log10_dose,-1.0852345471318094,28,28
b_T_fac15:log10_dose,-0.8087096587330452,15,15
b_T_fac18:log10_dose,-0.12867870698264944,18,18
b_T_fac21:log10_dose,-0.5257815254423792,21,21
b_T_fac24:log10_dose,-0.8829194346314861,24,24
b_T_fac26:log10_dose,-0.3121989887959912,26,26
b_T_fac27:log10_dose,-0.40541391285832223,27,27
b_T_fac28:log10_dose,-0.041582602931453605,28,28
b_T_fac15:log10_dose,-0.8414691248033088,15,15
b_T_fac18:log10_dose,-0.6188216037260217,18,18
b_T_fac21:log10_dose,-0.7482180497431141,21,21
b_T_fac24:log10_dose,-1.4687166943059897,24,24
b_T_fac26:log10_dose,-0.8031543007388342,26,26
b_T_fac27:log10_dose,0.0012058521445023757,27,27
b_T_fac28:log10_dose,-0.6115230648675506,28,28
b_T_fac15:log10_dose,-0.9992365331164618,15,15
b_T_fac18:log10_dose,-0.4502865036922062,18,18
b_T_fac21:log10_dose,-0.8069627953417695,21,21
b_T_fac24:log10_dose,-1.4110216580492543,24,24
b_T_fac26:log10_dose,-0.7129002356034866,26,26
b_T_fac27:log10_dose,-0.21773823885551274,27,27
b_T_fac28:log10_dose,-0.7609251866473852,28,28
b_T_fac15:log10_dose,-0.7879161226079193,15,15
b_T_fac18:log10_dose,-0.49798514501591795,18,18
b_T_fac21:log10_dose,-0.7164667855967746,21,21
b_T_fac24:log10_dose,-1.010130770352434,24,24
b_T_fac26:log10_dose,-0.6740310306439428,26,26
b_T_fac27:log10_dose,-0.31302784334558087,27,27
b_T_fac28:log10_dose,-0.546646999478544,28,28
b_T_fac15:log10_dose,-0.8203651457441238,15,15
b_T_fac18:log10_dose,-0.49172809946163076,18,18
b_T_fac21:log10_dose,-0.7113202824145444,21,21
b_T_fac24:log10_dose,-0.8649599929240739,24,24
b_T_fac26:log10_dose,-0.5423553556007517,26,26
b_T_fac27:log10_dose,-0.6849449048760358,27,27
b_T_fac28:log10_dose,-0.4511449524050476,28,28
b_T_fac15:log10_dose,-1.0733593219019084,15,15
b_T_fac18:log10_dose,-0.14248237653699408,18,18
b_T_fac21:log10_dose,-0.5486100300061609,21,21
b_T_fac24:log10_dose,-1.4775110084775294,24,24
b_T_fac26:log10_dose,-0.6778977383656697,26,26
b_T_fac27:log10_dose,-0.09751942800631996,27,27
b_T_fac28:log10_dose,-0.4483899548392025,28,28
b_T_fac15:log10_dose,-0.9518852411291571,15,15
b_T_fac18:log10_dose,-0.31080376590838565,18,18
b_T_fac21:log10_dose,-0.6533908747944907,21,21
b_T_fac24:log10_dose,-1.3531583272527627,24,24
b_T_fac26:log10_dose,-0.8570169464167011,26,26
b_T_fac27:log10_dose,-0.24978566110451575,27,27
b_T_fac28:log10_dose,-0.715218863227117,28,28
b_T_fac15:log10_dose,-1.2153344782337858,15,15
b_T_fac18:log10_dose,-0.4905559805779856,18,18
b_T_fac21:log10_dose,-0.7206573510777489,21,21
b_T_fac24:log10_dose,-1.1834216735452314,24,24
b_T_fac26:log10_dose,-0.8970179808636575,26,26
b_T_fac27:log10_dose,-0.4646243396071625,27,27
b_T_fac28:log10_dose,-0.29096597413836767,28,28
b_T_fac15:log10_dose,-1.010151267358672,15,15
b_T_fac18:log10_dose,-0.5591000503852093,18,18
b_T_fac21:log10_dose,-0.39922419822162936,21,21
b_T_fac24:log10_dose,-1.293002002262525,24,24
b_T_fac26:log10_dose,-0.7257787632688313,26,26
b_T_fac27:log10_dose,-0.47680062539319784,27,27
b_T_fac28:log10_dose,-0.42816112264003164,28,28
b_T_fac15:log10_dose,-0.7607843652966555,15,15
b_T_fac18:log10_dose,-0.5073120952585529,18,18
b_T_fac21:log10_dose,-0.44935986880204,21,21
b_T_fac24:log10_dose,-0.969505070804457,24,24
b_T_fac26:log10_dose,-0.6556353300810539,26,26
b_T_fac27:log10_dose,-0.5728654629210949,27,27
b_T_fac28:log10_dose,-0.5540429704302733,28,28
b_T_fac15:log10_dose,-1.0987560203545146,15,15
b_T_fac18:log10_dose,-0.19956961943628712,18,18
b_T_fac21:log10_dose,-0.7030659042750865,21,21
b_T_fac24:log10_dose,-1.2595107716760225,24,24
b_T_fac26:log10_dose,-0.4217349626285193,26,26
b_T_fac27:log10_dose,-0.09322982475188858,27,27
b_T_fac28:log10_dose,-0.6679895782235686,28,28
b_T_fac15:log10_dose,-1.1920439151263682,15,15
b_T_fac18:log10_dose,-0.23281096827412118,18,18
b_T_fac21:log10_dose,-0.6722328574559503,21,21
b_T_fac24:log10_dose,-1.3047930397875702,24,24
b_T_fac26:log10_dose,-0.5081041522705086,26,26
b_T_fac27:log10_dose,0.0014524556042234543,27,27
b_T_fac28:log10_dose,-0.7113889625292396,28,28
b_T_fac15:log10_dose,-1.3574522599683894,15,15
b_T_fac18:log10_dose,-0.1874105173546793,18,18
b_T_fac21:log10_dose,-0.7780381464681827,21,21
b_T_fac24:log10_dose,-1.2836879502850589,24,24
b_T_fac26:log10_dose,-0.24790131901258258,26,26
b_T_fac27:log10_dose,-0.15870175047796065,27,27
b_T_fac28:log10_dose,-0.5114532806684906,28,28
b_T_fac15:log10_dose,-0.904160147142837,15,15
b_T_fac18:log10_dose,-0.4071527482286661,18,18
b_T_fac21:log10_dose,-0.6118906227316393,21,21
b_T_fac24:log10_dose,-1.0542439481587358,24,24
b_T_fac26:log10_dose,-0.4399731715719427,26,26
b_T_fac27:log10_dose,-0.2844072354068344,27,27
b_T_fac28:log10_dose,-0.6965115361208047,28,28
b_T_fac15:log10_dose,-1.0576884951726375,15,15
b_T_fac18:log10_dose,-0.5374811436900764,18,18
b_T_fac21:log10_dose,-0.7769482989597587,21,21
b_T_fac24:log10_dose,-1.177169225570518,24,24
b_T_fac26:log10_dose,-0.483956564268902,26,26
b_T_fac27:log10_dose,-0.2917929068018338,27,27
b_T_fac28:log10_dose,-0.7802759650652531,28,28
b_T_fac15:log10_dose,-1.0366610020075677,15,15
b_T_fac18:log10_dose,-0.6317152324815255,18,18
b_T_fac21:log10_dose,-0.5821655354365396,21,21
b_T_fac24:log10_dose,-0.9309249722322753,24,24
b_T_fac26:log10_dose,-0.431587579367287,26,26
b_T_fac27:log10_dose,-0.46668600512269626,27,27
b_T_fac28:log10_dose,-0.3670547470367854,28,28
b_T_fac15:log10_dose,-0.9888870789510547,15,15
b_T_fac18:log10_dose,-0.44251941026042924,18,18
b_T_fac21:log10_dose,-0.5178209624182237,21,21
b_T_fac24:log10_dose,-1.02315674147129,24,24
b_T_fac26:log10_dose,-0.4525837254392057,26,26
b_T_fac27:log10_dose,-0.2510690099231604,27,27
b_T_fac28:log10_dose,-0.32107184699443553,28,28
b_T_fac15:log10_dose,-0.9612059861463823,15,15
b_T_fac18:log10_dose,-0.39245352732613825,18,18
b_T_fac21:log10_dose,-0.49828864872933387,21,21
b_T_fac24:log10_dose,-1.1224483427150973,24,24
b_T_fac26:log10_dose,-0.45962551552167824,26,26
b_T_fac27:log10_dose,-0.23750199562929483,27,27
b_T_fac28:log10_dose,-0.27704677745712564,28,28
b_T_fac15:log10_dose,-0.9703360734385478,15,15
b_T_fac18:log10_dose,-0.3720534637903409,18,18
b_T_fac21:log10_dose,-0.4318077824288728,21,21
b_T_fac24:log10_dose,-1.119264332106287,24,24
b_T_fac26:log10_dose,-0.4476887407040051,26,26
b_T_fac27:log10_dose,-0.2978047442947861,27,27
b_T_fac28:log10_dose,-0.29531157718104356,28,28
b_T_fac15:log10_dose,-0.95159266526637,15,15
b_T_fac18:log10_dose,-0.3719471140166053,18,18
b_T_fac21:log10_dose,-0.33962939776241075,21,21
b_T_fac24:log10_dose,-1.106012301608389,24,24
b_T_fac26:log10_dose,-0.4348901447646968,26,26
b_T_fac27:log10_dose,-0.2588295892217242,27,27
b_T_fac28:log10_dose,-0.3290964161644534,28,28
b_T_fac15:log10_dose,-0.9043764665139412,15,15
b_T_fac18:log10_dose,-0.7584768759637318,18,18
b_T_fac21:log10_dose,-0.6512775157298771,21,21
b_T_fac24:log10_dose,-1.0633377791446443,24,24
b_T_fac26:log10_dose,-0.6959931031616059,26,26
b_T_fac27:log10_dose,-0.5271418601746737,27,27
b_T_fac28:log10_dose,-0.42073789120267446,28,28
b_T_fac15:log10_dose,-0.8027252268366663,15,15
b_T_fac18:log10_dose,-0.5997587306223937,18,18
b_T_fac21:log10_dose,-0.48877377460235116,21,21
b_T_fac24:log10_dose,-1.1911151841836165,24,24
b_T_fac26:log10_dose,-0.6819257538831623,26,26
b_T_fac27:log10_dose,-0.483071993758646,27,27
b_T_fac28:log10_dose,-0.8169662971142669,28,28
b_T_fac15:log10_dose,-1.0581283300541626,15,15
b_T_fac18:log10_dose,-0.5326940290997392,18,18
b_T_fac21:log10_dose,-0.4529277766985352,21,21
b_T_fac24:log10_dose,-1.1280259140921716,24,24
b_T_fac26:log10_dose,-0.6468362988799732,26,26
b_T_fac27:log10_dose,-0.3419093166520444,27,27
b_T_fac28:log10_dose,-0.5081714072170825,28,28
b_T_fac15:log10_dose,-0.9560362235414305,15,15
b_T_fac18:log10_dose,-0.31329624852126503,18,18
b_T_fac21:log10_dose,-0.79542655134708,21,21
b_T_fac24:log10_dose,-1.228920213465912,24,24
b_T_fac26:log10_dose,-0.6342565470920606,26,26
b_T_fac27:log10_dose,-0.020298757928182136,27,27
b_T_fac28:log10_dose,-0.4360393155877398,28,28
b_T_fac15:log10_dose,-0.9520638590859425,15,15
b_T_fac18:log10_dose,-0.30254714376378994,18,18
b_T_fac21:log10_dose,-0.7633630478144551,21,21
b_T_fac24:log10_dose,-0.891003606857861,24,24
b_T_fac26:log10_dose,-0.568495207896847,26,26
b_T_fac27:log10_dose,-0.36404890698656855,27,27
b_T_fac28:log10_dose,-0.7679038413960261,28,28
b_T_fac15:log10_dose,-0.8308809936813834,15,15
b_T_fac18:log10_dose,-0.38744950520134785,18,18
b_T_fac21:log10_dose,-0.7658687296616149,21,21
b_T_fac24:log10_dose,-1.0432421004166812,24,24
b_T_fac26:log10_dose,-0.5805394942868891,26,26
b_T_fac27:log10_dose,-0.34525679350174815,27,27
b_T_fac28:log10_dose,-0.7337765341345578,28,28
b_T_fac15:log10_dose,-1.036532044534978,15,15
b_T_fac18:log10_dose,-0.6265346798231142,18,18
