"gene_id","gene_name","description","baseMean","log2FoldChange","lfcSE","pvalue","padj","significant","direction","comparison","stat","KEGG","PFAM","EC"
"Mycgr3G105657",NA,NA,200.938449767123,1.3406861804026,0.609656870275191,0.00527766955206441,0.0261488039740692,TRUE,"up","interaction_LRT_any",10.4885413028253,NA,NA,NA
"Mycgr3G106743","","",9.33122164266537,1.58042143939325,1.28654810950278,0.00527859991180309,0.0261488039740692,TRUE,"up","interaction_LRT_any",10.4881887692928,"","",""
"Mycgr3G32778","","Tc5 transposase DNA-binding domain",215.183683098565,-0.734676742835089,0.803454534094224,0.00529000912850911,0.0261912333679787,FALSE,"ns","interaction_LRT_any",10.4838706149947,"","HTH_Tnp_Tc5;Homeobox_KN",""
"Mycgr3G79974",NA,NA,14.5293421921177,4.42586972103955,1.99206274904735,0.00529930000096252,0.0262231347172831,TRUE,"up","interaction_LRT_any",10.4803610848737,NA,NA,NA
"Mycgr3G107276","","Urb2/Npa2 family",105.040531753713,1.48881331218643,0.459989414276103,0.00530745326730493,0.0262493754772348,TRUE,"up","interaction_LRT_any",10.4772863389106,"","Urb2",""
"Mycgr3G38950","","Dienelactone hydrolase family",41.9699183812106,-1.61734759520748,0.613127439436128,0.0053153453081512,0.0262742968023427,TRUE,"down","interaction_LRT_any",10.4743146013813,"","DLH",""
"Mycgr3G104171",NA,NA,351.677001851284,-0.606014463913867,0.369221867213778,0.00532691886138766,0.0263097017091075,FALSE,"ns","interaction_LRT_any",10.4699645654812,NA,NA,NA
"Mycgr3G105182","","",140244.574355574,-1.32505076721256,0.408186130817278,0.0053282217056668,0.0263097017091075,TRUE,"down","interaction_LRT_any",10.4694754703717,"","",""
"Mycgr3G98885","","Fumarylacetoacetase N-terminal",291.332029740192,-0.302358279959789,0.275545012755426,0.00533567488272647,0.0263323847776142,FALSE,"ns","interaction_LRT_any",10.4666798024987,"map00350;map00643;map01100;map01120","FAA_hydrolase;FAA_hydrolase_N","3.7.1.2"
"Mycgr3G69875","","Transmembrane amino acid transporter protein",518.374357885799,-0.481248582162414,0.178022454143946,0.00533882776827769,0.0263338323074822,FALSE,"ns","interaction_LRT_any",10.465498338314,"","Aa_trans",""
"Mycgr3G37793","","Tubulin-tyrosine ligase family",148.923925776292,1.18670799222957,0.367905859003563,0.00536020860776065,0.0264251397584945,TRUE,"up","interaction_LRT_any",10.4575047705969,"","SurE;TTL",""
"Mycgr3G111025","","",652.223247904576,0.653865122704136,0.201791642048281,0.00536616737614861,0.0264403613520346,FALSE,"ns","interaction_LRT_any",10.4552826709763,"","",""
"Mycgr3G24171","","Monocarboxylate transporter",427.92336372987,-0.775962578061034,0.32604799756265,0.00537307632328844,0.0264602459150605,FALSE,"ns","interaction_LRT_any",10.4527093247384,"","MFS_1",""
"Mycgr3G50311","","",37.3270817550409,-0.920284989394674,0.571847499135791,0.00537788532644953,0.0264636668961263,FALSE,"ns","interaction_LRT_any",10.4509200881516,"","",""
"Mycgr3G97988",NA,NA,81.0078544893256,1.83060521918078,0.633755166987268,0.00537951834396227,0.0264636668961263,TRUE,"up","interaction_LRT_any",10.4503128719216,NA,NA,NA
"Mycgr3G89177",NA,NA,697.63337860859,-0.0209061078847864,0.516291607633998,0.00539011425568231,0.0264874931593268,FALSE,"ns","interaction_LRT_any",10.4463773931424,NA,NA,NA
"Mycgr3G95852",NA,NA,53.7856012383158,0.514458412395266,0.94449289935349,0.00538937814965542,0.0264874931593268,FALSE,"ns","interaction_LRT_any",10.4466505436769,NA,NA,NA
"Mycgr3G94024","","Pfam:CPSase_L_chain",77.8505276444144,0.781644701717315,0.431516176575535,0.0054005341744834,0.0265245435801694,FALSE,"ns","interaction_LRT_any",10.4425148182073,"map00020;map00620;map00720;map01100;map01120;map01200;map01230","Biotin_carb_C;Biotin_carb_N;Biotin_lipoyl;CPSase_L_D2;Carboxyl_trans","6.4.1.1"
"Mycgr3G107930","","Belongs to the class I-like SAM-binding methyltransferase superfamily. RsmB NOP family",124.056577076504,1.37882294423369,0.430726314096123,0.00541400883948998,0.026569950700949,TRUE,"up","interaction_LRT_any",10.4375309101634,"","Methyltr_RsmB-F","2.1.1.311"
"Mycgr3G99794","","Major Facilitator Superfamily",222.43974365309,0.687440780140735,0.30138584922203,0.00541554973022926,0.026569950700949,FALSE,"ns","interaction_LRT_any",10.4369617675748,"","MFS_1",""
"Mycgr3G98304","SKO1","Aft1 HRR domain",299.922828068933,0.558852757352892,0.29009165219355,0.00543364890387127,0.0266445541830408,FALSE,"ns","interaction_LRT_any",10.4302887621141,"map04011","Aft1_HRA;Aft1_HRR;Aft1_OSA;bZIP_1",""
"Mycgr3G100515","PMR1","Belongs to the cation transport ATPase (P-type) (TC 3.A.3) family",333.574408848474,0.738811572641115,0.261401665528886,0.00543654528308649,0.0266445691920934,FALSE,"ns","interaction_LRT_any",10.4292229562107,"","Cation_ATPase_C;Cation_ATPase_N;E1-E2_ATPase;Hydrolase;Hydrolase_3","3.6.3.8"
"Mycgr3G69561","SMC3","Structural maintenance of",59.5219064735649,0.827345750163674,0.435512752093802,0.00545938400891399,0.0267422698606856,FALSE,"ns","interaction_LRT_any",10.4208386289401,"map04110;map04111;map04113;map04114","SMC_N;SMC_hinge",""
"Mycgr3G36295","","Belongs to the cytochrome P450 family",269.752472232839,1.59038328963632,0.527216417896101,0.00548620305346253,0.0268593534924702,TRUE,"up","interaction_LRT_any",10.4110377482507,"","p450",""
"Mycgr3G103255","HOM6","Homoserine dehydrogenase",663.680712759276,-0.134514616637659,0.230029609119015,0.00549119167210749,0.026869492087374,FALSE,"ns","interaction_LRT_any",10.4092199694013,"map00260;map00270;map00300;map01100;map01110;map01120;map01130;map01230","Homoserine_dh;NAD_binding_3","1.1.1.3"
"Mycgr3G63449","","Ribosomal protein S2",284.229866472237,0.451252372833505,0.250540248598881,0.00549551032866896,0.0268763433970858,FALSE,"ns","interaction_LRT_any",10.407647647959,"map03010","Ribosomal_S2",""
"Mycgr3G105895","SSA2","Belongs to the heat shock protein 70 family",7000.63326770147,0.879843141786254,0.329601934073243,0.00550310696152965,0.0268992101957147,FALSE,"ns","interaction_LRT_any",10.4048848882891,"map03040;map04010;map04141;map04144;map04213;map04612;map04915;map05134;map05145;map05162;map05164;map05169","HSP70",""
"Mycgr3G101514","","Class II Aldolase and Adducin N-terminal domain",88.5908150327931,0.0256078605416425,0.489957935899373,0.0055325521213368,0.027028791769438,FALSE,"ns","interaction_LRT_any",10.3942121302919,"","Aldolase_II",""
"Mycgr3G77304","","Dynamin family",15.5370877077439,3.31749202700962,1.14544787179677,0.0055542606962276,0.0271204595713468,TRUE,"up","interaction_LRT_any",10.3863799054707,"","Dynamin_N",""
"Mycgr3G69661","","Enoyl-CoA hydratase/isomerase",272.687261956919,-0.831669551349542,0.283838175351076,0.00556922004975678,0.0271790924420828,FALSE,"ns","interaction_LRT_any",10.3810005236426,"","ECH_1",""
"Mycgr3G74759","","Carbon-nitrogen hydrolase",190.744132497296,0.299873714122384,0.309958877535724,0.00559246985915306,0.0272781011297355,FALSE,"ns","interaction_LRT_any",10.3726685082534,"","CN_hydrolase",""
"Mycgr3G75178","","",373.869267900109,-0.218131492251099,0.307566103225743,0.00560292986009543,0.0273146538282789,FALSE,"ns","interaction_LRT_any",10.3689312575082,"","",""
"Mycgr3G38337","","Pro-kumamolisin, activation domain",17.9980926977123,2.86922469817492,0.898008584888043,0.00560772577383995,0.0273235696567683,TRUE,"up","interaction_LRT_any",10.3672200590935,"map04142","Pro-kuma_activ","3.4.14.9"
"Mycgr3G111620","","Acetyltransferase (GNAT) domain",448.868378088276,-0.775708826180816,0.530643681652364,0.00562215199166187,0.027379374770605,FALSE,"ns","interaction_LRT_any",10.3620815434092,"","Acetyltransf_10",""
"Mycgr3G35226","PMC1","This magnesium-dependent enzyme catalyzes the hydrolysis of ATP coupled with the transport of calcium",327.057030060112,0.714691557139835,0.285651655749417,0.00563059821240278,0.0273915366814671,FALSE,"ns","interaction_LRT_any",10.3590791761038,"","Cation_ATPase;Cation_ATPase_C;Cation_ATPase_N;E1-E2_ATPase;Hydrolase;Hydrolase_3","3.6.3.8"
"Mycgr3G76890","RNA14","Suppressor of forked protein (Suf)",145.748562323794,1.09987666654107,0.341542780054083,0.00563033722711478,0.0273915366814671,TRUE,"up","interaction_LRT_any",10.3591718807604,"map03015","Suf",""
"Mycgr3G74961","LSK1","Belongs to the protein kinase superfamily",131.574182991138,0.597165866876947,0.351675386309487,0.0056357789487673,0.0274022641706431,FALSE,"ns","interaction_LRT_any",10.3572398140248,"","Pkinase","2.7.11.22;2.7.11.23"
"Mycgr3G64857","RPC34","DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates. Specific peripheric component of RNA polymerase III which synthesizes small RNAs, such as 5S rRNA and tRNAs",80.1914137385296,1.27907347006025,0.397953438751233,0.00564064251833507,0.0274114390244579,TRUE,"up","interaction_LRT_any",10.3555145965403,"map00230;map00240;map01100;map03020;map04623;map05169","RNA_pol_Rpc34",""
"Mycgr3G75392","ZTA1","N-terminal domain of oxidoreductase",697.734223176904,-0.921349734364703,0.327929966500645,0.00565482828412352,0.0274658827365472,FALSE,"ns","interaction_LRT_any",10.3504910703873,"","ADH_N;ADH_zinc_N","1.6.5.5"
"Mycgr3G39611","","AAR2 protein",35.0040384299134,1.90197292361638,0.646754277479709,0.00567969818567151,0.027572135261913,TRUE,"up","interaction_LRT_any",10.3417143679726,"","AAR2",""
"Mycgr3G109977","","",39.9956070766868,1.34302200964846,0.482410289625127,0.0057150345408842,0.0277290585284524,TRUE,"up","interaction_LRT_any",10.3293098757088,"","Stig1",""
"Mycgr3G66016","","Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily",308.812594851166,-0.791746533409603,0.251898983799741,0.005739107459014,0.0278211346220453,FALSE,"ns","interaction_LRT_any",10.3209031513731,"","Glyoxalase",""
"Mycgr3G79857","","DUF1907",101.023437183217,-0.661336489992906,0.472222100389201,0.00574005383666913,0.0278211346220453,FALSE,"ns","interaction_LRT_any",10.320573378968,"","DUF1907",""
"Mycgr3G82231","","G-beta repeat protein",40.9889854100696,1.64802595358022,0.58384009623969,0.00575351958929736,0.0278717316664068,TRUE,"up","interaction_LRT_any",10.3158870178894,"","",""
"Mycgr3G103406","RPS29","Ribosomal protein S14p/S29e",11046.9987182738,0.941772078060307,0.307964638255693,0.00576255561673478,0.0279008279045797,FALSE,"ns","interaction_LRT_any",10.3127484384237,"map03010","Ribosomal_S14",""
"Mycgr3G108951","","",90.5635851553283,-1.11635370683897,0.514216054969238,0.00577603429329462,0.027922047142756,TRUE,"down","interaction_LRT_any",10.308075880409,"","",""
"Mycgr3G32503","","Glycogen recognition site of AMP-activated protein kinase",578.895096068798,0.2216602884252,0.216997667846384,0.00577060328503024,0.027922047142756,FALSE,"ns","interaction_LRT_any",10.3099572969263,"","AMPK1_CBM",""
"Mycgr3G99725","TPK2","Extension to Ser/Thr-type protein kinases",190.043243578995,-0.334247182710498,0.251439946646023,0.00577351456302793,0.027922047142756,FALSE,"ns","interaction_LRT_any",10.3089485483679,"map01522;map04010;map04014;map04020;map04024;map04062;map04113;map04114;map04138;map04140;map04211;map04213;map04261;map04270;map04310;map04340;map04341;map04371;map04530;map04540;map04611;map04713;map04714;map04720;map04723;map04724;map04725;map04726;map04727;map04728;map04740;map04742;map04750;map04910;map04911;map04912;map04913;map04914;map04915;map04916;map04918;map04919;map04921;map04922;map04923;map04924;map04925;map04926;map04927;map04934;map04961;map04962;map04970;map04971;map04976;map05012;map05020;map05030;map05031;map05032;map05110;map05146;map05165;map05166;map05169;map05200;map05203;map05205;map05414","Pkinase","2.7.11.11"
"Mycgr3G105379","NAP1","Belongs to the nucleosome assembly protein (NAP) family",1812.45627991909,0.611061073316346,0.198480207593914,0.00579362311330504,0.0279923794598248,FALSE,"ns","interaction_LRT_any",10.3019948590122,"","NAP",""
"Mycgr3G58925","TIP41","TIP41-like family",223.50138498092,0.972506013528769,0.311115961603815,0.00582396225632499,0.0281242099729926,FALSE,"ns","interaction_LRT_any",10.2915488976444,"map04138","TIP41",""
"Mycgr3G109629","STR3","Cys/Met metabolism PLP-dependent enzyme",1421.004312115,-0.567188348714325,0.177848644915097,0.00583040055360496,0.0281405443910629,FALSE,"ns","interaction_LRT_any",10.2893391507745,"map00270;map00450;map01100;map01110;map01230","Cys_Met_Meta_PP;GHMP_kinases_C;GHMP_kinases_N","4.4.1.8"
"Mycgr3G33425","PHO8","Alkaline phosphatase homologues",171.702253972776,-0.695400515668516,0.304517546592431,0.0058355683475551,0.0281435940146012,FALSE,"ns","interaction_LRT_any",10.2875672296141,"map00730;map00790;map01100;map02020","Alk_phosphatase","3.1.3.1"
"Mycgr3G98587","","Aldo/keto reductase family",444.560932590672,-0.727100683688992,0.253013487965992,0.0058371445941892,0.0281435940146012,FALSE,"ns","interaction_LRT_any",10.287027082126,"map00040;map00561;map01100","Aldo_ket_red","1.1.1.156;1.1.1.365"
"Mycgr3G40500","","Nucleotide-sugar transporter",181.335126661431,-0.749847435888775,0.25734961574263,0.00587134482499924,0.0282788778731266,FALSE,"ns","interaction_LRT_any",10.2753431400382,"","EamA;Nuc_sug_transp",""
"Mycgr3G99520","","Transmembrane amino acid transporter protein",677.598475123005,-0.293784472619988,0.172626810846536,0.00587026010782901,0.0282788778731266,FALSE,"ns","interaction_LRT_any",10.275712669478,"map04138","Aa_trans",""
"Mycgr3G33386","DCW1","Mannan endo-1,6-alpha-mannosidase",847.660678150612,0.2081789379533,0.70253529155838,0.00589735147087106,0.0283892889154477,FALSE,"ns","interaction_LRT_any",10.2665038641998,"","Glyco_hydro_76","3.2.1.101"
"Mycgr3G35216","","",300.246434243456,-0.264337192850279,0.367054161193485,0.00592510359389323,0.0285037751881105,FALSE,"ns","interaction_LRT_any",10.2571142158248,"","Glyoxalase",""
"Mycgr3G39377","","Methyltransferase domain",93.0252853122409,-0.15240189603399,0.424413627709315,0.00592732430070927,0.0285037751881105,FALSE,"ns","interaction_LRT_any",10.2563647636917,"","Methyltransf_23",""
"Mycgr3G94220",NA,NA,142.038715306988,-0.823909418606857,0.349214958591342,0.0059393786726411,0.0285468362193903,FALSE,"ns","interaction_LRT_any",10.2523015032882,NA,NA,NA
"Mycgr3G74471","inda1","Amino acid permease",380.781455410418,1.36805138814427,0.532666926546801,0.00599311201976369,0.028790072295255,TRUE,"up","interaction_LRT_any",10.2342889318262,"","AA_permease",""
"Mycgr3G96249","","DUF4210",205.936902867878,-0.516139600629354,0.369237995708881,0.00600041327160456,0.0288101177362911,FALSE,"ns","interaction_LRT_any",10.2318538670507,"","Chromosome_seg;DUF4210",""
"Mycgr3G100355","","C2H2-type zinc finger",259.801604894772,0.18131025176198,0.320053277282995,0.006027156896271,0.0289234433860133,FALSE,"ns","interaction_LRT_any",10.2229597451732,"","zf-C2H2",""
"Mycgr3G68253","","Endonuclease/Exonuclease/phosphatase family",39.0780246643103,1.5146393201296,0.508320394893532,0.00603381409178381,0.0289403093600193,TRUE,"up","interaction_LRT_any",10.2207518976639,"","Exo_endo_phos",""
"Mycgr3G107363","","Belongs to the peptidase A1 family",951.888392879289,-0.57774757971666,0.269430556906478,0.00603725955775325,0.0289417612011191,FALSE,"ns","interaction_LRT_any",10.2196101711985,"","Asp",""
"Mycgr3G100095","ADE4","belongs to the purine pyrimidine phosphoribosyltransferase family",404.967532914523,0.747971799674238,0.25373901657466,0.00605435345351878,0.0290086061152208,FALSE,"ns","interaction_LRT_any",10.2139553732366,"map00230;map00250;map01100;map01110;map01130","GATase_6;Pribosyltran","2.4.2.14"
"Mycgr3G108218","","WD40 repeats",48.6364513975869,1.54686151647138,0.484351300798,0.00606288384548286,0.0290343719880664,TRUE,"up","interaction_LRT_any",10.211139420008,"","WD40",""
"Mycgr3G110574","","",109.145537949787,0.633908247065913,0.33835028194271,0.00607510932552215,0.0290777971822939,FALSE,"ns","interaction_LRT_any",10.2071105878935,"","PH;RA",""
"Mycgr3G107601","","Pyridine nucleotide-disulphide oxidoreductase",952.974650829579,-1.88672740405329,0.715223822005671,0.00608605828446089,0.0291150705151171,TRUE,"down","interaction_LRT_any",10.203509301488,"","Pyr_redox_2",""
"Mycgr3G20459","RAD53","Forkhead associated domain",427.471784616553,-0.143683287506712,0.560806421577157,0.00610456325673693,0.0291732864718684,FALSE,"ns","interaction_LRT_any",10.197437425193,"map04110;map04111;map04113;map04115;map04218;map05166","FHA;Pkinase","2.7.11.1"
"Mycgr3G72479","","Phenol hydroxylase, C-terminal dimerisation domain",111.428563244516,-0.304648044857253,0.55804239886586,0.00610140051074605,0.0291732864718684,FALSE,"ns","interaction_LRT_any",10.198473884459,"map00623;map00627;map01120","FAD_binding_3;Phe_hydrox_dim","1.14.13.7"
"Mycgr3G104498","ERG10","Belongs to the thiolase family",1193.12420266452,0.745994938012915,0.26034690691695,0.00613026949624321,0.0292392906169111,FALSE,"ns","interaction_LRT_any",10.1890331330046,"map00071;map00072;map00280;map00310;map00362;map00380;map00620;map00630;map00640;map00650;map00720;map00900;map01100;map01110;map01120;map01130;map01200;map01212;map02020","Thiolase_C;Thiolase_N","2.3.1.9"
"Mycgr3G74552","BMT2","S-adenosyl-L-methionine-dependent methyltransferase that specifically methylates the N(1) position of an adenine present in helix 65 in 25S rRNA",98.5770583564462,1.2326596686561,0.398117630783325,0.00613107505497397,0.0292392906169111,TRUE,"up","interaction_LRT_any",10.1887703367905,"","Bmt2","2.1.1.286"
"Mycgr3G75116","MRPL2","Ribosomal L27 protein",424.229713676204,0.762557355586592,0.257499369401298,0.00612650344420592,0.0292392906169111,FALSE,"ns","interaction_LRT_any",10.1902621847865,"map00020;map01100;map01110;map01120;map01130;map01200;map01210;map01230;map03010","Ribosomal_L27","1.1.1.41"
"Mycgr3G90665","","",194.617171122675,0.809928154326832,0.254833258717055,0.00612649010867027,0.0292392906169111,FALSE,"ns","interaction_LRT_any",10.1902665381833,"","",""
"Mycgr3G101603","","Transmembrane amino acid transporter protein",34.5561495371538,-0.751509664230284,0.943913691460868,0.0061343628106541,0.0292398277035785,FALSE,"ns","interaction_LRT_any",10.1876981351146,"","Aa_trans",""
