kegg_id,kegg_name,n_genes,NES,FDR_q
map00400,"Phenylalanine, tyrosine and tryptophan biosynthesis",21,-1.0390302205156101,0.5359694075978126
map00052,Galactose metabolism,30,-1.0524135299587518,0.5383135571342519
map00480,Glutathione metabolism,37,1.1119329117140018,0.5393688618575203
map00860,Porphyrin metabolism,23,-1.0439550991516404,0.5403011102930787
map00410,beta-Alanine metabolism,29,1.1014950667857908,0.5449826238403163
map00600,Sphingolipid metabolism,25,1.1157490831396686,0.5489942600363411
map03410,Base excision repair,24,-1.0687896548239522,0.5502727394418044
map00900,Terpenoid backbone biosynthesis,22,-1.0536596158059748,0.5512683220667961
map00730,Thiamine metabolism,21,1.1206872764678009,0.5560703068804171
map00630,Glyoxylate and dicarboxylate metabolism,40,1.1258704883243278,0.564069328813334
map00720,Other carbon fixation pathways,14,-1.0543089768744818,0.5664563444497853
map00330,Arginine and proline metabolism,56,1.1311046757858803,0.5731668500998975
map00740,Riboflavin metabolism,19,1.0778865115666725,0.578596266015255
map00040,Pentose and glucuronate interconversions,29,1.0183629479495515,0.6996904586016705
map00640,Propanoate metabolism,26,0.9690884269956075,0.7169612800134341
map00290,"Valine, leucine and isoleucine biosynthesis",22,0.9589460187715328,0.722737156158563
map04139,Mitophagy - yeast,39,0.9751617531829367,0.7228540669888693
map00310,Lysine degradation,34,0.9992710247716754,0.7252194262220567
map00250,"Alanine, aspartate and glutamate metabolism",33,-0.9253545576719706,0.733175490261696
map00965,Betalain biosynthesis,18,0.9790904078460074,0.7337604067999403
map00983,Drug metabolism - other enzymes,34,0.9424360490170822,0.7409666483872576
map00340,Histidine metabolism,22,0.9817675546121054,0.7483666042318019
map00920,Sulfur metabolism,23,0.9294163042707944,0.750252608463569
map00710,Carbon fixation by Calvin cycle,19,0.9093543224707697,0.777235726036763
map00521,Streptomycin biosynthesis,11,0.8458542528918349,0.8755308204433286
map00260,"Glycine, serine and threonine metabolism",54,-0.8526612096095674,0.8763347214490819
map03050,Proteasome,36,-0.836932121011468,0.8882222455945769
map00220,Arginine biosynthesis,19,0.8273684413547193,0.8930853980756768
map00460,Cyanoamino acid metabolism,23,0.8165586998583028,0.8933732445806609
map04122,Sulfur relay system,10,0.8467749660725401,0.8937425293059892
map00590,Arachidonic acid metabolism,12,-0.8230567323511174,0.8959582108230357
map00520,Amino sugar and nucleotide sugar metabolism,53,0.7896948864539477,0.9209894640597471
map03030,DNA replication,32,-0.7942909351080475,0.9274692578688295
map04130,SNARE interactions in vesicular transport,18,-0.7591368711433173,0.9434907738554256
map00780,Biotin metabolism,14,0.7143405667058442,0.9479388744380548
map03430,Mismatch repair,23,-0.7672331671092146,0.9520930474681898
map00061,Fatty acid biosynthesis,14,0.7254496190245656,0.9536347774066504
map03440,Homologous recombination,21,0.6763907153720613,0.9645679859798211
map04120,Ubiquitin mediated proteolysis,58,0.7295498981789019,0.9674378949446073
map00770,Pantothenate and CoA biosynthesis,25,-0.6962094521917699,0.9742013029025277
map03460,Fanconi anemia pathway,23,-0.5635923164273291,0.9844053276219797
map00950,Isoquinoline alkaloid biosynthesis,24,0.7298173743204518,0.9873311231865995
map03420,Nucleotide excision repair,40,-0.703944645269704,0.9877874248640397
map00940,Phenylpropanoid biosynthesis,16,-0.6099460998864089,0.9891198714945452
map00790,Folate biosynthesis,27,-0.6505602982359707,0.9896613755601966
map03450,Non-homologous end-joining,11,0.4531339349132343,0.9980225002908087
map00592,alpha-Linolenic acid metabolism,11,0.5226324978439091,1.0
