gene,enzyme_name,enzyme_id,rxn_id,EC,parameter,ident,identifiable_from_growth,refined,top_descriptor
gdhA,Glutamate dehydrogenase (NADP),P00370,GLUDyNo1,,kcat_i,0.0192714256315854,False,True,rmax
gltB;gltD,Glutamate dehydrogenase (NADP),P09831,GLUDyNo2,,kcat_i,0.0,False,False,rmax
cpdB,"2',3'-cyclic-nucleotide phosphodiesterase (AMP) (periplasm)",P08331,23PDE7ppNo1,,kcat_i,0.0,False,False,rmax
gatA;gatB;ptsH;ptsI,Galactitol transport via PEP:Pyr PTS (periplasm),P08839,GALTptsppNo1,,kcat_i,0.0,False,False,rmax
zntA,"Zinc (Zn+2) ABC transporter, efflux (periplasm)",P37617,ZN2abcppNo1,,kcat_i,0.0,False,False,rmax
ghrA,Glycolate dehydrogenase (NADP),P75913,GLYCLTDyNo1,,kcat_i,0.0,False,False,rmax
ghrB,Glycolate dehydrogenase (NADP),P37666,GLYCLTDyNo2,,kcat_i,0.0,False,False,rmax
ldcC,Lysine decarboxylase,P52095,LYSDCNo1,,kcat_i,0.0,False,False,rmax
cadA,Lysine decarboxylase,P0A9H3,LYSDCNo2,,kcat_i,0.0,False,False,rmax
dadA,D-Amino acid dehydrogenase,P0A6J5,DAADNo1,,kcat_i,0.0027017165326993,False,False,rmax
crr;ptsH;ptsI,D-glucose transport via PEP:Pyr PTS (periplasm),P08839,GLCptsppNo1,,kcat_i,0.0,False,False,rmax
crr;ptsG;ptsH;ptsI,D-glucose transport via PEP:Pyr PTS (periplasm),P08839,GLCptsppNo2,,kcat_i,0.0,False,False,rmax
manX;manY;manZ;ptsH;ptsI,D-glucose transport via PEP:Pyr PTS (periplasm),P08839,GLCptsppNo3,,kcat_i,0.0,False,False,rmax
ugpB,Sn-Glycerol 3-phosphate transport via ABC system (periplasm),P0AG80,GLYC3PabcppNo1,,kcat_i,0.0,False,False,rmax
crr;ptsH;ptsI,N-acetylmuramate transport via PEP:Pyr PTS (periplasm),P08839,ACMUMptsppNo1,,kcat_i,0.0,False,False,rmax
hisC,Histidinol-phosphate transaminase,P06986,HSTPTNo1,,kcat_i,0.0,False,False,rmax
potA;potD,Spermidine transport via ABC system (periplasm),P0AFK4,SPMDabcppNo1,,kcat_i,0.0,False,False,rmax
ydcS,Spermidine transport via ABC system (periplasm),P0AFR9,SPMDabcppNo2,,kcat_i,0.0,False,False,rmax
,Nucleoside triphosphate pyrophosphorylase (datp),P0AFC0,NTPP5No1,,kcat_i,0.0,False,False,rmax
,Nucleoside triphosphate pyrophosphorylase (datp),P0AEY3,NTPP5No2,,kcat_i,0.0,False,False,rmax
dapD,Tetrahydrodipicolinate succinylase,P0A9D8,THDPSNo1,,kcat_i,0.0008713280419748,False,False,rmax
tam,Trans-aconitate methyltransferase,P76145,ACONMTNo1,,kcat_i,0.0,False,False,rmax
ilvA,L-threonine deaminase,P04968,THRD_LNo1,,kcat_i,0.0,False,False,rmax
,L-threonine deaminase,P0AGF6,THRD_LNo2,,kcat_i,0.0,False,False,rmax
surE,5'-nucleotidase (dCMP),P0A840,NTD3No1,,kcat_i,0.0,False,False,rmax
yfbR,5'-nucleotidase (dCMP),P76491,NTD3No2,,kcat_i,0.0,False,False,rmax
,5'-nucleotidase (dCMP),P76514,NTD3No3,,kcat_i,0.0,False,False,rmax
gloB,Hydroxyacylglutathione hydrolase,P0AC84,GLYOXNo1,,kcat_i,0.0,False,False,rmax
pncB,Nicotinic acid mononucleotide pyrophosphorylase,P18133,NAMNPPNo1,,kcat_i,0.0059918186172376,False,False,rmax
selD,Selenophosphate synthase,P16456,SELNPSNo1,,kcat_i,0.0,False,False,rmax
solA,N-methyltryptophan oxidase,P40874,MTRPOXNo1,,kcat_i,0.0,False,False,rmax
mepS,"N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide L,D-carboxypeptidase (periplasmic)",P0AFV4,AGM4PCPppNo1,,kcat_i,0.0,False,False,rmax
gppA,"Guanosine-5'-triphosphate,3'-diphosphate diphosphatase",P25552,GTPDPDPNo1,,kcat_i,0.0,False,False,rmax
,Carnitine-CoA racemase,P31551,CRNCARNo1,,kcat_i,0.0,False,False,rmax
mglA;mglB,D-galactose transport via ABC system (periplasm),P0AAG8,GALabcppNo1,,kcat_i,0.0,False,False,rmax
ytfQ,D-galactose transport via ABC system (periplasm),P37772,GALabcppNo2,,kcat_i,0.0,False,False,rmax
nrdA;nrdB;trxA,Ribonucleoside-diphosphate reductase (GDP),P00452,RNDR2No1,,kcat_i,0.0,False,False,rmax
nrdA;nrdB;trxC,Ribonucleoside-diphosphate reductase (GDP),P00452,RNDR2No2,,kcat_i,0.0,False,False,rmax
anmK,"1,6-anhydrous-N-Acetylmuramate kinase",P77570,ANHMKNo1,,kcat_i,0.0,False,False,rmax
,Dihydrofolate reductase,P0AFS3,DHFRNo1,,kcat_i,0.0,False,False,rmax
folA,Dihydrofolate reductase,P0ABQ4,DHFRNo2,,kcat_i,0.0005402068081713,False,False,rmax
trpC,Phosphoribosylanthranilate isomerase (irreversible),P00909,PRAIiNo1,,kcat_i,0.0,False,False,rmax
,Xanthine dehydrogenase,Q46799,XANDNo1,,kcat_i,0.0,False,False,rmax
fadB,3-hydroxyacyl-CoA dehydrogenase (3-oxooctanoyl-CoA),P21177,HACD3No1,,kcat_i,0.0,False,False,rmax
fadJ,3-hydroxyacyl-CoA dehydrogenase (3-oxooctanoyl-CoA),P77399,HACD3No2,,kcat_i,7.833862364032202e-05,False,False,rmax
tyrB,Tyrosine transaminase,P04693,TYRTANo1,,kcat_i,0.0,False,False,rmax
aspC,Tyrosine transaminase,P00509,TYRTANo2,,kcat_i,0.0,False,False,rmax
ilvE,Tyrosine transaminase,P0AB80,TYRTANo3,,kcat_i,0.0,False,False,rmax
aroK,Shikimate kinase,P0A6D7,SHKKNo1,,kcat_i,1.2467313748928264e-05,False,False,rmax
,Shikimate kinase,P0A6E1,SHKKNo2,,kcat_i,8.048256193772929e-06,False,False,rmax
fhuC,Aerobactin transport via ABC system (periplasm),P06972,ARBTNabcppNo1,,kcat_i,0.0,False,False,rmax
cobT,Nicotinate-nucleotide dimethylbenzimidazole phosphoribosyltransferase,P36562,NNDMBRTNo1,,kcat_i,0.0,False,False,rmax
glyA,L-allo-Threonine Aldolase,P0A825,THRA2No1,,kcat_i,0.0,False,False,rmax
ltaE,L-allo-Threonine Aldolase,P75823,THRA2No2,,kcat_i,0.0,False,False,rmax
ppk,Polyphosphate kinase,P0A7B1,PPKNo1,,kcat_i,0.0,False,False,rmax
,Succinylarginine dihydrolase,P76216,SADHNo1,,kcat_i,0.0,False,False,rmax
gltB;gltD,Glutamate synthase (NADPH),P09831,GLUSyNo1,,kcat_i,0.0,False,False,rmax
hpt,Guanine phosphoribosyltransferase,P0A9M2,GUAPRTNo1,,kcat_i,0.0,False,False,rmax
gpt,Guanine phosphoribosyltransferase,P0A9M5,GUAPRTNo2,,kcat_i,0.0013114128717945,False,False,rmax
patD,Aminobutyraldehyde dehydrogenase,P77674,ABUTDNo1,,kcat_i,0.0,False,False,rmax
epd,Erythrose 4-phosphate dehydrogenase,P0A9B6,E4PDNo1,,kcat_i,0.0,False,False,rmax
gapA,Erythrose 4-phosphate dehydrogenase,P0A9B2,E4PDNo2,,kcat_i,0.0,False,False,rmax
hisF;hisH,Imidazole-glycerol-3-phosphate synthase,P60595,IG3PSNo1,,kcat_i,0.0,False,False,rmax
aceE;aceF;lpdA,Pyruvate dehydrogenase,P0A9P0,PDHNo1,,kcat_i,0.0,False,True,rmax
metF,"5,10-methylenetetrahydrofolate reductase (NADH)",P0AEZ1,MTHFR2No1,,kcat_i,6.070195909358603e-06,False,False,rmax
,Dimethyl sulfoxide reductase (Demethylmenaquinol 8) (periplasm),P46923,DMSOR2ppNo1,,kcat_i,0.0,False,False,rmax
adk,Deoxyadenylate kinase,P69441,DADKNo1,,kcat_i,0.0,False,False,rmax
dut,DUTP diphosphatase,P06968,DUTPDPNo1,,kcat_i,0.0,False,False,rmax
,DUTP diphosphatase,P52006,DUTPDPNo2,,kcat_i,1.0954901240696128e-05,False,False,rmax
hyaB,Hydrogenase (Demethylmenaquinone-8: 2 protons) (periplasm),P0AAM1,HYD3ppNo1,,kcat_i,0.0,False,False,rmax
hybC,Hydrogenase (Demethylmenaquinone-8: 2 protons) (periplasm),P0AAJ8,HYD3ppNo2,,kcat_i,0.0,False,False,rmax
narY;narZ,Nitrate reductase (Ubiquinol-8) (periplasm),P0AF32,NO3R1ppNo1,,kcat_i,0.0,False,False,rmax
narG;narH,Nitrate reductase (Ubiquinol-8) (periplasm),P09152,NO3R1ppNo2,,kcat_i,0.0,False,False,rmax
rsgA,Nucleoside-triphosphatase (CTP),P39286,NTP5No1,,kcat_i,0.0,False,False,rmax
ptsH;ptsI,Cellobiose transport via PEPPyr PTS,P08839,CELBptsNo1,,kcat_i,0.0,False,False,rmax
ptsH;ptsI,Cellobiose transport via PEPPyr PTS,P08839,CELBptsNo2,,kcat_i,0.0,False,False,rmax
mtnN,Methylthioadenosine nucleosidase,P0AF12,MTANNo1,,kcat_i,0.0,False,False,rmax
panE,2-dehydropantoate 2-reductase,P0A9J4,DPRNo1,,kcat_i,0.0,False,False,rmax
ilvC,2-dehydropantoate 2-reductase,P05793,DPRNo2,,kcat_i,0.0,False,False,rmax
aas;acpP,Acyl-[acyl-carrier-protein] synthetase  (n-C18:1),P0A6A8,AACPS5No1,,kcat_i,0.0,False,False,rmax
manX;manY;manZ;ptsH;ptsI,D-mannose transport via PEP:Pyr PTS (periplasm),P08839,MANptsppNo1,,kcat_i,0.0,False,False,rmax
surE,5'-nucleotidase (dGMP),P0A840,NTD8No1,,kcat_i,0.0,False,False,rmax
yfbR,5'-nucleotidase (dGMP),P76491,NTD8No2,,kcat_i,0.0,False,False,rmax
,5'-nucleotidase (dGMP),P64636,NTD8No3,,kcat_i,0.0,False,False,rmax
,5'-nucleotidase (dGMP),P76514,NTD8No4,,kcat_i,0.0,False,False,rmax
,Galactarate dehydratase,P39829,GALCTDNo1,,kcat_i,0.0,False,False,rmax
,Maltodextrin glucosidase (maltohexaose),P21517,MLTG4No1,,kcat_i,0.0,False,False,rmax
arnA,UDP-glucuronate C-4'' decarboxylase,P77398,UDPGDCNo1,,kcat_i,0.0,False,False,rmax
,Purine-nucleoside phosphorylase (Deoxyguanosine),P45563,PUNP4No1,,kcat_i,0.0,False,False,rmax
deoD,Purine-nucleoside phosphorylase (Deoxyguanosine),P0ABP8,PUNP4No2,,kcat_i,0.0,False,False,rmax
bioA,Adenosylmethionine-8-amino-7-oxononanoate transaminase,P12995,AMAOTrNo1,,kcat_i,0.0,False,False,rmax
ybiV,Glucose-6-phosphate phosphatase,P75792,G6PPNo1,,kcat_i,0.0,False,False,rmax
yigL,Glucose-6-phosphate phosphatase,P27848,G6PPNo2,,kcat_i,0.0,False,False,rmax
hxpA,Glucose-6-phosphate phosphatase,P77625,G6PPNo3,,kcat_i,0.0,False,False,rmax
,Methylmalonyl-CoA decarboxylase,P52045,MMCDNo1,,kcat_i,0.0,False,False,rmax
glnA,Glutamine synthetase,P0A9C5,GLNSNo1,,kcat_i,0.2132543597795188,True,True,rmax
gshB,Glutathione synthetase,P04425,GTHSNo1,,kcat_i,0.0,False,False,rmax
,Acetyl-CoA C-acetyltransferase,P76461,ACACT1rNo1,,kcat_i,0.0001216561962455,False,False,rmax
fadI,Acetyl-CoA C-acetyltransferase,P76503,ACACT1rNo2,,kcat_i,0.0,False,False,rmax
fadA,Acetyl-CoA C-acetyltransferase,P21151,ACACT1rNo3,,kcat_i,0.0,False,False,rmax
crr;ptsH;ptsI,Maltose transport via PEP:Pyr PTS (periplasm),P08839,MALTptsppNo1,,kcat_i,0.0,False,False,rmax
arnB,UDP-4''-ketopentose:UDP-4-amino-4-deoxy-L-arabinose aminotransferase,P77690,UDPKAATNo1,,kcat_i,0.0,False,False,rmax
arnA,UDP-L-Ara4N formyltransferase,P77398,ULA4NFTNo1,,kcat_i,0.0,False,False,rmax
ushA,5'-nucleotidase (IMP),P07024,NTD11ppNo1,,kcat_i,0.0,False,False,rmax
aphA,5'-nucleotidase (IMP),P0AE22,NTD11ppNo2,,kcat_i,0.0,False,False,rmax
ghrB,"2,5-diketo-D-gluconate reductase (NADH)",P37666,DKGLCNR2xNo1,,kcat_i,0.0,False,False,rmax
argA,N-acetylglutamate synthase,P0A6C5,ACGSNo1,,kcat_i,0.0,False,False,rmax
,"3',5'-cyclic-nucleotide phosphodiesterase",P76129,PDE1No1,,kcat_i,0.0,False,False,rmax
cpdA,"3',5'-cyclic-nucleotide phosphodiesterase",P0AEW4,PDE1No2,,kcat_i,0.0,False,False,rmax
arnC,Undecaprenyl phosphate-L-Ara4FN transferase,P77757,UPLA4FNTNo1,,kcat_i,0.0,False,False,rmax
,Undecaprenyl phosphate-L-Ara4FN formylase,P76472,UPLA4FNFNo1,,kcat_i,0.0,False,False,rmax
rfaC,Heptosyltransferase I (LPS core synthesis),P24173,HEPT1No1,,kcat_i,0.0,False,False,rmax
,2-methylcitrate dehydratase,P77243,MCITDNo1,,kcat_i,0.0,False,False,rmax
maa,D-glucose O-acetyltransferase,P77791,GLCATrNo1,,kcat_i,0.0,False,False,rmax
dkgA,Aldose reductase (methylglyoxal),Q46857,ALR2No1,,kcat_i,0.0,False,False,rmax
dkgB,Aldose reductase (methylglyoxal),P30863,ALR2No2,,kcat_i,0.0,False,False,rmax
yeaE,Aldose reductase (methylglyoxal),P76234,ALR2No3,,kcat_i,0.0,False,False,rmax
gpr,Aldose reductase (methylglyoxal),Q46851,ALR2No4,,kcat_i,0.0,False,False,rmax
malQ,Amylomaltase (maltotetraose),P15977,AMALT2No1,,kcat_i,0.0,False,False,rmax
malP,Maltodextrin phosphorylase (maltopentaose),P00490,MLTP1No1,,kcat_i,0.0,False,False,rmax
rfaF,Heptosyltransferase II (LPS core synthesis),P37692,HEPT2No1,,kcat_i,0.0,False,False,rmax
ddlA,D-alanine-D-alanine ligase,P0A6J8,ALAALArNo1,,kcat_i,0.0,False,False,rmax
ddlB,D-alanine-D-alanine ligase,P07862,ALAALArNo2,,kcat_i,0.0013916543913519,False,False,rmax
,Hypoxanthine dehydrogenase,Q46799,HXANDNo1,,kcat_i,0.0,False,False,rmax
zntA,Cadmium (Cd+2) ABC transporter (periplasm),P37617,CD2abcppNo1,,kcat_i,0.0,False,False,rmax
,3-deoxy-D-manno-octulosonic acid transferase III (LPS core biosynthesis),P27241,MOAT3CNo1,,kcat_i,0.0,False,False,rmax
adk,Adenosine kinase,P69441,ADNK1No1,,kcat_i,0.0175742626226917,False,True,rmax
rfaS,Rhamnosyltransferase I (LPS core biosynthesis),P27126,RHAT1No1,,kcat_i,0.0,False,False,rmax
mglA;mglB,D-glucose transport via ABC system (periplasm),P0AAG8,GLCabcppNo1,,kcat_i,0.0,False,False,rmax
,Galactosyltransferase I (LPS core synthesis),P27127,GALT1No1,,kcat_i,0.0,False,False,rmax
rfaI,Glucosyltransferase II (LPS core synthesis),P27128,GLCTR2No1,,kcat_i,0.0,False,False,rmax
aphA,Glycerol 2-phosphate phosphatase (periplasmic),P0AE22,G2PPppNo1,,kcat_i,0.0,False,False,rmax
phoA,Glycerol 2-phosphate phosphatase (periplasmic),P00634,G2PPppNo2,,kcat_i,0.0,False,False,rmax
ushA,UDPglucose pyrophosphohydrolase,P07024,UDPGPppNo1,,kcat_i,0.0,False,False,rmax
rfaP,LPS heptose kinase I (LPS core synthesis),P25741,HEPK1No1,,kcat_i,0.0,False,False,rmax
rfaQ,Heptosyltransferase III (LPS core synthesis),P25742,HEPT3No1,,kcat_i,0.0,False,False,rmax
,LPS heptose kinase II (LPS core synthesis),P27240,HEPK2No1,,kcat_i,0.0,False,False,rmax
aldB,"Aldehyde dehydrogenase (propanal, NADP)",P37685,ALDD3yNo1,,kcat_i,0.0,False,False,rmax
ahr,"Aldehyde dehydrogenase (propanal, NADP)",P27250,ALDD3yNo2,,kcat_i,0.0,False,False,rmax
yqhD,"Aldehyde dehydrogenase (propanal, NADP)",Q46856,ALDD3yNo3,,kcat_i,0.0,False,False,rmax
ybiV,Ribose 5-phosphate phosphatase,P75792,R5PPNo1,,kcat_i,0.0,False,False,rmax
yqaB,Ribose 5-phosphate phosphatase,P77475,R5PPNo2,,kcat_i,0.0,False,False,rmax
nagD,Ribose 5-phosphate phosphatase,P0AF24,R5PPNo3,,kcat_i,0.0,False,False,rmax
hxpA,Ribose 5-phosphate phosphatase,P77625,R5PPNo4,,kcat_i,0.0,False,False,rmax
yidA,Ribose 5-phosphate phosphatase,P0A8Y5,R5PPNo5,,kcat_i,0.0,False,False,rmax
csdA,L-cysteine sulfinic acid desulfurase,Q46925,CYSSADSNo1,,kcat_i,0.0,False,False,rmax
,L-cysteine sulfinic acid desulfurase,P77444,CYSSADSNo2,,kcat_i,0.0,False,False,rmax
hemN,Oxygen Independent coproporphyrinogen-III oxidase,P32131,CPPPGO2No1,,kcat_i,3.702965219681808e-07,False,False,rmax
nagZ,"N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide beta -1,4-N-acetylglucosaminidase",P75949,AGM3PHNo1,,kcat_i,0.0,False,False,rmax
amiB,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide amidase (periplasm),P26365,AGM3PAppNo1,,kcat_i,0.0,False,False,rmax
amiA,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide amidase (periplasm),P36548,AGM3PAppNo2,,kcat_i,0.0,False,False,rmax
amiC,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide amidase (periplasm),P63883,AGM3PAppNo3,,kcat_i,0.0,False,False,rmax
,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide amidase (periplasm),P75820,AGM3PAppNo4,,kcat_i,0.0,False,False,rmax
hemG,Protoporphyrinogen oxidase (aerobic),P0ACB4,PPPGONo1,,kcat_i,0.0004503838075905,False,False,rmax
dld,D-lactate dehydrogenase,P06149,LDH_D2No1,,kcat_i,0.0,False,False,rmax
cysG,Sirohydrochlorin ferrochelatase,P0AEA8,SHCHFNo1,,kcat_i,0.0001185019326661,False,False,rmax
sucC;sucD,Succinyl-CoA synthetase (ADP-forming),P0A836,SUCOASNo1,,kcat_i,0.0,False,False,rmax
,O-succinylbenzoate-CoA ligase,P37353,SUCBZLNo1,,kcat_i,0.0,False,False,rmax
dcyD,D-cysteine desulfhydrase,P76316,CYSDDSNo1,,kcat_i,0.0,False,False,rmax
,Nucleoside-triphosphatase (ATP),P77319,NTP1No1,,kcat_i,0.0,False,False,rmax
rsgA,Nucleoside-triphosphatase (ATP),P39286,NTP1No2,,kcat_i,0.0,False,False,rmax
rsgA,Nucleoside-triphosphatase (ITP),P39286,NTP10No1,,kcat_i,0.0,False,False,rmax
yjjX,Nucleoside-triphosphatase (ITP),P39411,NTP10No2,,kcat_i,0.0,False,False,rmax
purM,Phosphoribosylaminoimidazole synthase,P08178,PRAISNo1,,kcat_i,0.0,False,False,rmax
,GDP-4-dehydro-6-deoxy-D-mannose epimerase,P32055,GDMANENo1,,kcat_i,0.0,False,False,rmax
ugpQ,Glycerophosphodiester phosphodiesterase (Glycerophosphoglycerol),P10908,GPDDA4No1,,kcat_i,0.0,False,False,rmax
,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C12:0)",P07000,LPLIPAL2ATG120No1,,kcat_i,0.0,False,False,rmax
pldA,"Phospholipase A1 (phosphatidylethanolamine, n-C14:0) (periplasm)",P0A921,PLIPA1E140ppNo1,,kcat_i,0.0,False,False,rmax
,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C14:0)",P07000,LPLIPAL2E140No1,,kcat_i,0.0,False,False,rmax
pldA,"Phospholipase A1 (phosphatidylethanolamine, n-C16:0) (periplasm)",P0A921,PLIPA1E160ppNo1,,kcat_i,0.0,False,False,rmax
galK,Galactokinase,P0A6T3,GALKrNo1,,kcat_i,0.0,False,False,rmax
pldA,"Phospholipase A1 (phosphatidylethanolamine, n-C16:1) (periplasm)",P0A921,PLIPA1E161ppNo1,,kcat_i,0.0,False,False,rmax
aas;acpP,Acyl-[acyl-carrier-protein] synthetase  (n-C10:0),P0A6A8,AACPS8No1,,kcat_i,0.0,False,False,rmax
aas;acpP,Acyl-[acyl-carrier-protein] synthetase  (n-C8:0),P0A6A8,AACPS9No1,,kcat_i,0.0,False,False,rmax
,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C18:0)",P07000,LPLIPAL2E180No1,,kcat_i,0.0,False,False,rmax
,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C16:1)",P07000,LPLIPAL2G161No1,,kcat_i,0.0,False,False,rmax
,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C18:1)",P07000,LPLIPAL2G181No1,,kcat_i,0.0,False,False,rmax
,Acetyl-CoA:hexanoate-CoA transferase,P76458,HXCTNo1,,kcat_i,0.0,False,False,rmax
aas;acpP,Acyl-[acyl-carrier-protein] synthetase  (n-C18:0),P0A6A8,AACPS6No1,,kcat_i,0.0,False,False,rmax
aas,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C16:0),P31119,2AGPEAT160No1,,kcat_i,0.0,False,False,rmax
aas;acpP,Acyl-[acyl-carrier-protein] synthetase  (n-C12:0),P0A6A8,AACPS7No1,,kcat_i,0.0387435986308557,False,True,rmax
panC,Pantothenate synthase,P31663,PANTSNo1,,kcat_i,0.0,False,False,rmax
ugpB,Sn-glycerol-3-phosphoglycerol transport via ABC system (periplasm),P0AG80,G3PGabcppNo1,,kcat_i,0.0,False,False,rmax
ugpB,Sn-glycerol-3-phosphoethanolamine transport via ABC system (periplasm),P0AG80,G3PIabcppNo1,,kcat_i,0.0,False,False,rmax
,Dihydrouracil dehydrogenase (NAD),P25889,DURADxNo1,,kcat_i,0.0,False,False,rmax
fadJ,3-hydroxyacyl-CoA dehydratase (3-hydroxyhexadecanoyl-CoA),P77399,ECOAH7No1,,kcat_i,6.12074978502118e-05,False,False,rmax
fadB,3-hydroxyacyl-CoA dehydratase (3-hydroxyhexadecanoyl-CoA),P21177,ECOAH7No2,,kcat_i,0.0,False,False,rmax
agp,Glucose-1-phosphatase,P19926,G1PPppNo1,,kcat_i,0.0,False,False,rmax
phoA,Glucose-1-phosphatase,P00634,G1PPppNo2,,kcat_i,0.0,False,False,rmax
,Galactonate dehydratase,Q6BF17,GALCTNDNo1,,kcat_i,0.0,False,False,rmax
aldA,Glycolaldehyde dehydrogenase,P25553,GCALDDNo1,,kcat_i,1.305567265500158e-06,False,False,rmax
hisB,Histidinol-phosphatase,P06987,HISTPNo1,,kcat_i,0.0,False,False,rmax
ugpB,Sn-glycerol-3-phosphoserine transport via ABC system (periplasm),P0AG80,G3PSabcppNo1,,kcat_i,0.0,False,False,rmax
ygiN,Quinol monooxygenase (Ubiquinol-8),P0ADU2,QMO2No1,,kcat_i,0.0019150644485437,False,False,rmax
ygiN,Quinol monooxygenase (menaquinol 8),P0ADU2,QMO3No1,,kcat_i,0.0018811544615084,False,False,rmax
,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C14:1)",P07000,LPLIPAL2E141No1,,kcat_i,0.0,False,False,rmax
,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C16:1)",P07000,LPLIPAL2E161No1,,kcat_i,0.0,False,False,rmax
ldhA,D-lactate dehydrogenase,P52643,LDH_DNo1,,kcat_i,0.0,False,False,rmax
malQ,Amylomaltase (maltohexaose),P15977,AMALT4No1,,kcat_i,0.0,False,False,rmax
surE,5'-nucleotidase (IMP),P0A840,NTD11No1,,kcat_i,0.0,False,False,rmax
,5'-nucleotidase (IMP),P64636,NTD11No2,,kcat_i,0.0,False,False,rmax
,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C18:1)",P07000,LPLIPAL2E181No1,,kcat_i,0.0,False,False,rmax
,YUMP synthetase,P33025,YUMPSNo1,,kcat_i,0.0,False,False,rmax
,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C18:0)",P07000,LPLIPAL2G180No1,,kcat_i,0.0,False,False,rmax
,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C14:1)",P07000,LPLIPAL2G141No1,,kcat_i,0.0,False,False,rmax
idi,Isopentenyl-diphosphate D-isomerase,Q46822,IPDDINo1,,kcat_i,0.0,False,False,rmax
speC,Ornithine Decarboxylase,P21169,ORNDCNo1,,kcat_i,0.0,False,False,rmax
,Ornithine Decarboxylase,P24169,ORNDCNo2,,kcat_i,0.0,False,False,rmax
cysG,Uroporphyrinogen methyltransferase,P0AEA8,UPP3MTNo1,,kcat_i,0.0001185019326661,False,False,rmax
fabH,Beta-ketoacyl-ACP synthase (2),P0A6R0,KAS15No1,,kcat_i,0.0,False,False,rmax
fadD,Fatty-acid-CoA ligase (octadecenoate transport via vectoral Co-A coupling),P69451,FACOAL181t2ppNo1,,kcat_i,0.0,False,False,rmax
,Fatty-acid-CoA ligase (octadecenoate transport via vectoral Co-A coupling),P38135,FACOAL181t2ppNo2,,kcat_i,0.0,False,False,rmax
fabA,Trans-2-decenoyl-ACP isomerase,P0A6Q3,T2DECAINo1,,kcat_i,0.0,False,False,rmax
aas,2-acyl-glycerophospho-glycerol acyltransferase (n-C18:0),P31119,2AGPGAT180No1,,kcat_i,0.0,False,False,rmax
aas,2-acyl-glycerophospho-glycerol acyltransferase (n-C18:1),P31119,2AGPGAT181No1,,kcat_i,0.0,False,False,rmax
fabB,3-oxoacyl-[acyl-carrier-protein] synthase (n-C16:1),P0A953,3OAS161No1,,kcat_i,0.0,False,False,rmax
aroB,3-dehydroquinate synthase,P07639,DHQSNo1,,kcat_i,2.688264018082951e-08,False,False,rmax
fabI,Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C14:1),P0AEK4,EAR141yNo1,,kcat_i,0.0,False,False,rmax
fabI,Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C16:1),P0AEK4,EAR161xNo1,,kcat_i,0.0,False,False,rmax
aas,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C14:0),P31119,2AGPEAT140No1,,kcat_i,0.0,False,False,rmax
aas,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C12:0),P31119,2AGPEAT120No1,,kcat_i,0.0,False,False,rmax
,CDP-diacylglycerol synthetase (n-C16:0),P0ABG1,DASYN160No1,,kcat_i,0.0053803453515759,False,False,rmax
,CDP-diacylglycerol synthetase (n-C16:1),P0ABG1,DASYN161No1,,kcat_i,0.0058774561462941,False,True,rmax
,CDP-diacylglycerol synthetase (n-C18:1),P0ABG1,DASYN181No1,,kcat_i,0.0,False,False,rmax
cdh,CDP-Diacylglycerol pyrophostatase (n-C16:1),P06282,CDAPPA161No1,,kcat_i,0.0,False,False,rmax
aas,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C16:1),P31119,2AGPEAT161No1,,kcat_i,0.0,False,False,rmax
aas,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C14:1),P31119,2AGPEAT141No1,,kcat_i,0.0,False,False,rmax
aas,2-acyl-glycerophospho-glycerol acyltransferase (n-C16:0),P31119,2AGPGAT160No1,,kcat_i,0.0,False,False,rmax
,Phosphatidylglycerol synthase (n-C18:0),P0ABF8,PGSA180No1,,kcat_i,0.0,False,False,rmax
serA,Phosphoglycerate dehydrogenase,P0A9T0,PGCDNo1,,kcat_i,0.0,False,False,rmax
pssA,Phosphatidylserine syntase (n-C14:0),P23830,PSSA140No1,,kcat_i,0.0,False,False,rmax
