rxn_id,enzyme_id,group,u_sub_29C,u_opt_39C,u_supra_43.95C
PYDXKNo1,P40191,default,1.0032840364572868e-05,6.249862178814275e-06,4.098228338570568e-06
HPPK2No1,P26281,default,3.5399467675236172e-06,4.4596438689494925e-06,4.327260353165052e-06
PTPATiNo1,P0A6I6,default,3.8087349095799973e-06,4.731247304646469e-06,4.296036202321772e-06
HEX7No1,P23917,default,0.0,0.0,1.529657808499547e-06
DXPRIiNo1,P45568,default,6.116008494338993e-06,5.026464518676788e-06,3.7562383260607547e-06
GTPCII2No1,P0A7I7,default,0.00019167781617196008,0.00012929573403773506,8.80244165362054e-05
OPHBDCNo1,P0AAB4,default,9.344057052841179e-08,5.212184379729071e-08,3.2442145867443493e-08
SDPDSNo1,P0AED7,default,2.5238529997967156e-05,1.9032369960768374e-05,1.365665674618061e-05
ADCSNo1,P00903,default,4.397083729333732e-05,3.8973819671485126e-05,4.101874940762348e-05
ADCLNo1,P28305,default,1.1549218029271042e-07,1.0142682309935963e-07,8.327931439269946e-08
UMPKNo2,P0A7E9,default,6.47981291745807e-05,4.443320869527362e-05,3.0489423692390467e-05
UAPGRNo1,P08373,default,0.0001392862248716629,0.0001008965907113813,7.219214236084939e-05
CTPS2No1,P0A7E5,default,0.0016849046594530166,0.001301091843417287,0.00658888357284555
PAPPT3No1,P0A6W3,default,0.0006660422463440109,0.00042670916934647954,0.00028423353046666365
UAGPT3No1,P17443,default,0.00020830026103166218,0.00014649405405191385,0.00010455256807855141
F6PANo1,P78055,default,0.0,0.0,0.00027982461694007967
ADPTNo1,P69503,default,0.0011721985061704677,0.0,0.0005920001115575086
NDPK2No2,P0A763,default,0.0,0.0,6.43815824731902e-05
NDPK3No1,P0A763,default,0.0,0.0,2.7401188320235824e-05
NDPK4No2,P0A763,default,0.0,0.0,3.961147017382531e-06
HBZOPTNo1,P0AGK1,default,0.013572858698636192,0.007937311592632513,0.005142102830261759
PNTKNo1,P0A6I3,default,5.817864274767594e-05,4.177902377704123e-05,3.3057945820264454e-05
OCTDPSNo1,P0AD57,default,1.1330249914486112e-05,7.75864142742922e-06,5.32991392400096e-06
DPCOAKNo1,P0A6I9,default,0.0010134206463483484,0.0006609416694278106,0.0005275151685750854
ASNS2No1,P00963,default,0.006682019489931725,0.006258051738422602,0.03871307809100204
KDOPSNo1,P0A715,default,2.660201499887457e-05,2.3157914792838345e-05,0.0032576280624075672
KDOPPNo1,P0ABZ4,default,7.796196274721202e-05,6.239455251339736e-05,4.6045194683091124e-05
DMPPSNo1,P62623,default,3.27955792154146e-05,2.2660950091968034e-05,1.5895125077354384e-05
MCOATANo1,P0A6A8,default,9.442973790739777e-06,3.673389210486808e-06,4.99840919248025e-06
IPDPSNo1,P62623,default,0.0002490340565602166,0.0001720764951228219,0.0001207000325118528
DAPENo1,P0A6K1,default,1.5040830718348094e-05,1.2141247347601144e-05,9.955537827004707e-06
DHDPRyNo1,P04036,default,0.00015587322371653068,9.164499384830426e-05,5.855162760134188e-05
DTMPKNo1,P0A720,default,4.833382378445643e-05,3.2687994670399025e-05,2.3051601926571456e-05
NDPK1No2,P0A763,default,0.0,0.0,0.00015927441228691467
DDPANo1,P00888,default,0.0,0.0,3.9371769742287846e-07
DDPANo2,P0AB91,default,4.0040684917649184e-07,0.0,0.0
DDPANo3,P00887,default,0.0,5.19595678709605e-07,0.0
RHCCENo1,P45578,default,9.162163389783557e-05,8.068680938842533e-05,0.00032160787855451366
AACPS3No1,P0A6A8,default,0.013798377563223649,0.005367674673912032,0.00730383656480816
U23GAATNo1,P21645,default,0.00017543037735751375,0.00012095880218371929,9.976789474580477e-05
UAAGDSNo1,P22188,default,0.0027846148947329083,0.00214229918977101,0.0015673900690589828
AACPS4No1,P0A6A8,default,0.01626337747265966,0.00632657853956216,0.00860862449283043
UAMASNo1,P17952,default,0.003579578473139835,0.002794660523352906,0.002816973794624082
UAMAGSNo1,P14900,default,0.00155552369688203,0.001421640670895026,0.017412453981452015
DHPPDA2No1,P25539,default,4.21889480194913e-08,3.1208624870927916e-08,2.5807900252812593e-08
AKGDHNo1,P0A9P0,default,0.0301657910733476,0.0005415776281343462,0.012134614728949876
UGMDDSNo1,P11880,default,5.932254738911528e-05,5.133161171378655e-05,4.278350850465875e-05
UHGADANo1,P0A725,default,0.0009732163107673086,0.0007533821002322492,0.0005808655187970404
UAGAATNo1,P0A6A8,default,0.0007104654787384698,0.0002763765188653333,0.0003760676730193532
DHDPSNo1,P0A6L2,default,2.1078555200279336e-05,1.404813221330481e-05,9.510318694264086e-06
G1PACTNo1,P0ACC7,default,7.561167342798902e-06,1.530864078086977e-05,0.0018213830857677132
GF6PTANo1,P17169,default,0.000674595903317306,0.0007094125893375254,0.05558818369621432
NADS1No1,P18843,default,3.5870929599794515e-05,4.741758871760668e-05,0.03334997364310671
ASPKNo3,P08660,default,5.443359668640168e-05,4.4023968904447845e-05,3.336790972749676e-05
METATNo1,P0A817,default,0.00011851044303078888,6.866141990182537e-05,4.3508263361870985e-05
TMPKNo1,P0AGG0,default,0.0003571020706799905,0.00024499749979861363,0.0001681306839809402
PPBNGSNo1,P0ACB2,default,7.886625004046641e-05,5.186993868543554e-05,3.4894260926537357e-05
PPNCL2No1,P0ABQ0,default,2.1076838004574593e-05,2.0546145528634925e-05,0.004684959634437131
NNATrNo1,P0A752,default,0.000843508836405169,0.00012184478227263914,4.1625428521065646e-05
GAPDNo1,P0A9B2,default,0.0019159281893314228,0.049018420940577144,4.896736633905209e-05
HEX1No1,P0A6V8,default,1.598524630425893e-05,0.0,0.0
PPM2No1,P0A6K6,default,0.0007514951027927867,0.021424756451394446,0.0
MOAT2No1,P0AC75,default,0.0001546308991016819,0.00011845931469370153,8.576809031683593e-05
SPODMNo1,P00448,default,0.00010826564413550552,2.053529742463741e-05,0.0
SPODMNo2,P0AGD3,default,0.0,0.0,5.241463670490333e-05
AHCYSNSNo1,P0AF12,default,9.726947904013391e-06,7.774255375367754e-06,5.832365606463413e-06
TMKNo1,P75948,default,3.6247605899461583e-07,2.3684295748764952e-07,1.6217515091765683e-07
CATNo1,P21179,default,0.000992929951922725,0.00013862222475982919,0.000582010691850972
CHRPLNo1,P26602,default,0.0,5.181091601561457e-06,3.6211848856052985e-06
CHRPLNo2,P28305,default,8.11621713000404e-06,0.0,0.0
ACACT7rNo2,P21151,default,0.01837953050697005,0.014991437906719654,0.01123582291326401
ADK3No1,P69441,default,0.0,0.0020158277146876125,0.007377592851016304
ACACT2rNo2,P21151,default,0.02352370499762818,0.01918733248785637,0.014380573188035489
ACACT3rNo2,P21151,default,0.02352370499762818,0.01918733248785637,0.014380573188035489
ACACT4rNo2,P21151,default,0.02352370499762818,0.01918733248785637,0.014380573188035489
THMabcppNo1,P31548,default,7.633800113772844e-08,4.3677693426818116e-08,2.8387902624358293e-08
GTPCINo1,P0A6T5,default,0.011444541001413086,0.008922704928412161,0.006731187074991607
DRPANo1,P0A6L0,default,0.00012191794052975232,0.004238755557985085,0.0
UDCPDPNo1,P75806,default,0.00017843268414576683,0.0001326706984632218,9.87012092875619e-05
CYTK1No1,P0A6I0,default,9.050005170456494e-05,7.608216973827566e-05,6.240505565898116e-05
GK1No1,P60546,default,0.00013593151273973367,0.00014188745452796897,0.007216787328003971
HACD1No1,P21177,default,1.3013837039312193e-06,1.160071228363662e-06,3.15034542424987e-06
HACD2No2,P77399,default,7.852257535220519e-06,6.404723831801096e-06,4.7699041602986025e-06
ECOAH5No1,P77399,default,7.852257535220519e-06,6.404723831801096e-06,4.7699041602986025e-06
DHFSNo1,P08192,default,6.094980464735225e-06,5.8946998815300685e-06,1.0116518219569923e-05
CYSabcppNo1,P0AEM9,default,1.84741070888851e-05,1.7232276861715327e-05,1.3885889068048713e-05
METSNo1,P13009,default,1.5437414779847426e-05,4.186614837272881e-05,0.0
METSNo2,P25665,default,0.0,0.0,0.0016218984649806305
ASPO6No1,P10902,default,0.0,0.0,3.364553528732966e-05
ACACT5rNo1,P21151,default,0.02352370499762818,0.01918733248785637,0.014380573188035489
DHPS2No1,P0AC13,default,0.0005480333781143181,0.0003729921364064197,0.0002588759830611945
QULNSNo1,P11458,default,0.0,0.0,0.000149023375580756
ALKPNo1,P77475,default,0.0,1.0664213910738768e-06,0.0
ACACT6rNo2,P21151,default,0.01837953050697005,0.014991437906719654,0.01123582291326401
R15BPKNo1,P16690,default,0.020827683501125148,0.0030122550276448566,0.004134323408380838
FACOAE160No1,P0AGG2,default,6.379216604256331e-05,7.744253395363767e-05,7.863249831229307e-05
METabcppNo1,P28635,default,0.0001341093793218861,5.2774401433765854e-05,2.7864256860959182e-05
MOBDabcppNo1,P09833,default,2.0648943163736035e-09,0.0,0.0
MOBDabcppNo3,P0AEB0,default,0.0,1.7494177290406028e-09,1.133283436291795e-09
DNTPPANo1,P0AFC0,default,3.0870846079535908e-06,2.0486076743293678e-06,1.4756570811350198e-06
HMBSNo1,P06983,default,0.0008448288794875322,0.000513416676942281,0.00033274667295858147
MEPCTNo1,Q46893,default,3.2072674213331284e-06,2.228645830109001e-06,1.5390119836341197e-06
GLUDyNo1,P00370,default,0.0012882216169834207,0.0016280486219488932,0.00015698712788620947
DAADNo1,P0A6J5,default,0.0,0.0,0.00027080605984758767
THDPSNo1,P0A9D8,default,8.733740606241786e-05,4.5944065812996037e-05,2.7817172347492704e-05
NAMNPPNo1,P18133,default,0.0006005888372879468,0.0005316561589446141,0.0
DHFRNo2,P0ABQ4,default,5.414753008064589e-05,3.9366209573645874e-05,3.4148994972054575e-05
HACD3No2,P77399,default,7.852257535220519e-06,6.404723831801096e-06,4.7699041602986025e-06
SHKKNo1,P0A6D7,default,1.249658901060799e-06,9.834397772035835e-07,0.0
SHKKNo2,P0A6E1,default,0.0,0.0,8.067154796221144e-07
GUAPRTNo2,P0A9M5,default,0.00013144922805400866,7.897333843174302e-05,5.09072484827162e-05
PDHNo1,P0A9P0,default,0.0,0.0,0.005002366870999608
MTHFR2No1,P0AEZ1,default,6.08444970751211e-07,4.962160958798681e-07,3.756797857514237e-07
DUTPDPNo2,P52006,default,1.0980625114094635e-06,6.424413742305887e-07,4.3807264585635806e-07
GLNSNo1,P0A9C5,default,0.027086773348511763,0.01801583057743168,0.012183866322290815
ACACT1rNo1,P76461,default,1.2194186459819077e-05,9.135039110353802e-06,6.574192298204914e-06
ALAALArNo2,P07862,default,0.0001394922220115653,0.00010925271471891112,7.993855977656715e-05
ADNK1No1,P69441,default,0.0,0.0014846723301126148,0.0
CPPPGO2No1,P32131,default,3.711660378717685e-08,2.5677283944463173e-08,1.776452668314283e-08
PPPGONo1,P0ACB4,default,4.514413813461469e-05,3.190278692002874e-05,2.3332533992317954e-05
SHCHFNo1,P0AEA8,default,5.222271658673007e-07,5.534662191317095e-07,1.1878019429961446e-05
AACPS7No1,P0A6A8,default,0.008413866357541584,0.003273058528085766,0.004453676127649343
ECOAH7No1,P77399,default,6.135122291821053e-06,5.004135915969669e-06,3.7268193525794882e-06
GCALDDNo1,P25553,default,1.3086329478201595e-07,9.034233340803371e-08,6.218017822380915e-08
QMO2No1,P0ADU2,default,0.00019195613284645724,3.0616182289049726e-06,6.25619332715438e-05
QMO3No1,P0ADU2,default,0.00018855717153154497,4.860912827071774e-05,6.31591735836516e-05
UPP3MTNo1,P0AEA8,default,5.222271658673007e-07,5.534662191317095e-07,1.1878019429961446e-05
DHQSNo1,P07639,default,2.6945764951873583e-09,2.5166038121276243e-09,2.162464472267057e-09
DASYN160No1,P0ABG1,default,0.0005392979269456435,0.00042126949277992515,0.00031312989287112224
DASYN161No1,P0ABG1,default,0.0006356403653945786,0.0004965268378404313,0.00036906872727628093
FACOAE161No1,P0AGG2,default,7.518826553303909e-05,9.12771922899192e-05,9.267973686120306e-05
MPTGNo4,P0ABG4,default,1.7730839500901342e-05,1.653897175111635e-05,1.332721896697361e-05
RPINo2,P37351,default,8.24953487636317e-07,5.804163834653376e-07,4.382175343023129e-07
MCTP1AppNo1,P02918,default,0.0015945944529070063,0.0010014907437146,0.0006592926771182816
5DOANNo1,P0AF12,default,6.322334053222631e-06,5.053120463188303e-06,3.7909284647626845e-06
K2L4AabcppNo1,P60752,default,9.813379733367554e-06,8.100668597193421e-06,6.077094336176667e-06
FACOAE120No1,P0AGG2,default,3.889868626082401e-05,4.7222300454507624e-05,4.7947907580279376e-05
PSSA161No1,P23830,default,2.8840039553424258e-05,2.2782610770995035e-05,1.778860251658138e-05
PSD160No1,P0A8K1,default,1.8330855338722405e-05,1.2422810275054296e-05,8.476071888646747e-06
PSD161No1,P0A8K1,default,2.1605556044859544e-05,1.4642073087848026e-05,9.990272840327772e-06
SUCDiNo1,P07014,default,0.03750590320315881,0.0,0.019413556880802273
FADRx2No1,P17846,default,0.0006258571352057351,0.001188561473797821,0.0
AGPAT160No1,P26647,default,2.7634182625625316e-06,2.1037361183049e-06,1.600508873214003e-06
3OAS140No1,P0A953,default,0.10023481611411474,0.084482659689206,0.0
3OAS140No2,P0AAI5,default,0.0,0.0,0.09806953269077946
3OAR140No1,P0AEK2,default,0.008666443184409789,0.0065386439888518305,0.005990478133644089
PE160abcppNo1,P60752,default,3.218703815301794e-05,2.6569493516719823e-05,1.993234467355971e-05
PE161abcppNo1,P60752,default,3.793706534053799e-05,3.1315979022887846e-05,2.349314213616323e-05
PSSA160No1,P23830,default,2.446882607044188e-05,1.9329506790494818e-05,1.50924280186285e-05
AGPAT161No1,P26647,default,3.2570868649571925e-06,2.4795563419027917e-06,1.8864304759130917e-06
NADH17ppNo1,P0AFC3,default,0.002696950398260574,0.0009453325206720775,0.0013996053775861298
POR5No2,P52647,default,0.0,0.0003051807771843147,0.00020333746980978246
K2L4AabctexNo1,P0A9V1,default,6.990717558358145e-06,4.0487122636972445e-06,2.6733498178239353e-06
SCYSDSNo1,P77444,default,0.00012731757067495057,0.00010314464806747062,7.659416685246586e-05
S2FE2SSNo1,P77444,default,3.532105171344984e-06,2.8614883468503854e-06,2.1249121499903315e-06
ACPPAT161No1,P0A6A8,default,9.613197810921934e-06,3.739607659564368e-06,5.088513149783808e-06
APG3PAT160No1,P60782,default,0.0003909703520027719,0.0002776575814920178,0.00020161237670897933
APG3PAT161No1,P60782,default,0.0004608149317631944,0.0003272594937527913,0.000237629255363857
MECDPDH5No1,P0ABY4,default,0.0016715211352025668,0.0008446654488801265,0.0005041375470200808
RNTR1c2No4,P0ABY4,default,4.03833825618819e-06,2.040683018632378e-06,1.217979180541649e-06
RNTR2c2No2,P0ABY4,default,4.16967762238922e-06,2.107052400611135e-06,1.2575916655466537e-06
RNTR3c2No3,P0ABY4,default,4.16967762238922e-06,2.107052400611135e-06,1.2575916655466537e-06
RNTR4c2No4,P0ABY4,default,4.03833825618819e-06,2.040683018632378e-06,1.217979180541649e-06
FLDR2No1,P0ABY4,default,2.0281480360243754e-05,0.0,0.0
S2FE2SS2No1,P77444,default,3.2110047012227128e-06,2.60135304259126e-06,1.931738318173029e-06
PYK4No1,P21599,default,6.062732546343436e-06,5.349648327230623e-06,0.0
ACOAD1frNo1,P0A9U8,default,0.00011890679446872598,0.00011091387492589311,8.937517518361608e-05
ACPPAT160No1,P0A6A8,default,8.156149189062838e-06,3.1728045734496312e-06,4.317259793925385e-06
DHNPA2rNo1,P0AC16,default,0.00036975343220086115,0.00022053254684985683,0.00014166983541284323
PYK2No1,P21599,default,1.4244941163994967e-05,1.2569484978423675e-05,0.0
PYK3No1,P21599,default,8.14697166224883e-06,4.087264558550828e-05,0.0
PYK6No1,P21599,default,8.764355276300542e-07,7.733512600913601e-07,0.0
OPHHXyNo1,P25535,default,3.042196684419948e-07,2.837700100009568e-07,2.2866385628162003e-07
PPM_REVNo1,P0A6K6,default,0.00084403136681728,0.0,0.0
ASPTA_REVNo1,P00509,default,0.0,0.0,0.007714486047920698
ASPTA_REVNo2,P04693,default,0.012047605921495716,0.0,0.0
PTAr_REVNo2,P77218,default,0.0005954479961401795,0.00044770517560852697,4.6651252467372404e-06
PGK_REVNo1,P0A799,default,3.326999875826704e-05,0.001235639140280368,1.4710123556936973e-06
RPE_REVNo1,P0AG07,default,0.0,3.345393426660458e-08,2.2833507847355858e-08
PGAMT_REVNo1,P31120,default,0.0013343429773518185,0.001058013784580669,0.0007781630418332644
GLUR_REVNo1,P22634,default,0.00015603276756023722,0.0001322008106785803,0.00013691375405121335
F6PA_REVNo2,P32669,default,0.0,9.655547591921981e-06,0.0
SDPTA_REVNo2,P50457,default,6.006700630790935e-05,4.855894488167413e-05,0.0
SDPTA_REVNo4,P22256,default,0.0,0.0,3.7597659927925795e-05
G3PD2_REVNo1,P0A6S7,default,0.0001329848585220465,0.00020036683944743184,0.0001698088214890041
PRPPS_REVNo1,P0A717,default,0.0009272644697943794,0.0,0.0
ASAD_REVNo1,P0A9Q9,default,1.4604991464441987e-05,1.1174497858898195e-05,8.073278826989613e-06
TKT2_REVNo2,P33570,default,0.0,9.853631275522217e-07,1.0190290068221332e-06
SUCOAS_REVNo1,P0A836,default,0.03217191383376935,0.0009447738541290919,0.03628777290412289
PGM_REVNo1,P62707,default,2.3888954914940997e-05,0.0007533206868771919,2.613048078929001e-06
TPI_REVNo1,P0A858,default,9.897131882936543e-07,1.31345364572037e-06,6.293824333213622e-07
ACOAD7f_REVNo1,Q47146,default,0.0006283291877435223,0.0005778363970029817,0.0004561262633025398
ACOAD5f_REVNo1,Q47146,default,0.001752043370844679,0.0016112484483453563,0.0012718699234032336
ACOAD3f_REVNo1,Q47146,default,0.001752043370844679,0.0016112484483453563,0.0012718699234032336
ACOAD2f_REVNo1,Q47146,default,0.001752043370844679,0.0016112484483453563,0.0012718699234032336
ACOAD4f_REVNo1,Q47146,default,0.001752043370844679,0.0016112484483453563,0.0012718699234032336
ACOAD6f_REVNo1,Q47146,default,0.0013689057309306174,0.0012588999060163999,0.0009937368310155375
CTECOAI7_REVNo1,P21177,default,0.00039728721937381373,0.00035414725972050603,0.0009617393931447273
