EFMGRG_id_original,Mycgr3G_id,match_confidence
Mycgr3G93594,Mycgr3G93594,unique
Mycgr3G93598,Mycgr3G93598,unique
Mycgr3G93609,Mycgr3G93609,unique
Mycgr3G93613,Mycgr3G93613,unique
Mycgr3G93616,Mycgr3G93616,unique
Mycgr3G93617,Mycgr3G93617,unique
Mycgr3G93618,Mycgr3G93618,unique
Mycgr3G93619,Mycgr3G93619,unique
Mycgr3G93623,Mycgr3G93623,unique
Mycgr3G93624,Mycgr3G93624,unique
Mycgr3G93625,Mycgr3G93625,unique
Mycgr3G93631,Mycgr3G93631,unique
Mycgr3G93638,Mycgr3G93638,unique
Mycgr3G93639,Mycgr3G93639,unique
Mycgr3G93641,Mycgr3G93641,unique
Mycgr3G93647,Mycgr3G93647,unique
Mycgr3G93658,Mycgr3G93658,unique
Mycgr3G93663,Mycgr3G93663,unique
Mycgr3G93675,Mycgr3G93675,unique
Mycgr3G93679,Mycgr3G93679,unique
Mycgr3G93689,Mycgr3G93689,unique
Mycgr3G93695,Mycgr3G93695,unique
Mycgr3G93696,Mycgr3G93696,unique
Mycgr3G93697,Mycgr3G93697,unique
Mycgr3G98127,Mycgr3G93701,ambiguous
Mycgr3G93707,Mycgr3G93707,unique
Mycgr3G93710,Mycgr3G93710,unique
Mycgr3G93715,Mycgr3G93715,unique
Mycgr3G98127,Mycgr3G93729,ambiguous
Mycgr3G98127,Mycgr3G93730,ambiguous
Mycgr3G93735,Mycgr3G93735,unique
Mycgr3G93740,Mycgr3G93740,unique
Mycgr3G93741,Mycgr3G93741,unique
Mycgr3G93755,Mycgr3G93755,unique
Mycgr3G93756,Mycgr3G93756,unique
Mycgr3G93761,Mycgr3G93761,unique
Mycgr3G93762,Mycgr3G93762,unique
Mycgr3G93763,Mycgr3G93763,unique
Mycgr3G93764,Mycgr3G93764,unique
Mycgr3G93766,Mycgr3G93766,unique
Mycgr3G93769,Mycgr3G93769,unique
Mycgr3G93770,Mycgr3G93770,unique
Mycgr3G93775,Mycgr3G93775,unique
Mycgr3G93783,Mycgr3G93783,unique
Mycgr3G93790,Mycgr3G93790,unique
Mycgr3G93791,Mycgr3G93791,unique
Mycgr3G93820,Mycgr3G93820,unique
Mycgr3G93828,Mycgr3G93828,unique
Mycgr3G93831,Mycgr3G93831,unique
Mycgr3G93835,Mycgr3G93835,unique
Mycgr3G93836,Mycgr3G93836,unique
Mycgr3G93838,Mycgr3G93838,unique
Mycgr3G93850,Mycgr3G93850,unique
Mycgr3G98127,Mycgr3G93853,ambiguous
Mycgr3G98127,Mycgr3G93854,ambiguous
Mycgr3G98127,Mycgr3G93855,ambiguous
Mycgr3G93858,Mycgr3G93858,unique
Mycgr3G93864,Mycgr3G93864,unique
Mycgr3G93870,Mycgr3G93870,unique
Mycgr3G93872,Mycgr3G93872,unique
Mycgr3G93875,Mycgr3G93875,unique
Mycgr3G93879,Mycgr3G93879,unique
Mycgr3G93881,Mycgr3G93881,unique
Mycgr3G93882,Mycgr3G93882,unique
Mycgr3G93883,Mycgr3G93883,unique
Mycgr3G93894,Mycgr3G93894,unique
Mycgr3G93899,Mycgr3G93899,unique
Mycgr3G93903,Mycgr3G93903,unique
Mycgr3G93911,Mycgr3G93911,unique
Mycgr3G93921,Mycgr3G93921,unique
Mycgr3G93928,Mycgr3G93928,unique
Mycgr3G93933,Mycgr3G93933,unique
Mycgr3G93936,Mycgr3G93936,unique
Mycgr3G93943,Mycgr3G93943,unique
Mycgr3G93945,Mycgr3G93945,unique
Mycgr3G93956,Mycgr3G93956,unique
Mycgr3G93958,Mycgr3G93958,unique
Mycgr3G98127,Mycgr3G93967,ambiguous
Mycgr3G93972,Mycgr3G93972,unique
Mycgr3G93973,Mycgr3G93973,unique
Mycgr3G93981,Mycgr3G93981,unique
Mycgr3G93989,Mycgr3G93989,unique
Mycgr3G93990,Mycgr3G93990,unique
Mycgr3G94000,Mycgr3G94000,unique
Mycgr3G94011,Mycgr3G94011,unique
Mycgr3G94017,Mycgr3G94017,unique
Mycgr3G94024,Mycgr3G94024,unique
Mycgr3G94027,Mycgr3G94027,unique
Mycgr3G94029,Mycgr3G94029,unique
Mycgr3G94054,Mycgr3G94054,unique
Mycgr3G94064,Mycgr3G94064,unique
Mycgr3G94065,Mycgr3G94065,unique
Mycgr3G94071,Mycgr3G94071,unique
Mycgr3G94074,Mycgr3G94074,unique
Mycgr3G94075,Mycgr3G94075,unique
Mycgr3G94077,Mycgr3G94077,unique
Mycgr3G94085,Mycgr3G94085,unique
Mycgr3G94089,Mycgr3G94089,unique
Mycgr3G94091,Mycgr3G94091,unique
Mycgr3G94093,Mycgr3G94093,unique
Mycgr3G94097,Mycgr3G94097,unique
Mycgr3G94100,Mycgr3G94100,unique
Mycgr3G94102,Mycgr3G94102,unique
Mycgr3G94107,Mycgr3G94107,unique
Mycgr3G94108,Mycgr3G94108,unique
Mycgr3G94112,Mycgr3G94112,unique
Mycgr3G94117,Mycgr3G94117,unique
Mycgr3G94126,Mycgr3G94126,unique
Mycgr3G94129,Mycgr3G94129,unique
Mycgr3G94131,Mycgr3G94131,unique
Mycgr3G94138,Mycgr3G94138,unique
Mycgr3G94146,Mycgr3G94146,unique
Mycgr3G94158,Mycgr3G94158,unique
Mycgr3G94167,Mycgr3G94167,unique
Mycgr3G94170,Mycgr3G94170,unique
Mycgr3G94173,Mycgr3G94173,unique
Mycgr3G94177,Mycgr3G94177,unique
Mycgr3G94183,Mycgr3G94183,unique
Mycgr3G94185,Mycgr3G94185,unique
Mycgr3G94193,Mycgr3G94193,unique
Mycgr3G94194,Mycgr3G94194,unique
Mycgr3G94196,Mycgr3G94196,unique
Mycgr3G94197,Mycgr3G94197,unique
Mycgr3G94201,Mycgr3G94201,unique
Mycgr3G94211,Mycgr3G94211,unique
Mycgr3G94216,Mycgr3G94216,unique
Mycgr3G94220,Mycgr3G94220,unique
Mycgr3G94223,Mycgr3G94223,unique
Mycgr3G94224,Mycgr3G94224,unique
Mycgr3G94226,Mycgr3G94226,unique
Mycgr3G94230,Mycgr3G94230,unique
Mycgr3G94232,Mycgr3G94232,unique
Mycgr3G98127,Mycgr3G94239,ambiguous
Mycgr3G94245,Mycgr3G94245,unique
Mycgr3G94247,Mycgr3G94247,unique
Mycgr3G94250,Mycgr3G94250,unique
Mycgr3G94263,Mycgr3G94263,unique
Mycgr3G94264,Mycgr3G94264,unique
Mycgr3G94265,Mycgr3G94265,unique
Mycgr3G94266,Mycgr3G94266,unique
Mycgr3G94271,Mycgr3G94271,unique
Mycgr3G94272,Mycgr3G94272,unique
Mycgr3G94274,Mycgr3G94274,unique
Mycgr3G94275,Mycgr3G94275,unique
Mycgr3G94280,Mycgr3G94280,unique
Mycgr3G94285,Mycgr3G94285,unique
Mycgr3G94286,Mycgr3G94286,unique
Mycgr3G94288,Mycgr3G94288,unique
Mycgr3G94290,Mycgr3G94290,unique
Mycgr3G94291,Mycgr3G94291,unique
Mycgr3G94297,Mycgr3G94297,unique
Mycgr3G94299,Mycgr3G94299,unique
Mycgr3G94308,Mycgr3G94308,unique
Mycgr3G94313,Mycgr3G94313,unique
Mycgr3G94314,Mycgr3G94314,unique
Mycgr3G94324,Mycgr3G94324,unique
Mycgr3G94326,Mycgr3G94326,unique
Mycgr3G94330,Mycgr3G94330,unique
Mycgr3G94337,Mycgr3G94337,unique
Mycgr3G94341,Mycgr3G94341,unique
Mycgr3G94358,Mycgr3G94358,unique
Mycgr3G95080,Mycgr3G94360,ambiguous
Mycgr3G94368,Mycgr3G94368,unique
Mycgr3G94380,Mycgr3G94380,unique
Mycgr3G94382,Mycgr3G94382,unique
Mycgr3G94383,Mycgr3G94383,unique
Mycgr3G94391,Mycgr3G94391,unique
Mycgr3G94392,Mycgr3G94392,unique
Mycgr3G94394,Mycgr3G94394,unique
Mycgr3G94396,Mycgr3G94396,unique
Mycgr3G94397,Mycgr3G94397,unique
Mycgr3G94399,Mycgr3G94399,unique
Mycgr3G94401,Mycgr3G94401,unique
Mycgr3G94408,Mycgr3G94408,unique
Mycgr3G94413,Mycgr3G94413,unique
Mycgr3G94421,Mycgr3G94421,unique
Mycgr3G94422,Mycgr3G94422,unique
Mycgr3G94423,Mycgr3G94423,unique
Mycgr3G94428,Mycgr3G94428,unique
Mycgr3G94429,Mycgr3G94429,unique
Mycgr3G94431,Mycgr3G94431,unique
Mycgr3G94438,Mycgr3G94438,unique
Mycgr3G94440,Mycgr3G94440,unique
Mycgr3G94441,Mycgr3G94441,unique
Mycgr3G94447,Mycgr3G94447,unique
Mycgr3G94450,Mycgr3G94450,unique
Mycgr3G94451,Mycgr3G94451,unique
Mycgr3G94454,Mycgr3G94454,unique
Mycgr3G94456,Mycgr3G94456,unique
Mycgr3G94458,Mycgr3G94458,unique
Mycgr3G94460,Mycgr3G94460,unique
Mycgr3G94461,Mycgr3G94461,unique
Mycgr3G94462,Mycgr3G94462,unique
Mycgr3G94484,Mycgr3G94484,unique
Mycgr3G94485,Mycgr3G94485,unique
Mycgr3G94487,Mycgr3G94487,unique
Mycgr3G94488,Mycgr3G94488,unique
Mycgr3G94490,Mycgr3G94490,unique
Mycgr3G94499,Mycgr3G94499,unique
Mycgr3G94509,Mycgr3G94509,unique
Mycgr3G98127,Mycgr3G94519,ambiguous
Mycgr3G94526,Mycgr3G94526,unique
Mycgr3G94534,Mycgr3G94534,unique
Mycgr3G94536,Mycgr3G94536,unique
Mycgr3G94547,Mycgr3G94547,unique
Mycgr3G94552,Mycgr3G94552,unique
Mycgr3G94554,Mycgr3G94554,unique
Mycgr3G94555,Mycgr3G94555,unique
Mycgr3G94556,Mycgr3G94556,unique
Mycgr3G94557,Mycgr3G94557,unique
Mycgr3G94566,Mycgr3G94566,unique
Mycgr3G94570,Mycgr3G94570,unique
Mycgr3G94571,Mycgr3G94571,unique
Mycgr3G94575,Mycgr3G94575,unique
Mycgr3G94577,Mycgr3G94577,unique
Mycgr3G94579,Mycgr3G94579,unique
Mycgr3G94580,Mycgr3G94580,unique
Mycgr3G94584,Mycgr3G94584,unique
Mycgr3G94585,Mycgr3G94585,unique
Mycgr3G94593,Mycgr3G94593,unique
Mycgr3G94594,Mycgr3G94594,unique
Mycgr3G94595,Mycgr3G94595,unique
Mycgr3G94597,Mycgr3G94597,unique
Mycgr3G94601,Mycgr3G94601,unique
Mycgr3G94624,Mycgr3G94624,unique
Mycgr3G94625,Mycgr3G94625,unique
Mycgr3G94628,Mycgr3G94628,unique
Mycgr3G94631,Mycgr3G94631,unique
Mycgr3G94634,Mycgr3G94634,unique
Mycgr3G94635,Mycgr3G94635,unique
Mycgr3G94643,Mycgr3G94643,unique
Mycgr3G94647,Mycgr3G94647,unique
Mycgr3G94648,Mycgr3G94648,unique
Mycgr3G94650,Mycgr3G94650,unique
Mycgr3G98127,Mycgr3G94659,ambiguous
Mycgr3G98127,Mycgr3G94662,ambiguous
Mycgr3G98127,Mycgr3G94663,ambiguous
Mycgr3G94664,Mycgr3G94664,unique
Mycgr3G98127,Mycgr3G94665,ambiguous
Mycgr3G98127,Mycgr3G94666,ambiguous
Mycgr3G94667,Mycgr3G94667,unique
Mycgr3G98127,Mycgr3G94668,ambiguous
Mycgr3G98127,Mycgr3G94669,ambiguous
Mycgr3G98127,Mycgr3G94670,ambiguous
Mycgr3G98127,Mycgr3G94671,ambiguous
Mycgr3G98127,Mycgr3G94672,ambiguous
Mycgr3G98127,Mycgr3G94673,ambiguous
Mycgr3G98127,Mycgr3G94674,ambiguous
Mycgr3G98127,Mycgr3G94675,ambiguous
Mycgr3G98127,Mycgr3G94676,ambiguous
Mycgr3G98127,Mycgr3G94677,ambiguous
Mycgr3G98127,Mycgr3G94678,ambiguous
Mycgr3G98127,Mycgr3G94679,ambiguous
Mycgr3G94826,Mycgr3G94680,ambiguous
Mycgr3G98127,Mycgr3G94681,ambiguous
Mycgr3G98127,Mycgr3G94682,ambiguous
Mycgr3G98127,Mycgr3G94683,ambiguous
Mycgr3G98127,Mycgr3G94684,ambiguous
Mycgr3G98127,Mycgr3G94685,ambiguous
Mycgr3G94686,Mycgr3G94686,unique
Mycgr3G98127,Mycgr3G94687,ambiguous
Mycgr3G94688,Mycgr3G94688,unique
Mycgr3G98127,Mycgr3G94689,ambiguous
Mycgr3G98127,Mycgr3G94690,ambiguous
Mycgr3G98127,Mycgr3G94691,ambiguous
Mycgr3G94692,Mycgr3G94692,unique
Mycgr3G94693,Mycgr3G94693,unique
Mycgr3G98127,Mycgr3G94694,ambiguous
Mycgr3G94695,Mycgr3G94695,unique
Mycgr3G94696,Mycgr3G94696,unique
Mycgr3G94699,Mycgr3G94699,unique
Mycgr3G98127,Mycgr3G94700,ambiguous
Mycgr3G98127,Mycgr3G94701,ambiguous
Mycgr3G98127,Mycgr3G94702,ambiguous
Mycgr3G98127,Mycgr3G94703,ambiguous
Mycgr3G98127,Mycgr3G94704,ambiguous
Mycgr3G98127,Mycgr3G94705,ambiguous
Mycgr3G98127,Mycgr3G94706,ambiguous
Mycgr3G98127,Mycgr3G94707,ambiguous
Mycgr3G98127,Mycgr3G94708,ambiguous
Mycgr3G98127,Mycgr3G94709,ambiguous
Mycgr3G98127,Mycgr3G94710,ambiguous
Mycgr3G98127,Mycgr3G94711,ambiguous
Mycgr3G94712,Mycgr3G94712,unique
Mycgr3G98127,Mycgr3G94713,ambiguous
Mycgr3G98127,Mycgr3G94714,ambiguous
Mycgr3G98127,Mycgr3G94715,ambiguous
Mycgr3G98127,Mycgr3G94716,ambiguous
Mycgr3G98127,Mycgr3G94717,ambiguous
Mycgr3G98127,Mycgr3G94718,ambiguous
Mycgr3G98127,Mycgr3G94719,ambiguous
Mycgr3G98127,Mycgr3G94720,ambiguous
Mycgr3G98127,Mycgr3G94721,ambiguous
Mycgr3G98127,Mycgr3G94722,ambiguous
Mycgr3G98127,Mycgr3G94723,ambiguous
Mycgr3G98127,Mycgr3G94724,ambiguous
Mycgr3G98127,Mycgr3G94725,ambiguous
Mycgr3G94726,Mycgr3G94726,unique
Mycgr3G98127,Mycgr3G94728,ambiguous
Mycgr3G97621,Mycgr3G94729,ambiguous
Mycgr3G98127,Mycgr3G94730,ambiguous
Mycgr3G98127,Mycgr3G94731,ambiguous
Mycgr3G98127,Mycgr3G94732,ambiguous
Mycgr3G98127,Mycgr3G94733,ambiguous
Mycgr3G98127,Mycgr3G94734,ambiguous
Mycgr3G98127,Mycgr3G94735,ambiguous
Mycgr3G98127,Mycgr3G94736,ambiguous
Mycgr3G98127,Mycgr3G94737,ambiguous
Mycgr3G98127,Mycgr3G94738,ambiguous
Mycgr3G98127,Mycgr3G94739,ambiguous
Mycgr3G98127,Mycgr3G94740,ambiguous
Mycgr3G98127,Mycgr3G94741,ambiguous
Mycgr3G94742,Mycgr3G94742,unique
Mycgr3G98127,Mycgr3G94743,ambiguous
Mycgr3G98127,Mycgr3G94744,ambiguous
Mycgr3G94745,Mycgr3G94745,unique
Mycgr3G98127,Mycgr3G94746,ambiguous
Mycgr3G98127,Mycgr3G94747,ambiguous
Mycgr3G94748,Mycgr3G94748,unique
Mycgr3G98127,Mycgr3G94749,ambiguous
Mycgr3G98127,Mycgr3G94750,ambiguous
Mycgr3G98127,Mycgr3G94751,ambiguous
Mycgr3G98127,Mycgr3G94752,ambiguous
Mycgr3G98127,Mycgr3G94753,ambiguous
Mycgr3G98127,Mycgr3G94754,ambiguous
Mycgr3G98127,Mycgr3G94755,ambiguous
Mycgr3G98127,Mycgr3G94756,ambiguous
Mycgr3G98127,Mycgr3G94757,ambiguous
Mycgr3G98127,Mycgr3G94758,ambiguous
Mycgr3G98127,Mycgr3G94759,ambiguous
Mycgr3G98127,Mycgr3G94760,ambiguous
Mycgr3G98127,Mycgr3G94761,ambiguous
Mycgr3G98127,Mycgr3G94762,ambiguous
Mycgr3G96366,Mycgr3G94763,ambiguous
Mycgr3G98127,Mycgr3G94764,ambiguous
Mycgr3G98127,Mycgr3G94765,ambiguous
Mycgr3G98127,Mycgr3G94766,ambiguous
Mycgr3G98127,Mycgr3G94767,ambiguous
Mycgr3G98127,Mycgr3G94768,ambiguous
Mycgr3G98127,Mycgr3G94769,ambiguous
Mycgr3G98127,Mycgr3G94770,ambiguous
Mycgr3G94771,Mycgr3G94771,unique
Mycgr3G98127,Mycgr3G94772,ambiguous
Mycgr3G98127,Mycgr3G94773,ambiguous
Mycgr3G98127,Mycgr3G94774,ambiguous
Mycgr3G98127,Mycgr3G94775,ambiguous
Mycgr3G97865,Mycgr3G94777,ambiguous
Mycgr3G98127,Mycgr3G94778,ambiguous
Mycgr3G98127,Mycgr3G94779,ambiguous
Mycgr3G98127,Mycgr3G94780,ambiguous
Mycgr3G98127,Mycgr3G94781,ambiguous
Mycgr3G97679,Mycgr3G94782,ambiguous
Mycgr3G98127,Mycgr3G94786,ambiguous
Mycgr3G98127,Mycgr3G94787,ambiguous
Mycgr3G98127,Mycgr3G94788,ambiguous
Mycgr3G98127,Mycgr3G94789,ambiguous
Mycgr3G98127,Mycgr3G94791,ambiguous
Mycgr3G98127,Mycgr3G94792,ambiguous
Mycgr3G98127,Mycgr3G94793,ambiguous
Mycgr3G94794,Mycgr3G94794,unique
Mycgr3G98127,Mycgr3G94795,ambiguous
Mycgr3G98127,Mycgr3G94796,ambiguous
Mycgr3G98127,Mycgr3G94797,ambiguous
Mycgr3G98127,Mycgr3G94798,ambiguous
Mycgr3G98070,Mycgr3G94799,ambiguous
Mycgr3G98127,Mycgr3G94800,ambiguous
Mycgr3G98127,Mycgr3G94801,ambiguous
Mycgr3G98127,Mycgr3G94802,ambiguous
Mycgr3G98127,Mycgr3G94803,ambiguous
Mycgr3G98127,Mycgr3G94804,ambiguous
Mycgr3G98127,Mycgr3G94805,ambiguous
Mycgr3G98127,Mycgr3G94806,ambiguous
Mycgr3G98127,Mycgr3G94807,ambiguous
Mycgr3G98127,Mycgr3G94808,ambiguous
Mycgr3G98127,Mycgr3G94809,ambiguous
Mycgr3G98127,Mycgr3G94810,ambiguous
Mycgr3G97635,Mycgr3G94811,ambiguous
Mycgr3G98127,Mycgr3G94812,ambiguous
Mycgr3G98127,Mycgr3G94813,ambiguous
Mycgr3G98127,Mycgr3G94814,ambiguous
Mycgr3G98127,Mycgr3G94815,ambiguous
Mycgr3G98127,Mycgr3G94816,ambiguous
Mycgr3G98127,Mycgr3G94817,ambiguous
Mycgr3G98127,Mycgr3G94818,ambiguous
Mycgr3G98127,Mycgr3G94819,ambiguous
Mycgr3G98127,Mycgr3G94820,ambiguous
Mycgr3G97665,Mycgr3G94821,ambiguous
Mycgr3G98127,Mycgr3G94822,ambiguous
Mycgr3G98127,Mycgr3G94823,ambiguous
Mycgr3G98127,Mycgr3G94824,ambiguous
Mycgr3G98127,Mycgr3G94825,ambiguous
Mycgr3G94826,Mycgr3G94826,ambiguous
Mycgr3G98127,Mycgr3G94827,ambiguous
Mycgr3G98127,Mycgr3G94828,ambiguous
Mycgr3G98127,Mycgr3G94829,ambiguous
Mycgr3G98127,Mycgr3G94830,ambiguous
Mycgr3G98127,Mycgr3G94831,ambiguous
Mycgr3G98127,Mycgr3G94832,ambiguous
Mycgr3G98127,Mycgr3G94833,ambiguous
Mycgr3G98127,Mycgr3G94834,ambiguous
Mycgr3G98127,Mycgr3G94835,ambiguous
Mycgr3G98127,Mycgr3G94836,ambiguous
Mycgr3G98127,Mycgr3G94837,ambiguous
Mycgr3G98127,Mycgr3G94838,ambiguous
Mycgr3G98127,Mycgr3G94839,ambiguous
Mycgr3G94840,Mycgr3G94840,unique
Mycgr3G98127,Mycgr3G94841,ambiguous
Mycgr3G94842,Mycgr3G94842,unique
Mycgr3G98127,Mycgr3G94843,ambiguous
Mycgr3G98127,Mycgr3G94844,ambiguous
Mycgr3G98127,Mycgr3G94845,ambiguous
Mycgr3G94846,Mycgr3G94846,unique
Mycgr3G94850,Mycgr3G94850,unique
Mycgr3G98127,Mycgr3G94851,ambiguous
Mycgr3G94853,Mycgr3G94853,unique
Mycgr3G94866,Mycgr3G94866,unique
Mycgr3G94868,Mycgr3G94868,unique
Mycgr3G94869,Mycgr3G94869,unique
Mycgr3G94872,Mycgr3G94872,unique
Mycgr3G94873,Mycgr3G94873,unique
Mycgr3G94877,Mycgr3G94877,unique
Mycgr3G94878,Mycgr3G94878,unique
Mycgr3G94883,Mycgr3G94883,unique
Mycgr3G94884,Mycgr3G94884,unique
Mycgr3G94886,Mycgr3G94886,unique
Mycgr3G94887,Mycgr3G94887,unique
Mycgr3G94892,Mycgr3G94892,unique
Mycgr3G94893,Mycgr3G94893,unique
Mycgr3G94898,Mycgr3G94898,unique
Mycgr3G94907,Mycgr3G94907,unique
Mycgr3G94908,Mycgr3G94908,unique
Mycgr3G94909,Mycgr3G94909,unique
Mycgr3G94910,Mycgr3G94910,unique
Mycgr3G94912,Mycgr3G94912,unique
Mycgr3G94915,Mycgr3G94915,unique
Mycgr3G94916,Mycgr3G94916,unique
Mycgr3G94925,Mycgr3G94925,unique
Mycgr3G94930,Mycgr3G94930,unique
Mycgr3G94936,Mycgr3G94936,unique
Mycgr3G94937,Mycgr3G94937,unique
Mycgr3G94939,Mycgr3G94939,unique
Mycgr3G94941,Mycgr3G94941,unique
Mycgr3G98127,Mycgr3G94942,ambiguous
Mycgr3G94946,Mycgr3G94946,unique
Mycgr3G94952,Mycgr3G94952,unique
Mycgr3G94962,Mycgr3G94962,unique
Mycgr3G94965,Mycgr3G94965,unique
Mycgr3G94966,Mycgr3G94966,unique
Mycgr3G94972,Mycgr3G94972,unique
Mycgr3G94973,Mycgr3G94973,unique
Mycgr3G94988,Mycgr3G94988,unique
Mycgr3G94989,Mycgr3G94989,unique
Mycgr3G94990,Mycgr3G94990,unique
Mycgr3G94991,Mycgr3G94991,unique
Mycgr3G94992,Mycgr3G94992,unique
Mycgr3G94995,Mycgr3G94995,unique
Mycgr3G94999,Mycgr3G94999,unique
Mycgr3G95012,Mycgr3G95012,unique
Mycgr3G95014,Mycgr3G95014,unique
Mycgr3G95016,Mycgr3G95016,unique
Mycgr3G95018,Mycgr3G95018,unique
Mycgr3G95020,Mycgr3G95020,unique
Mycgr3G95021,Mycgr3G95021,unique
Mycgr3G95022,Mycgr3G95022,unique
Mycgr3G95024,Mycgr3G95024,unique
Mycgr3G95030,Mycgr3G95030,unique
Mycgr3G95032,Mycgr3G95032,unique
Mycgr3G95034,Mycgr3G95034,unique
Mycgr3G95035,Mycgr3G95035,unique
Mycgr3G95038,Mycgr3G95038,unique
Mycgr3G95039,Mycgr3G95039,unique
Mycgr3G95041,Mycgr3G95041,unique
Mycgr3G95050,Mycgr3G95050,unique
Mycgr3G95053,Mycgr3G95053,unique
Mycgr3G95055,Mycgr3G95055,unique
Mycgr3G95059,Mycgr3G95059,unique
Mycgr3G95064,Mycgr3G95064,unique
Mycgr3G95071,Mycgr3G95071,unique
Mycgr3G98127,Mycgr3G95073,ambiguous
Mycgr3G95074,Mycgr3G95074,unique
Mycgr3G95075,Mycgr3G95075,unique
Mycgr3G98127,Mycgr3G95076,ambiguous
Mycgr3G98127,Mycgr3G95079,ambiguous
Mycgr3G95080,Mycgr3G95080,ambiguous
Mycgr3G98127,Mycgr3G95081,ambiguous
Mycgr3G98127,Mycgr3G95082,ambiguous
Mycgr3G95083,Mycgr3G95083,unique
Mycgr3G95085,Mycgr3G95085,unique
Mycgr3G95088,Mycgr3G95088,unique
Mycgr3G95089,Mycgr3G95089,unique
Mycgr3G95098,Mycgr3G95098,unique
Mycgr3G95102,Mycgr3G95102,unique
Mycgr3G95105,Mycgr3G95105,unique
Mycgr3G95108,Mycgr3G95108,unique
Mycgr3G95115,Mycgr3G95115,unique
Mycgr3G95118,Mycgr3G95118,unique
Mycgr3G95123,Mycgr3G95123,unique
Mycgr3G95126,Mycgr3G95126,unique
Mycgr3G95127,Mycgr3G95127,unique
Mycgr3G95133,Mycgr3G95133,unique
Mycgr3G95134,Mycgr3G95134,unique
Mycgr3G95136,Mycgr3G95136,unique
Mycgr3G95144,Mycgr3G95144,unique
Mycgr3G95157,Mycgr3G95157,unique
Mycgr3G95177,Mycgr3G95177,unique
Mycgr3G95182,Mycgr3G95182,unique
Mycgr3G95183,Mycgr3G95183,unique
Mycgr3G95195,Mycgr3G95195,unique
Mycgr3G95203,Mycgr3G95203,unique
Mycgr3G95210,Mycgr3G95210,unique
Mycgr3G95211,Mycgr3G95211,unique
Mycgr3G95214,Mycgr3G95214,unique
Mycgr3G95216,Mycgr3G95216,unique
Mycgr3G95217,Mycgr3G95217,unique
Mycgr3G95218,Mycgr3G95218,unique
Mycgr3G95220,Mycgr3G95220,unique
Mycgr3G98127,Mycgr3G95221,ambiguous
Mycgr3G95225,Mycgr3G95225,unique
Mycgr3G95227,Mycgr3G95227,unique
Mycgr3G95233,Mycgr3G95233,unique
Mycgr3G95245,Mycgr3G95245,unique
Mycgr3G95248,Mycgr3G95248,unique
Mycgr3G95251,Mycgr3G95251,unique
Mycgr3G95253,Mycgr3G95253,unique
Mycgr3G95261,Mycgr3G95261,unique
Mycgr3G95274,Mycgr3G95274,unique
Mycgr3G95282,Mycgr3G95282,unique
Mycgr3G95286,Mycgr3G95286,unique
Mycgr3G95290,Mycgr3G95290,unique
Mycgr3G95302,Mycgr3G95302,unique
Mycgr3G95304,Mycgr3G95304,unique
Mycgr3G95316,Mycgr3G95316,unique
Mycgr3G95325,Mycgr3G95325,unique
Mycgr3G95327,Mycgr3G95327,unique
Mycgr3G95329,Mycgr3G95329,unique
Mycgr3G95343,Mycgr3G95343,unique
Mycgr3G95346,Mycgr3G95346,unique
Mycgr3G95348,Mycgr3G95348,unique
Mycgr3G95352,Mycgr3G95352,unique
Mycgr3G95354,Mycgr3G95354,unique
Mycgr3G95356,Mycgr3G95356,unique
Mycgr3G95359,Mycgr3G95359,unique
Mycgr3G95363,Mycgr3G95363,unique
Mycgr3G95365,Mycgr3G95365,unique
Mycgr3G95368,Mycgr3G95368,unique
Mycgr3G95369,Mycgr3G95369,unique
Mycgr3G95372,Mycgr3G95372,unique
Mycgr3G95373,Mycgr3G95373,unique
Mycgr3G95376,Mycgr3G95376,unique
Mycgr3G95377,Mycgr3G95377,unique
Mycgr3G95378,Mycgr3G95378,unique
Mycgr3G95379,Mycgr3G95379,unique
Mycgr3G95389,Mycgr3G95389,unique
Mycgr3G95390,Mycgr3G95390,unique
Mycgr3G98127,Mycgr3G95395,ambiguous
Mycgr3G95397,Mycgr3G95397,unique
Mycgr3G95403,Mycgr3G95403,unique
Mycgr3G95405,Mycgr3G95405,unique
Mycgr3G95409,Mycgr3G95409,unique
Mycgr3G95410,Mycgr3G95410,unique
Mycgr3G95416,Mycgr3G95416,unique
Mycgr3G95423,Mycgr3G95423,unique
Mycgr3G95435,Mycgr3G95435,unique
Mycgr3G95436,Mycgr3G95436,unique
Mycgr3G95438,Mycgr3G95438,unique
Mycgr3G95442,Mycgr3G95442,unique
Mycgr3G95448,Mycgr3G95448,unique
Mycgr3G95456,Mycgr3G95456,unique
Mycgr3G95460,Mycgr3G95460,unique
Mycgr3G95467,Mycgr3G95467,unique
Mycgr3G95478,Mycgr3G95478,unique
Mycgr3G95491,Mycgr3G95491,unique
Mycgr3G95492,Mycgr3G95492,unique
Mycgr3G95504,Mycgr3G95504,unique
Mycgr3G95511,Mycgr3G95511,unique
Mycgr3G95512,Mycgr3G95512,unique
Mycgr3G95513,Mycgr3G95513,unique
Mycgr3G95514,Mycgr3G95514,unique
Mycgr3G95515,Mycgr3G95515,unique
Mycgr3G95520,Mycgr3G95520,unique
Mycgr3G95521,Mycgr3G95521,unique
Mycgr3G95524,Mycgr3G95524,unique
Mycgr3G95525,Mycgr3G95525,unique
Mycgr3G98127,Mycgr3G95526,ambiguous
