gene_id,15C_0ug_rep1 (12129_15_0_R1_S9),15C_0ug_rep2 (12129_15_0_R2_S10),15C_0ug_rep3 (12129_15_0_R3_S11),15C_0ug_rep4 (12129_15_0_R4_S12),15C_0ug_rep5 (12129_15_0_R5_S13),15C_0ug_rep6 (12129_15_0_R6_S14),15C_0ug_rep7 (12129_15_0_R7_S15),15C_0ug_rep8 (12129_15_0_R8_S16),15C_2ug_rep1 (12129_15_2_R1_S17),15C_2ug_rep2 (12129_15_2_R2_S18),15C_2ug_rep3 (12129_15_2_R3_S19),15C_2ug_rep4 (12129_15_2_R4_S20),15C_2ug_rep5 (12129_15_2_R5_S21),15C_2ug_rep6 (12129_15_2_R6_S22),15C_2ug_rep7 (12129_15_2_R7_S23),15C_2ug_rep8 (12129_15_2_R8_S24),21C_0ug_rep1 (12129_21_0_R1_S25),21C_0ug_rep2 (12129_21_0_R2_S26),21C_0ug_rep3 (12129_21_0_R3_S27),21C_0ug_rep4 (12129_21_0_R4_S28),21C_0ug_rep5 (12129_21_0_R5_S29),21C_0ug_rep6 (12129_21_0_R6_S30),21C_0ug_rep7 (12129_21_0_R7_S31),21C_0ug_rep8 (12129_21_0_R8_S32),21C_2ug_rep1 (12129_21_2_R1_S33),21C_2ug_rep3 (12129_21_2_R3_S34),21C_2ug_rep4 (12129_21_2_R4_S35),21C_2ug_rep5 (12129_21_2_R5_S36),21C_2ug_rep6 (12129_21_2_R6_S37),21C_2ug_rep7 (12129_21_2_R7_S38),21C_2ug_rep8 (12129_21_2_R8_S39),27C_0ug_rep1 (12129_27_0_R1_S40),27C_0ug_rep2 (12129_27_0_R2_S41),27C_0ug_rep4 (12129_27_0_R4_S42),27C_0ug_rep5 (12129_27_0_R5_S43),27C_0ug_rep6 (12129_27_0_R6_S44),27C_0ug_rep7 (12129_27_0_R7_S45),27C_0ug_rep8 (12129_27_0_R8_S46),27C_2ug_rep1 (12129_27_2_R1_S47),27C_2ug_rep2 (12129_27_2_R2_S48),27C_2ug_rep3 (12129_27_2_R3_S49),27C_2ug_rep4 (12129_27_2_R4_S50),27C_2ug_rep6 (12129_27_2_R6_S51),27C_2ug_rep7 (12129_27_2_R7_S52),27C_2ug_rep8 (12129_27_2_R8_S53)
Mycgr3G98870,19.3216,9.2317,58.1684,13.0344,4.9589,15.3412,115.8337,38.0855,66.2063,117.565,48.3203,92.9097,72.7512,164.1188,98.5041,123.1198,12.0449,22.0266,25.8747,11.5109,6.7497,7.4651,34.8385,6.4138,68.8871,146.9143,188.2349,966.7229,146.28,165.4531,668.0268,23.7359,7.0148,105.0278,61.9676,157.7864,188.6006,147.2427,72.6011,168.4777,596.2652,53.3204,90.4163,92.0812,461.401
Mycgr3G98880,33890.9314,32049.0536,24417.7913,42621.6701,47087.4392,33917.1038,24106.8227,39528.3091,12479.2102,15455.5429,15855.9529,17142.8207,13182.7078,11712.8993,15312.809,14446.7079,37260.786,35639.0523,40165.673,37287.7803,53795.6358,50588.9455,34675.931,42645.6652,17434.4716,13744.1369,19453.0523,14296.6645,18962.3109,19973.7916,16137.2032,35278.0339,45655.3192,16975.2902,27353.5231,19299.3428,21550.3184,27655.7527,21446.3786,19170.4376,18945.0802,20693.6994,20220.2706,15228.5283,23237.0517
Mycgr3G98885,343.1877,282.2253,246.3179,193.4573,226.6918,326.8863,198.7462,293.9416,321.5734,419.1449,400.368,428.9659,366.7052,382.224,419.2152,349.9706,290.2812,457.664,267.3723,257.8451,265.488,255.9468,295.2979,292.0187,210.9668,237.2053,189.8167,85.4216,385.9825,294.8299,238.1661,244.4161,256.9957,250.6663,287.8911,246.2648,167.0463,219.8691,319.445,393.8892,173.4158,363.7933,178.389,318.9618,219.4599
Mycgr3G98895,1.3801,11.2099,0.0,10.2903,8.5009,5.3104,0.0,3.4179,0.0,0.0,0.0,0.0,3.9325,0.0,0.0,17.4501,3.0112,2.4474,5.3906,0.0,0.0,6.9319,4.4239,3.3956,5.1665,8.417,1.5818,0.0,1.2292,0.0,0.0,9.6227,5.7394,1.4004,0.0,0.0,1.3471,0.0,0.0,10.4572,0.0,20.9232,6.1092,0.9493,0.0
Mycgr3G98897,287.0631,320.4708,305.2044,275.7796,279.8228,259.0308,303.6062,298.3361,267.5275,253.8723,490.1056,279.7174,337.2115,431.8916,380.2717,314.101,310.7575,254.5297,298.0985,238.6602,284.0497,296.4717,332.3483,321.0696,353.9076,356.5732,381.2153,485.4449,398.2749,373.2024,474.0086,363.0959,369.232,422.9119,317.5839,369.3972,412.2271,367.1118,425.9267,414.8037,361.0849,384.0416,470.4093,427.181,339.3599
Mycgr3G98901,584.2471,494.5536,496.2265,441.7962,434.965,541.6635,282.8781,550.7743,648.5514,618.4943,641.9694,750.1961,780.6003,624.0833,588.7339,685.3994,512.509,631.4294,482.995,502.6445,543.913,518.2922,498.799,528.1991,578.6519,476.7062,514.087,275.016,449.9031,563.5356,428.6989,417.6244,340.5353,488.7293,254.3253,385.6182,501.1389,295.4802,527.5683,364.8413,420.4739,411.7142,338.4504,493.6314,292.2563
Mycgr3G98903,720.4181,613.2465,1066.4202,641.4277,587.982,568.8057,1009.5822,880.8482,589.1009,550.3407,786.9302,808.5117,507.2919,1025.7425,668.9117,543.8601,767.2578,866.3799,972.9978,901.6905,708.718,692.1227,1044.6023,735.3286,626.0118,516.4955,572.6138,2323.0517,377.3778,500.0912,964.2821,538.8702,417.6977,1120.2963,988.8993,1383.9491,1895.4365,914.2973,680.0307,669.2631,5611.0695,748.5099,740.4365,687.2868,1667.8949
Mycgr3G98906,93.8476,104.8454,107.0011,116.6232,73.6749,81.4265,98.7635,92.7723,48.6414,68.1536,131.155,81.0489,87.498,51.827,66.433,85.3114,117.4374,14.6844,92.1787,75.2048,111.37,85.3156,96.2206,99.9805,55.9708,75.7527,77.5085,64.5871,59.0037,64.6884,99.9136,73.1324,108.4101,126.0333,45.1847,123.1324,43.1087,74.6162,131.8921,126.6487,61.7645,100.5662,127.0716,59.8053,89.925
Mycgr3G98908,1196.5564,1202.7544,1253.8516,1437.8957,1421.7829,1215.4976,748.6515,1221.6642,1114.6978,1274.4732,952.5997,1121.8347,1369.4915,710.4616,1030.8571,1045.0645,994.9057,1125.8044,1100.2153,1192.5337,1213.2578,1046.1824,917.9671,1162.7926,1227.9131,1120.9866,798.8121,545.8651,768.2772,921.8099,643.6293,926.3435,683.6213,526.5393,750.0659,406.2631,656.0608,706.3668,981.3255,854.0076,636.6497,946.2677,703.7812,885.6886,282.6215
Mycgr3G98909,70.8457,61.9841,127.1087,116.6232,93.5104,107.9787,110.9565,66.4054,156.7333,211.2763,55.2232,149.2485,165.1648,118.7702,248.5511,248.1786,61.4288,107.6856,72.2336,127.3878,134.9939,70.3854,116.1284,102.6215,187.7174,207.3634,191.3985,164.5929,303.6232,195.3092,89.4575,143.0572,102.033,210.0556,157.5009,177.694,88.9117,151.2222,150.0424,285.8311,152.0358,276.7259,283.4674,175.6189,234.4474
Mycgr3G98910,159.1728,122.6493,99.1017,94.6706,89.9683,103.2583,171.9216,82.0302,85.1224,166.9764,144.9608,116.6313,123.8736,205.1485,73.3054,144.4477,116.2329,97.896,107.8114,131.9921,83.2462,88.5149,137.1421,98.4714,105.0529,152.2705,123.3809,133.3411,173.3233,105.7407,128.9582,121.8873,110.3232,145.6385,219.4685,134.9295,203.4193,112.4218,145.2023,156.8585,125.9046,180.2093,266.3617,167.0752,282.6215
Mycgr3G98919,82.8067,98.9107,60.3228,93.2986,82.1758,74.346,31.7019,84.9599,63.504,44.2999,75.9319,41.5128,73.7343,0.0,52.6882,66.8919,66.2468,58.7376,54.9838,65.2287,73.6842,83.1827,63.5941,73.1933,26.6938,52.0321,66.4359,137.508,63.9207,43.5403,72.0307,84.6796,52.9296,9.8026,25.8198,25.8062,78.1346,45.7646,21.7803,76.6864,83.1446,46.5709,63.5358,67.3997,100.6304
Mycgr3G98925,74.526,92.3167,73.2491,86.4384,57.3814,67.2654,89.0091,78.124,64.8551,66.4498,55.2232,36.5708,81.5993,43.1892,52.6882,64.953,74.0759,61.185,93.2569,85.9484,52.3101,97.0465,78.5249,68.6659,49.9432,32.1375,115.4719,204.1785,57.7744,68.4204,125.4729,109.0571,86.7281,91.0241,64.5496,106.9114,67.3574,46.7595,48.4008,46.4766,125.9046,48.5958,69.645,67.3997,26.7634
Mycgr3G98927,271.4219,246.6174,216.8747,271.6635,274.1555,299.7441,264.5886,223.63,248.6114,323.7298,490.1056,336.0562,288.0553,252.6566,316.1295,290.8343,317.3822,227.6083,325.5904,288.541,311.6109,314.6012,308.0167,286.3594,247.1326,270.108,302.125,485.4449,243.3902,347.0782,278.8286,258.5294,348.1877,233.8619,220.7595,325.8953,336.7869,245.7361,261.3641,357.8699,467.9851,311.1479,307.9043,228.7792,459.2599
Mycgr3G98928,1185.5155,939.6519,517.0522,1102.4324,1028.6143,1089.2275,292.6325,1211.4105,617.475,608.2713,345.1448,650.3676,750.1235,485.878,556.6628,644.6826,1031.6426,1000.987,1056.5516,907.8297,1358.9387,1272.802,867.6448,1163.5472,767.2304,566.2321,637.4679,518.7802,650.2698,701.6205,536.745,664.6065,686.8099,438.3159,540.9253,519.8104,571.1905,536.2418,482.7976,398.5369,781.5588,764.0335,563.2694,418.6374,577.0188
Mycgr3G98933,123.2899,129.2433,678.631,277.8377,138.8488,403.5924,441.3874,130.3694,1549.7677,1461.8957,786.9302,987.4122,1255.4492,887.5372,1312.6247,1309.7237,109.6083,234.9505,112.1238,384.4655,104.0578,84.7824,122.2113,69.0432,744.8421,1701.7571,1501.1341,272.9325,1873.3672,2078.7373,570.4368,282.9068,114.1495,93.8248,304.6739,134.1922,184.5592,119.3859,986.1656,616.9769,163.9135,1359.3317,511.952,847.717,148.8045
Mycgr3G98945,354.6886,291.4569,254.2173,281.9538,354.206,351.0782,347.5011,257.321,417.505,512.8562,469.397,429.9543,503.3594,261.2944,489.0844,397.4735,398.685,301.0303,401.5974,426.6723,505.1022,517.2258,374.3757,401.054,552.8192,430.0303,355.9064,433.3585,553.1596,570.9996,235.8425,361.8128,329.0565,350.0926,499.6136,286.08,467.4602,442.7229,387.2061,320.6886,717.4187,400.2402,293.2422,404.398,418.5795
Mycgr3G98948,479.8187,505.1041,425.1318,426.7038,442.0491,384.1208,343.8432,523.4309,432.3676,352.6951,82.8348,475.4207,374.5702,356.3105,427.233,428.4958,360.7437,433.19,387.582,402.1156,326.2353,344.4617,316.8645,327.4835,507.1815,429.2652,344.8337,372.9383,340.5005,405.5466,339.2414,322.0391,256.358,355.6941,203.9766,384.8809,303.1082,394.9685,353.3256,589.091,287.4426,303.0486,498.5117,471.7977,203.4018
Mycgr3G98957,187.6951,189.9086,131.4174,116.6232,177.103,154.5924,176.7988,179.197,49.9925,151.6419,165.6695,75.1184,69.8018,66.9432,82.4686,120.2115,172.2416,271.6615,161.178,123.5508,172.6797,153.5681,207.3721,183.7378,76.6369,67.3357,205.6348,106.2562,109.4027,111.9607,97.59,107.774,160.702,187.6496,157.5009,233.7303,192.6421,174.1045,94.3815,120.8392,161.538,126.889,149.0648,103.4727,223.742
Mycgr3G98958,32.2026,30.992,17.2351,44.5912,19.8355,18.8815,67.0616,20.0193,66.2063,39.1883,34.5145,59.304,77.6668,75.581,49.2521,38.7779,25.2942,31.8162,29.1091,25.3241,20.8116,12.7973,59.1702,13.5823,68.8871,61.2143,88.5811,50.0029,68.8376,42.2963,42.9861,55.8116,32.523,68.6182,116.1892,44.9765,16.1658,57.7032,30.2505,42.9909,66.5156,57.37,48.8737,35.1238,49.2447
Mycgr3G98959,2221.059,2541.3463,1386.7053,2191.1445,2266.2101,1596.0782,933.9854,2299.7756,576.9405,558.8599,1069.9489,657.2864,692.1192,796.8399,626.532,546.7684,1724.2222,2024.0006,1502.8908,1340.6411,1722.8598,1867.8782,1411.2362,1962.637,702.6487,648.8714,512.5052,581.2838,701.8981,615.7839,521.6418,1504.3459,1283.7031,660.9748,765.5578,606.0768,552.3305,684.4794,698.181,639.0533,522.6229,720.8373,692.7847,739.4978,358.6295
Mycgr3G98961,300.4042,301.348,312.3857,369.0782,384.6677,344.5877,458.4576,387.6904,363.459,364.622,324.4361,232.2742,389.317,375.7457,229.0793,371.2984,386.0379,433.19,399.4412,398.2786,428.0432,468.7025,446.8177,386.3399,376.296,316.0187,376.4699,683.3731,467.1125,318.466,781.8818,409.9262,433.6404,413.1093,334.3667,499.1654,594.092,517.3391,243.2138,534.481,793.4366,455.5854,450.8599,329.404,1163.6725
Mycgr3G98975,155.9526,214.3066,122.7999,195.5154,220.3161,189.4052,75.5967,168.4549,194.5654,95.4151,379.6593,180.8773,205.4729,82.0594,301.2393,154.1422,117.4374,137.0545,132.069,119.7138,158.0554,148.2358,162.5797,127.8996,310.8532,242.5616,253.089,325.0189,239.7025,297.3179,282.3139,182.1894,179.8332,310.8822,154.919,352.4388,377.2013,256.6798,277.0944,214.9543,570.1341,340.1704,442.307,210.7426,408.9447
Mycgr3G98983,163.7732,187.271,61.759,126.9135,165.7684,99.718,39.0177,157.2246,16.2138,39.1883,48.3203,13.8376,17.6962,15.1162,49.2521,41.6862,136.7092,107.6856,112.6629,111.2724,116.9947,135.4385,136.5891,118.8448,70.6093,37.4937,12.6544,106.2562,6.1462,23.6362,33.6918,146.2648,154.325,61.6163,111.0252,57.5109,32.3315,38.8004,56.8709,51.1243,38.0089,45.2211,41.5426,93.0305,23.5518
Mycgr3G99007,5283.9859,3711.1305,2678.6178,2708.4027,3318.2019,2578.5071,2831.2196,4296.3324,2317.2202,2308.7047,2788.7701,2396.8716,2270.033,2243.6767,2064.0049,2201.6155,3603.8232,4787.1162,3895.7646,2580.7534,4253.4331,4335.6316,3402.5612,4519.8753,871.4222,1154.6544,1029.7558,1281.3245,813.7592,793.6771,1038.6364,1665.3654,1816.8257,1592.2212,1816.4247,1213.6282,833.8843,1637.5771,947.445,879.5697,579.6363,880.7984,711.1123,952.139,653.0269
Mycgr3G99020,560.3252,609.9495,387.071,411.6114,444.1743,371.7299,375.5451,497.5523,410.7492,432.7756,303.7274,330.1258,376.5364,228.9025,327.5835,303.4371,446.2622,411.1634,493.7762,383.6981,408.9191,370.0564,408.6613,449.7238,335.8248,361.9294,200.8894,331.2693,253.2242,276.1698,391.5218,436.8697,378.7976,254.8674,361.4776,297.8772,381.2427,377.0606,324.2851,319.5267,555.8807,377.9671,395.877,394.9051,195.9081
Mycgr3G99023,82.8067,114.7364,132.1356,152.9822,108.387,218.9076,193.869,81.5419,375.6194,350.9913,200.184,359.7778,458.1357,267.7728,286.3492,369.3595,119.2442,144.3967,120.2097,158.851,133.3065,106.1113,142.672,100.7351,440.0165,299.1848,384.3789,202.0951,372.4608,333.3941,310.1968,216.1896,192.5874,222.6589,243.9974,177.694,219.585,173.1096,235.9537,477.5471,299.3204,366.4931,241.9248,208.844,407.8742
Mycgr3G99027,365.2694,424.6567,286.5331,391.0308,393.1687,356.9787,253.6148,378.4132,524.2457,519.6715,124.2521,378.5574,442.4057,310.9619,463.8857,378.0846,357.7325,217.8187,250.1224,264.7517,298.1116,339.6627,287.003,361.4391,180.8287,370.3464,235.6891,420.8578,329.4373,308.514,304.3879,419.5489,345.6369,278.6737,242.7064,169.5835,292.331,248.7207,277.0944,257.9452,230.4292,323.9718,285.9111,303.7732,269.775
Mycgr3G99032,281.0827,326.4054,384.1985,246.2808,242.9853,262.5711,368.2292,297.8478,386.4286,357.8066,158.7666,344.9518,469.9332,531.2266,412.3428,419.7708,353.5168,354.8731,374.6446,405.1852,276.7375,249.5481,428.016,309.3738,665.6219,749.875,873.157,1064.6452,623.2265,695.4004,1088.5932,763.3994,747.392,1324.7504,938.5507,1221.7387,1652.95,1210.7724,1026.0962,1110.7909,1382.5751,963.8161,711.1123,936.9503,1359.5806
Mycgr3G99044,15680.3638,15980.6764,13958.2557,15263.9212,16524.419,13047.7178,15611.9446,17704.8544,9959.3177,9929.9861,13322.59,9758.4795,8548.2619,10598.6191,9912.2634,9641.1563,13881.7055,17675.1295,14152.4014,11768.0204,17453.0252,18049.0463,12420.2056,19297.7549,6515.0004,7905.0595,10798.9907,9538.0545,10116.6744,10248.1375,9377.9341,12849.4875,15710.5366,9816.5966,11026.3565,10082.8467,8621.744,10454.2287,9348.6076,7841.7652,7098.1692,8413.143,6682.2563,6166.5952,7400.6145
Mycgr3G99059,743.4199,704.9038,499.8171,545.385,577.3558,466.1374,419.4399,687.003,309.4131,274.3184,400.368,392.3951,405.047,533.3861,420.3606,336.3983,724.4986,643.6664,701.8522,603.1734,718.2801,708.6526,659.7197,686.6589,481.3488,500.4268,347.9974,381.2722,378.607,388.1305,358.9918,559.3986,651.736,442.5171,489.2857,508.7506,471.5016,417.8508,545.7186,488.0044,299.3204,446.1362,630.4707,451.8626,441.0608
Mycgr3G99061,489.4794,334.3183,514.1797,323.1149,281.948,281.4526,1036.4068,685.0499,366.1613,291.3568,241.6014,375.5922,270.3591,662.9536,377.9809,365.4817,319.1889,758.6943,441.4876,270.1235,436.4803,388.7192,671.3326,386.3399,241.105,288.4723,455.5602,1881.3594,264.2874,240.0935,1388.3339,352.1901,340.5353,726.7922,435.0641,891.4195,924.1432,524.3032,348.4855,346.2507,1553.6154,199.1077,443.5288,225.9313,1243.9627
Mycgr3G99069,235.999,218.263,231.2372,256.5711,180.6451,252.5403,223.1323,225.5831,212.1304,218.0917,41.4174,225.3553,203.5066,310.9619,243.9695,132.8143,223.4322,190.8973,211.8494,201.0578,205.3032,245.8155,186.3584,219.5799,167.0513,231.0839,183.4895,147.9253,221.2638,208.9933,178.915,285.4729,279.9531,268.8711,326.6208,301.5638,218.2379,216.8845,249.2639,221.9258,64.1401,266.6018,185.7201,228.7792,198.0491
Mycgr3G99072,17.4814,36.2673,18.6713,11.6623,23.3776,23.0118,23.1667,18.5545,49.9925,0.0,62.1261,15.8144,28.5106,75.581,1.1454,10.6639,16.8628,53.8428,26.9528,21.4871,27.5613,13.3306,30.4146,24.9008,46.4988,30.6071,41.127,108.3396,23.3556,41.0523,46.4714,52.604,29.3345,98.0259,19.3649,69.3081,52.5388,23.8772,8.4701,33.6955,87.8957,55.3452,54.9829,68.349,174.4973
Mycgr3G99074,897.0723,954.1588,524.9516,973.4609,1007.3619,641.9716,336.5274,926.2578,172.947,189.1264,144.9608,139.3645,77.6668,235.3809,135.1568,111.4865,779.9049,660.7982,733.1175,555.5948,847.6493,992.327,574.0059,950.7584,168.7735,114.7768,139.1989,187.5109,242.161,180.3812,128.9582,309.8503,433.6404,124.633,265.9442,184.3299,110.4661,242.7514,169.4027,92.9532,73.6423,107.3157,135.6245,63.6025,194.8375
Mycgr3G99090,80.5065,128.5839,244.1636,207.1777,196.2301,323.346,197.5269,168.4549,4.0534,61.3383,62.1261,37.5592,10.8144,38.8702,0.0,31.0223,414.3433,327.9517,229.0992,656.1237,392.6073,303.9368,225.0678,235.8032,39.6101,15.3036,83.8357,22.918,35.6481,24.8802,23.2357,402.2281,245.517,100.8267,167.8289,72.9946,122.5904,161.171,183.9229,126.6487,23.7556,257.8276,41.5426,160.4302,27.8339
Mycgr3G99098,490.3995,484.6626,448.1119,477.4692,457.6342,400.6422,464.5541,437.9827,239.1533,415.7372,345.1448,288.613,257.5785,384.3835,274.8952,338.3372,507.691,310.8199,467.9014,377.5589,567.5369,557.2174,443.4998,490.4706,455.5162,341.2696,257.8344,504.196,373.69,363.2503,456.5818,465.7378,529.9341,455.1204,369.2235,436.4933,572.5377,413.8713,329.1252,543.7763,608.143,411.0392,530.2796,399.6516,412.1563
Mycgr3G99101,56.5846,69.8969,81.8666,50.0794,63.7571,80.2464,70.7195,79.1006,47.2902,88.5997,0.0,70.1764,57.0212,71.2621,77.887,73.678,75.8826,44.0532,81.3976,73.67,53.9976,53.8555,84.0548,58.4792,88.6922,43.6152,39.5452,66.6705,89.7348,55.9804,75.5161,109.6986,65.0461,95.2252,83.9144,83.3171,138.7562,126.3501,110.1117,101.0866,49.8867,74.2435,116.075,151.8866,101.7009
Mycgr3G99102,66.7054,66.5999,127.8268,57.6256,48.8804,49.564,79.2546,75.6826,58.0994,64.746,48.3203,92.9097,120.9242,174.9161,81.3232,53.3196,37.3391,34.2636,43.1246,32.2306,47.8103,41.0581,54.1932,43.7651,155.8571,62.7446,85.4175,50.0029,110.6319,121.9128,75.5161,45.5474,40.8132,50.4133,34.8568,80.3678,68.7045,85.5599,52.0308,132.4583,266.0626,39.1466,168.6143,82.5883,119.9
Mycgr3G99108,237.8392,239.364,233.3916,317.6268,318.7854,254.3104,321.8958,244.1375,206.7258,359.5105,69.029,281.6942,250.6966,144.6837,239.3879,252.0564,218.6143,293.6881,333.1372,302.3541,304.2988,241.0165,371.0578,244.4807,413.3228,292.2982,460.3056,456.2765,344.1882,394.3505,462.3907,407.3602,462.3372,292.6774,482.8307,275.0202,303.1082,380.0452,436.8169,354.3841,463.2339,311.1479,337.2285,290.4831,404.6626
Mycgr3G99117,42.7834,54.0712,33.0339,46.6493,63.7571,48.9739,32.9212,46.8744,40.5345,17.0384,13.8058,93.8981,57.0212,36.7108,46.9613,82.403,78.8939,34.2636,63.6087,52.1829,61.3097,69.8521,51.9813,69.7977,59.4152,92.5866,74.3449,62.5036,60.2329,67.1764,74.3543,110.9816,102.033,86.823,196.2307,67.0961,126.6319,142.2682,60.501,120.8392,204.298,111.3653,128.2935,126.2557,102.7714
Mycgr3G99122,315.1254,230.7917,382.0441,288.128,335.7873,398.282,329.2116,289.0588,594.5055,570.7868,793.8331,651.356,530.8869,559.2996,510.8469,577.7908,305.3373,531.086,378.957,421.3005,356.6089,356.1926,409.2143,376.9078,665.6219,598.3696,703.9037,625.0363,484.322,666.7883,686.6153,505.5115,621.1261,520.9378,549.9623,650.316,614.2993,620.8069,590.4893,883.0555,536.8763,788.3314,656.1294,711.0191,672.2965
Mycgr3G99123,420.9339,456.3082,401.4336,472.667,432.1313,404.1825,310.922,410.1511,603.9635,586.1214,289.9216,627.6344,765.8535,483.7186,650.5853,553.5546,481.7945,469.901,397.285,460.4377,397.6696,426.5779,379.3527,445.5737,447.7663,540.216,495.1053,464.6103,501.5314,381.9104,460.0671,421.4735,348.8254,480.3271,193.6487,415.8483,402.7971,312.3932,333.9653,347.4126,565.383,409.6894,301.7951,434.7753,387.534
Mycgr3G99124,1313.4059,1401.8947,2489.7501,2750.2499,2599.8721,2507.7014,1963.0765,1474.5907,3226.5433,3697.3353,3327.196,2821.8838,2763.5612,2206.9659,2869.2188,3513.2781,1469.4734,1206.5687,1879.6916,2220.0771,2307.2709,2115.2934,1425.614,1817.005,1666.2075,2212.8963,2611.562,541.6982,2776.8612,3156.0482,1261.6993,2622.5015,2830.779,1244.9293,2486.4492,1130.3111,1068.288,2021.6019,1259.6299,1204.906,539.2518,1588.1368,540.0544,926.5081,545.9733
Mycgr3G99129,1815.7663,1854.9058,1177.0119,1764.4407,1788.7404,1603.7488,1065.6701,1849.0977,495.8716,649.1635,317.5332,938.9806,805.1784,526.9077,580.7161,577.7908,2140.3723,1527.1782,1629.0301,1403.5676,1699.2358,1832.1523,1429.4849,1812.8548,675.955,572.3535,251.5072,697.9572,529.804,568.5116,728.4396,1218.873,1377.446,929.846,946.2966,729.9465,708.5996,772.0291,634.05,587.9291,983.4813,594.6233,615.8086,600.9013,464.6126
Mycgr3G99130,3262.5829,2700.9222,2793.5183,2150.6693,2341.3018,2171.9644,3190.9137,2825.6479,2294.2506,2526.7964,1856.8791,2173.493,1846.3066,2083.8768,2038.8062,2143.4486,2157.8373,2655.43,2619.8168,1944.5819,2247.0861,2432.0275,2804.2236,2654.2006,1407.0196,1828.0115,2432.8179,1702.1823,2124.1328,2362.3711,2451.3678,1882.1965,2582.7112,2425.4416,2762.7213,2246.6131,2137.9231,2705.0864,1690.3967,2178.5909,2582.2322,1296.5622,2040.4769,1733.4056,1683.9529
Mycgr3G99133,97.0678,113.4176,198.9215,124.8554,114.0543,184.0948,286.536,130.3694,302.6573,119.2689,303.7274,123.5501,173.0298,328.2376,217.6254,159.9589,134.9025,68.5272,142.8501,141.9683,137.2438,162.6328,195.7593,127.5224,257.4657,231.0839,319.5248,327.1024,276.5798,318.466,213.7686,251.4727,212.3563,161.0426,236.2514,241.1035,278.8595,177.0891,233.5337,181.2588,173.4158,273.3512,263.918,204.0976,464.6126
Mycgr3G99145,816.1058,864.4798,1044.8764,884.2784,945.0216,928.7346,960.8101,836.4152,1217.3851,1495.9725,1346.0648,1268.118,1389.154,874.5804,1360.7313,1386.31,904.5693,903.0909,926.6389,855.6467,967.4564,911.2771,883.1286,865.8693,1252.0236,1102.6223,1066.1374,1375.0799,1262.4331,1037.5026,1128.0939,703.0973,765.8855,901.8385,684.2254,1002.0175,843.3143,731.2389,917.1945,982.9802,707.9165,881.4733,933.4876,932.2039,900.3207
Mycgr3G99148,242.4395,174.7423,302.3319,205.1197,220.3161,175.8341,304.8255,229.001,239.1533,165.2726,89.7377,201.6337,190.726,239.6998,282.913,273.3842,183.0819,232.5031,239.3413,261.6821,176.0546,163.1661,170.3216,145.632,102.4696,237.2053,109.1446,64.5871,194.2205,118.1808,170.7825,135.3591,141.5708,193.2511,117.4802,114.2846,193.9892,194.0022,130.6821,177.773,111.6513,88.4173,107.5221,163.2781,65.3027
Mycgr3G99159,22895.1252,22171.8285,14509.778,26795.8994,30946.2711,20839.8836,13255.0336,27517.2304,5851.8254,6578.5306,10071.3258,8396.4635,5851.5532,5517.4148,7146.1302,6776.4386,22042.7029,22173.4524,24398.257,21296.0114,33084.7575,31902.6984,20039.8856,27018.5169,9225.7089,7150.5934,8236.4647,6467.0427,9345.9387,9369.8679,6660.5173,20004.2721,24825.2751,7486.3803,12752.4118,7528.7713,8648.6869,12577.3086,9652.3224,7942.8518,5995.91,9945.2596,9375.1971,7289.6066,7424.1663
Mycgr3G99161,4034.5252,3613.5385,2844.5054,4311.629,4653.5586,3894.9028,3711.5557,3998.9729,4683.0817,5203.5308,5322.1331,4855.024,3643.457,4683.8641,5480.7234,5166.1862,4637.2725,4713.6942,5532.3416,4372.6234,6559.0166,6735.1326,4614.1672,5823.7726,4987.4282,3763.9132,5461.9767,5150.2994,5183.72,5401.4825,4591.377,6073.1951,8733.3901,5032.9313,4916.0948,5978.188,5822.3715,6295.6185,3909.5717,3899.3871,4891.2753,4011.8509,5528.8371,3554.146,5393.3597
Mycgr3G99166,99.368,58.687,208.9753,148.8661,87.1347,153.4123,490.1595,105.9557,390.482,412.3296,441.7854,461.5831,378.5027,373.5862,377.9809,340.2761,117.4374,183.5551,181.1231,186.4773,151.8681,132.2392,228.3858,108.6581,197.1894,237.9705,316.3612,768.7947,227.4101,323.4421,500.7296,160.378,223.835,455.1204,311.1289,424.6961,490.3617,351.1936,256.524,391.5654,247.0581,242.3039,377.5493,169.9231,535.2679
Mycgr3G99173,26.6822,46.1583,31.5976,41.1611,20.5439,34.2227,2.4386,35.6441,44.5879,34.0768,0.0,18.7796,9.8312,0.0,4.5816,9.6945,16.8628,14.6844,8.0859,10.7435,7.3122,13.8638,10.5069,19.2415,8.6109,7.6518,20.5635,0.0,12.2924,19.9041,22.0739,33.3586,12.1164,5.6015,5.164,28.7555,14.8186,12.9335,9.6802,17.4287,0.0,20.2482,53.7611,3.7972,19.2696
Mycgr3G99175,1835.0879,1604.9914,443.8032,1271.1931,1400.5306,768.2417,543.8088,1790.0164,172.947,206.1648,400.368,312.3346,179.9117,278.5701,138.593,122.1504,1339.9911,1539.4152,1081.8873,771.2332,1425.8732,1467.9614,1061.1921,1644.963,906.7269,333.6178,224.6165,829.2149,309.7694,277.4138,407.7868,1189.3634,1169.5537,716.9897,515.1055,661.3758,813.6771,464.6103,663.0905,388.0797,622.3964,885.5229,549.8291,564.8282,388.6045
