T,Dose,Replicate,Time,Oxygen,Well
27,Control,B,2542.83,6.16,D2
27,Control,B,2543.83,6.17,D2
27,Control,B,2544.83,6.17,D2
27,Control,B,2545.83,6.16,D2
27,Control,B,2546.83,6.15,D2
27,Control,B,2547.83,6.15,D2
27,Control,B,2548.83,6.15,D2
27,Control,B,2549.83,6.15,D2
27,Control,B,2550.85,6.14,D2
27,Control,B,2551.85,6.16,D2
27,Control,B,2552.85,6.14,D2
27,Control,B,2553.85,6.13,D2
27,Control,B,2554.85,6.12,D2
27,Control,B,2555.85,6.13,D2
27,Control,B,2556.85,6.13,D2
27,Control,B,2557.85,6.12,D2
27,Control,B,2558.87,6.12,D2
27,Control,B,2559.87,6.1,D2
27,Control,B,2560.87,6.1,D2
27,Control,B,2561.87,6.1,D2
27,Control,B,2562.87,6.1,D2
27,Control,B,2563.87,6.1,D2
27,Control,B,2564.88,6.1,D2
27,Control,B,2565.88,6.06,D2
27,Control,B,2566.88,6.07,D2
27,Control,B,2567.88,6.07,D2
27,Control,B,2568.88,6.05,D2
27,Control,B,2569.88,6.06,D2
27,Control,B,2570.88,6.05,D2
27,Control,B,2571.88,6.04,D2
27,Control,B,2572.88,6.04,D2
27,Control,B,2573.88,6.04,D2
27,Control,B,2574.88,6.04,D2
27,Control,B,2575.9,6.03,D2
27,Control,B,2576.9,6.03,D2
27,Control,B,2577.9,6.03,D2
27,Control,B,2578.9,6.02,D2
27,Control,B,2579.9,6.01,D2
27,Control,B,2580.9,6.03,D2
27,Control,B,2581.9,6.01,D2
27,Control,B,2582.9,6.01,D2
27,Control,B,2583.92,6.01,D2
27,Control,B,2584.92,6.0,D2
27,Control,B,2585.92,5.99,D2
27,Control,B,2586.92,6.0,D2
27,Control,B,2587.92,5.99,D2
27,Control,B,2588.92,5.98,D2
27,Control,B,2589.92,5.96,D2
27,Control,B,2590.92,5.97,D2
27,Control,B,2591.92,5.96,D2
27,Control,B,2592.92,5.96,D2
27,Control,B,2593.93,5.95,D2
27,Control,B,2594.93,5.95,D2
27,Control,B,2595.93,5.95,D2
27,Control,B,2596.93,5.92,D2
27,Control,B,2597.93,5.91,D2
27,Control,B,2598.93,5.92,D2
27,Control,B,2599.93,5.93,D2
27,Control,B,2600.93,5.92,D2
27,Control,B,2601.93,5.9,D2
27,Control,B,2602.93,5.9,D2
27,Control,B,2603.95,5.9,D2
27,Control,B,2604.95,5.9,D2
27,Control,B,2605.95,5.91,D2
27,Control,B,2606.95,5.89,D2
27,Control,B,2607.95,5.88,D2
27,Control,B,2608.95,5.89,D2
27,Control,B,2609.95,5.89,D2
27,Control,B,2610.95,5.88,D2
27,Control,B,2611.97,5.89,D2
27,Control,B,2612.97,5.87,D2
27,Control,B,2613.97,5.87,D2
27,Control,B,2614.97,5.86,D2
27,Control,B,2615.97,5.87,D2
27,Control,B,2616.97,5.86,D2
27,Control,B,2617.97,5.87,D2
27,Control,B,2618.97,5.84,D2
27,Control,B,2619.98,5.85,D2
27,Control,B,2620.98,5.85,D2
27,Control,B,2621.98,5.85,D2
27,Control,B,2622.98,5.84,D2
27,Control,B,2623.98,5.83,D2
27,Control,B,2624.98,5.83,D2
27,Control,B,2626.0,5.83,D2
27,Control,B,2627.0,5.82,D2
27,Control,B,2628.0,5.82,D2
27,Control,B,2629.0,5.82,D2
27,Control,B,2630.0,5.82,D2
27,Control,B,2631.0,5.81,D2
27,Control,B,2632.0,5.81,D2
27,Control,B,2633.0,5.82,D2
27,Control,B,2634.0,5.82,D2
27,Control,B,2635.0,5.81,D2
27,Control,B,2636.02,5.81,D2
27,Control,B,2637.02,5.81,D2
27,Control,B,2638.02,5.82,D2
27,Control,B,2639.02,5.8,D2
27,Control,B,2640.02,5.8,D2
27,Control,B,2641.02,5.8,D2
27,Control,B,2642.02,5.79,D2
27,Control,B,2643.03,5.8,D2
27,Control,B,2644.05,5.8,D2
27,Control,B,2645.05,5.79,D2
27,Control,B,2646.05,5.79,D2
27,Control,B,2647.05,5.77,D2
27,Control,B,2648.05,5.79,D2
27,Control,B,2649.05,5.77,D2
27,Control,B,2650.05,5.79,D2
27,Control,B,2651.05,5.79,D2
27,Control,B,2652.05,5.77,D2
27,Control,B,2653.05,5.79,D2
27,Control,B,2654.05,5.77,D2
27,Control,B,2655.07,5.76,D2
27,Control,B,2656.07,5.76,D2
27,Control,B,2657.07,5.77,D2
27,Control,B,2658.07,5.76,D2
27,Control,B,2659.07,5.75,D2
27,Control,B,2660.08,5.77,D2
27,Control,B,2661.08,5.77,D2
27,Control,B,2662.08,5.76,D2
27,Control,B,2663.1,5.75,D2
27,Control,B,2664.1,5.76,D2
27,Control,B,2665.1,5.75,D2
27,Control,B,2666.1,5.76,D2
27,Control,B,2667.1,5.75,D2
27,Control,B,2668.1,5.75,D2
27,Control,B,2669.1,5.75,D2
27,Control,B,2670.1,5.74,D2
27,Control,B,2671.12,5.74,D2
27,Control,B,2672.12,5.74,D2
27,Control,B,2673.12,5.73,D2
27,Control,B,2674.12,5.74,D2
27,Control,B,2675.12,5.73,D2
27,Control,B,2676.12,5.74,D2
27,Control,B,2677.12,5.73,D2
27,Control,B,2678.12,5.73,D2
27,Control,B,2679.13,5.73,D2
27,Control,B,2680.13,5.73,D2
27,Control,B,2681.13,5.72,D2
27,Control,B,2682.15,5.72,D2
27,Control,B,2683.15,5.72,D2
27,Control,B,2684.15,5.72,D2
27,Control,B,2685.17,5.72,D2
27,Control,B,2686.17,5.71,D2
27,Control,B,2687.17,5.71,D2
27,Control,B,2688.17,5.71,D2
27,Control,B,2689.17,5.7,D2
27,Control,B,2690.17,5.71,D2
27,Control,B,2691.17,5.71,D2
27,Control,B,2692.18,5.7,D2
27,Control,B,2693.18,5.7,D2
27,Control,B,2694.18,5.71,D2
27,Control,B,2695.18,5.7,D2
27,Control,B,2696.18,5.7,D2
27,Control,B,2697.18,5.69,D2
27,Control,B,2698.18,5.69,D2
27,Control,B,2699.18,5.7,D2
27,Control,B,2700.18,5.69,D2
27,Control,B,2701.18,5.7,D2
27,Control,B,2702.2,5.68,D2
27,Control,B,2703.2,5.69,D2
27,Control,B,2704.2,5.67,D2
27,Control,B,2705.2,5.67,D2
27,Control,B,2706.2,5.68,D2
27,Control,B,2707.22,5.67,D2
27,Control,B,2708.22,5.67,D2
27,Control,B,2709.22,5.68,D2
27,Control,B,2710.22,5.65,D2
27,Control,B,2711.22,5.68,D2
27,Control,B,2712.22,5.68,D2
27,Control,B,2713.22,5.67,D2
27,Control,B,2714.22,5.67,D2
27,Control,B,2715.22,5.66,D2
27,Control,B,2716.22,5.66,D2
27,Control,B,2717.22,5.65,D2
27,Control,B,2718.22,5.64,D2
27,Control,B,2719.22,5.65,D2
27,Control,B,2720.22,5.64,D2
27,Control,B,2721.22,5.64,D2
27,Control,B,2722.22,5.65,D2
27,Control,B,2723.22,5.64,D2
27,Control,B,2724.22,5.65,D2
27,Control,B,2725.22,5.63,D2
27,Control,B,2726.22,5.63,D2
27,Control,B,2727.22,5.63,D2
27,Control,B,2728.22,5.62,D2
27,Control,B,2729.22,5.62,D2
27,Control,B,2730.23,5.62,D2
27,Control,B,2731.23,5.62,D2
27,Control,B,2732.23,5.63,D2
27,Control,B,2733.23,5.59,D2
27,Control,B,2734.25,5.62,D2
27,Control,B,2735.25,5.57,D2
27,Control,B,2736.25,5.59,D2
27,Control,B,2737.27,5.58,D2
27,Control,B,2738.27,5.59,D2
27,Control,B,2739.27,5.58,D2
27,Control,B,2740.27,5.6,D2
27,Control,B,2741.27,5.59,D2
27,Control,B,2742.27,5.62,D2
27,Control,B,2743.27,5.62,D2
27,Control,B,2744.28,5.6,D2
27,Control,B,2745.28,5.62,D2
27,Control,B,2746.28,5.62,D2
27,Control,B,2747.28,5.6,D2
27,Control,B,2748.28,5.6,D2
27,Control,B,2749.28,5.63,D2
27,Control,B,2750.28,5.62,D2
27,Control,B,2751.28,5.62,D2
27,Control,B,2752.28,5.62,D2
27,Control,B,2753.28,5.63,D2
27,Control,B,2754.3,5.63,D2
27,Control,B,2755.3,5.62,D2
27,Control,B,2756.3,5.62,D2
27,Control,B,2757.3,5.63,D2
27,Control,B,2758.3,5.63,D2
27,Control,B,2759.3,5.63,D2
27,Control,B,2760.3,5.63,D2
27,Control,B,2761.32,5.62,D2
27,Control,B,2762.32,5.6,D2
27,Control,B,2763.32,5.6,D2
27,Control,B,2764.32,5.6,D2
27,Control,B,2765.32,5.59,D2
27,Control,B,2766.33,5.59,D2
27,Control,B,2767.33,5.6,D2
27,Control,B,2768.33,5.59,D2
27,Control,B,2769.35,5.59,D2
27,Control,B,2770.35,5.6,D2
27,Control,B,2771.35,5.59,D2
27,Control,B,2772.35,5.58,D2
27,Control,B,2773.35,5.58,D2
27,Control,B,2774.35,5.57,D2
27,Control,B,2775.35,5.57,D2
27,Control,B,2776.35,5.57,D2
27,Control,B,2777.35,5.56,D2
27,Control,B,2778.35,5.55,D2
27,Control,B,2779.35,5.55,D2
27,Control,B,2780.35,5.54,D2
27,Control,B,2781.35,5.55,D2
27,Control,B,2782.35,5.55,D2
27,Control,B,2783.35,5.52,D2
27,Control,B,2784.35,5.53,D2
27,Control,B,2785.37,5.53,D2
27,Control,B,2786.37,5.51,D2
27,Control,B,2787.37,5.51,D2
27,Control,B,2788.38,5.5,D2
27,Control,B,2789.38,5.51,D2
27,Control,B,2790.38,5.5,D2
27,Control,B,2791.38,5.48,D2
27,Control,B,2792.38,5.5,D2
27,Control,B,2793.38,5.47,D2
27,Control,B,2794.38,5.47,D2
27,Control,B,2795.4,5.47,D2
27,Control,B,2796.4,5.46,D2
27,Control,B,2797.4,5.46,D2
27,Control,B,2798.4,5.47,D2
27,Control,B,2799.4,5.43,D2
27,Control,B,2800.4,5.43,D2
27,Control,B,2801.4,5.43,D2
27,Control,B,2802.4,5.42,D2
27,Control,B,2803.42,5.42,D2
27,Control,B,2804.42,5.4,D2
27,Control,B,2805.42,5.4,D2
27,Control,B,2806.42,5.38,D2
27,Control,B,2807.42,5.37,D2
27,Control,B,2808.42,5.39,D2
27,Control,B,2809.42,5.36,D2
27,Control,B,2810.43,5.37,D2
27,Control,B,2811.43,5.36,D2
27,Control,B,2812.43,5.34,D2
27,Control,B,2813.43,5.34,D2
27,Control,B,2814.43,5.34,D2
27,Control,B,2815.43,5.32,D2
27,Control,B,2816.43,5.31,D2
27,Control,B,2817.43,5.3,D2
27,Control,B,2818.43,5.3,D2
27,Control,B,2819.43,5.29,D2
27,Control,B,2820.43,5.28,D2
27,Control,B,2821.45,5.26,D2
27,Control,B,2822.45,5.26,D2
27,Control,B,2823.45,5.25,D2
27,Control,B,2824.45,5.25,D2
27,Control,B,2825.45,5.24,D2
27,Control,B,2826.45,5.22,D2
27,Control,B,2827.45,5.22,D2
27,Control,B,2828.45,5.21,D2
27,Control,B,2829.45,5.19,D2
27,Control,B,2830.45,5.19,D2
27,Control,B,2831.45,5.17,D2
27,Control,B,2832.47,5.16,D2
27,Control,B,2833.47,5.16,D2
27,Control,B,2834.47,5.13,D2
27,Control,B,2835.47,5.13,D2
27,Control,B,2836.47,5.11,D2
27,Control,B,2837.47,5.12,D2
27,Control,B,2838.47,5.1,D2
27,Control,B,2839.47,5.09,D2
27,Control,B,2840.47,5.09,D2
27,Control,B,2841.48,5.07,D2
27,Control,B,2842.48,5.06,D2
27,Control,B,2843.48,5.05,D2
27,Control,B,2844.48,5.04,D2
27,Control,B,2845.48,5.03,D2
27,Control,B,2846.48,5.01,D2
27,Control,B,2847.48,5.02,D2
27,Control,B,2848.48,5.0,D2
27,Control,B,2849.48,5.0,D2
27,Control,B,2850.48,4.98,D2
27,Control,B,2851.48,4.98,D2
27,Control,B,2852.5,4.97,D2
27,Control,B,2853.5,4.96,D2
27,Control,B,2854.5,4.95,D2
27,Control,B,2855.5,4.92,D2
27,Control,B,2856.5,4.92,D2
27,Control,B,2857.5,4.91,D2
27,Control,B,2858.5,4.9,D2
27,Control,B,2859.5,4.89,D2
27,Control,B,2860.5,4.89,D2
27,Control,B,2861.52,4.87,D2
27,Control,B,2862.52,4.85,D2
27,Control,B,2863.52,4.84,D2
27,Control,B,2864.52,4.82,D2
27,Control,B,2865.52,4.82,D2
27,Control,B,2866.52,4.81,D2
27,Control,B,2867.52,4.79,D2
27,Control,B,2868.52,4.78,D2
27,Control,B,2869.53,4.77,D2
27,Control,B,2870.53,4.77,D2
27,Control,B,2871.53,4.75,D2
27,Control,B,2872.53,4.74,D2
27,Control,B,2873.53,4.7,D2
27,Control,B,2874.53,4.72,D2
27,Control,B,2875.53,4.76,D2
27,Control,B,2876.53,4.76,D2
27,Control,B,2877.53,4.79,D2
27,Control,B,2878.53,4.8,D2
27,Control,B,2879.55,4.83,D2
27,Control,B,2880.55,4.83,D2
27,Control,B,2881.55,4.85,D2
27,Control,B,2882.55,4.85,D2
27,Control,B,2883.55,4.89,D2
27,Control,B,2884.55,4.9,D2
27,Control,B,2885.55,4.91,D2
27,Control,B,2886.55,4.92,D2
27,Control,B,2887.55,4.93,D2
27,Control,B,2888.55,4.92,D2
27,Control,B,2889.55,4.94,D2
27,Control,B,2890.55,4.94,D2
27,Control,B,2891.55,4.96,D2
27,Control,B,2892.57,4.95,D2
27,Control,B,2893.57,4.96,D2
27,Control,B,2894.57,4.96,D2
27,Control,B,2895.57,4.98,D2
27,Control,B,2896.57,4.97,D2
27,Control,B,2897.57,4.97,D2
27,Control,B,2898.57,4.98,D2
27,Control,B,2899.57,4.97,D2
27,Control,B,2900.57,4.98,D2
27,Control,B,2901.58,4.98,D2
27,Control,B,2902.58,4.98,D2
27,Control,B,2903.58,4.98,D2
27,Control,B,2904.58,4.99,D2
27,Control,B,2905.58,4.98,D2
27,Control,B,2906.58,4.98,D2
27,Control,B,2907.58,4.97,D2
27,Control,B,2908.58,4.98,D2
27,Control,B,2909.58,4.98,D2
27,Control,B,2910.58,4.97,D2
27,Control,B,2911.58,4.96,D2
27,Control,B,2912.58,4.95,D2
27,Control,B,2913.58,4.95,D2
27,Control,B,2914.58,4.95,D2
27,Control,B,2915.6,4.95,D2
27,Control,B,2916.6,4.94,D2
27,Control,B,2917.6,4.94,D2
27,Control,B,2918.6,4.93,D2
27,Control,B,2919.6,4.92,D2
27,Control,B,2920.6,4.93,D2
27,Control,B,2921.6,4.92,D2
27,Control,B,2922.6,4.9,D2
27,Control,B,2923.6,4.9,D2
27,Control,B,2924.6,4.9,D2
27,Control,B,2925.6,4.89,D2
27,Control,B,2926.6,4.9,D2
27,Control,B,2927.6,4.88,D2
27,Control,B,2928.62,4.89,D2
27,Control,B,2929.62,4.89,D2
27,Control,B,2930.62,4.88,D2
27,Control,B,2931.62,4.85,D2
27,Control,B,2932.62,4.84,D2
27,Control,B,2933.62,4.82,D2
27,Control,B,2934.62,4.82,D2
27,Control,B,2935.62,4.82,D2
27,Control,B,2936.62,4.81,D2
27,Control,B,2937.62,4.82,D2
27,Control,B,2938.63,4.79,D2
27,Control,B,2939.63,4.79,D2
27,Control,B,2940.63,4.78,D2
27,Control,B,2941.63,4.77,D2
27,Control,B,2942.63,4.77,D2
27,Control,B,2943.63,4.77,D2
27,Control,B,2944.63,4.76,D2
27,Control,B,2945.63,4.73,D2
27,Control,B,2946.63,4.72,D2
27,Control,B,2947.65,4.73,D2
27,Control,B,2948.65,4.71,D2
27,Control,B,2949.65,4.69,D2
27,Control,B,2950.65,4.7,D2
27,Control,B,2951.65,4.69,D2
27,Control,B,2952.65,4.67,D2
27,Control,B,2953.65,4.66,D2
27,Control,B,2954.65,4.66,D2
27,Control,B,2955.65,4.65,D2
27,Control,B,2956.65,4.63,D2
27,Control,B,2957.65,4.63,D2
27,Control,B,2958.65,4.6,D2
27,Control,B,2959.65,4.61,D2
27,Control,B,2960.67,4.6,D2
27,Control,B,2961.67,4.58,D2
27,Control,B,2962.67,4.57,D2
27,Control,B,2963.67,4.56,D2
27,Control,B,2964.67,4.55,D2
27,Control,B,2965.67,4.55,D2
27,Control,B,2966.67,4.52,D2
27,Control,B,2967.67,4.53,D2
27,Control,B,2968.67,4.52,D2
27,Control,B,2969.67,4.5,D2
27,Control,B,2970.67,4.49,D2
27,Control,B,2971.67,4.51,D2
27,Control,B,2972.67,4.52,D2
27,Control,B,2973.67,4.55,D2
27,Control,B,2974.68,4.55,D2
27,Control,B,2975.68,4.58,D2
27,Control,B,2976.68,4.59,D2
27,Control,B,2977.68,4.6,D2
27,Control,B,2978.68,4.62,D2
27,Control,B,2979.68,4.62,D2
27,Control,B,2980.68,4.63,D2
27,Control,B,2981.68,4.65,D2
27,Control,B,2982.68,4.65,D2
27,Control,B,2983.68,4.66,D2
27,Control,B,2984.68,4.65,D2
27,Control,B,2985.7,4.65,D2
27,Control,B,2986.7,4.67,D2
27,Control,B,2987.7,4.67,D2
27,Control,B,2988.7,4.69,D2
27,Control,B,2989.7,4.68,D2
27,Control,B,2990.7,4.69,D2
27,Control,B,2991.7,4.69,D2
27,Control,B,2992.7,4.7,D2
27,Control,B,2993.7,4.7,D2
27,Control,B,2994.72,4.7,D2
27,Control,B,2995.72,4.71,D2
27,Control,B,2996.72,4.69,D2
27,Control,B,2997.72,4.69,D2
27,Control,B,2998.72,4.69,D2
27,Control,B,2999.72,4.7,D2
27,Control,B,3000.72,4.69,D2
27,Control,B,3001.72,4.7,D2
27,Control,B,3002.72,4.7,D2
27,Control,B,3003.72,4.69,D2
27,Control,B,3004.72,4.68,D2
27,Control,B,3005.72,4.67,D2
27,Control,B,3006.72,4.68,D2
27,Control,B,3007.73,4.67,D2
27,Control,B,3008.73,4.67,D2
27,Control,B,3009.73,4.66,D2
27,Control,B,3010.73,4.65,D2
27,Control,B,3011.73,4.65,D2
27,Control,B,3012.73,4.64,D2
27,Control,B,3013.73,4.64,D2
27,Control,B,3014.75,4.63,D2
27,Control,B,3015.75,4.62,D2
27,Control,B,3016.75,4.62,D2
27,Control,B,3017.75,4.6,D2
27,Control,B,3018.75,4.6,D2
27,Control,B,3019.75,4.59,D2
27,Control,B,3020.75,4.58,D2
27,Control,B,3021.75,4.58,D2
27,Control,B,3022.75,4.56,D2
27,Control,B,3023.75,4.56,D2
27,Control,B,3024.75,4.56,D2
27,Control,B,3025.77,4.55,D2
27,Control,B,3026.77,4.55,D2
27,Control,B,3027.77,4.52,D2
27,Control,B,3028.77,4.52,D2
27,Control,B,3029.77,4.51,D2
27,Control,B,3030.78,4.51,D2
27,Control,B,3031.78,4.49,D2
27,Control,B,3032.78,4.5,D2
27,Control,B,3033.78,4.46,D2
27,Control,B,3034.78,4.47,D2
27,Control,B,3035.78,4.45,D2
27,Control,B,3036.78,4.45,D2
27,Control,B,3037.78,4.46,D2
27,Control,B,3038.78,4.43,D2
27,Control,B,3039.78,4.42,D2
27,Control,B,3040.78,4.43,D2
27,Control,B,3041.78,4.4,D2
27,Control,B,3042.78,4.39,D2
27,Control,B,3043.78,4.38,D2
27,Control,B,3044.78,4.37,D2
27,Control,B,3045.8,4.37,D2
27,Control,B,3046.8,4.36,D2
27,Control,B,3047.8,4.35,D2
27,Control,B,3048.8,4.32,D2
27,Control,B,3049.8,4.32,D2
27,Control,B,3050.8,4.3,D2
27,Control,B,3051.8,4.3,D2
27,Control,B,3052.8,4.28,D2
27,Control,B,3053.8,4.27,D2
27,Control,B,3054.8,4.27,D2
27,Control,B,3055.8,4.26,D2
27,Control,B,3056.8,4.24,D2
27,Control,B,3057.82,4.25,D2
27,Control,B,3058.82,4.23,D2
27,Control,B,3059.82,4.22,D2
27,Control,B,3060.82,4.21,D2
27,Control,B,3061.82,4.21,D2
27,Control,B,3062.82,4.19,D2
27,Control,B,3063.82,4.16,D2
27,Control,B,3064.82,4.15,D2
27,Control,B,3065.83,4.17,D2
27,Control,B,3066.83,4.19,D2
27,Control,B,3067.83,4.21,D2
27,Control,B,3068.83,4.24,D2
27,Control,B,3069.83,4.25,D2
27,Control,B,3070.83,4.28,D2
27,Control,B,3071.83,4.29,D2
27,Control,B,3072.83,4.3,D2
27,Control,B,3073.83,4.31,D2
27,Control,B,3074.83,4.33,D2
27,Control,B,3075.83,4.33,D2
27,Control,B,3076.83,4.35,D2
27,Control,B,3077.85,4.35,D2
27,Control,B,3078.85,4.35,D2
27,Control,B,3079.85,4.35,D2
27,Control,B,3080.85,4.36,D2
27,Control,B,3081.85,4.38,D2
27,Control,B,3082.85,4.38,D2
27,Control,B,3083.85,4.37,D2
27,Control,B,3084.85,4.37,D2
27,Control,B,3085.85,4.39,D2
27,Control,B,3086.85,4.39,D2
27,Control,B,3087.87,4.39,D2
27,Control,B,3088.87,4.39,D2
27,Control,B,3089.87,4.39,D2
27,Control,B,3090.87,4.39,D2
27,Control,B,3091.87,4.39,D2
27,Control,B,3092.87,4.39,D2
27,Control,B,3093.87,4.39,D2
27,Control,B,3094.87,4.38,D2
27,Control,B,3095.88,4.39,D2
27,Control,B,3096.88,4.38,D2
27,Control,B,3097.88,4.38,D2
27,Control,B,3098.88,4.38,D2
27,Control,B,3099.88,4.37,D2
27,Control,B,3100.88,4.36,D2
27,Control,B,3101.88,4.37,D2
27,Control,B,3102.9,4.36,D2
27,Control,B,3103.9,4.34,D2
27,Control,B,3104.9,4.35,D2
27,Control,B,3105.9,4.36,D2
27,Control,B,3106.92,4.34,D2
27,Control,B,3107.92,4.31,D2
27,Control,B,3108.92,4.3,D2
27,Control,B,3109.92,4.3,D2
27,Control,B,3110.92,4.3,D2
27,Control,B,3111.92,4.3,D2
27,Control,B,3112.92,4.28,D2
27,Control,B,3113.93,4.28,D2
27,Control,B,3114.93,4.27,D2
27,Control,B,3115.93,4.26,D2
27,Control,B,3116.93,4.25,D2
27,Control,B,3117.93,4.24,D2
27,Control,B,3118.93,4.22,D2
27,Control,B,3119.93,4.24,D2
27,Control,B,3120.95,4.23,D2
27,Control,B,3121.95,4.21,D2
27,Control,B,3122.95,4.21,D2
27,Control,B,3123.95,4.19,D2
27,Control,B,3124.95,4.18,D2
27,Control,B,3125.95,4.17,D2
27,Control,B,3126.95,4.17,D2
27,Control,B,3127.95,4.15,D2
27,Control,B,3128.95,4.13,D2
27,Control,B,3129.95,4.12,D2
27,Control,B,3130.97,4.11,D2
27,Control,B,3131.97,4.09,D2
27,Control,B,3132.97,4.09,D2
27,Control,B,3133.97,4.08,D2
27,Control,B,3134.97,4.06,D2
27,Control,B,3135.97,4.05,D2
27,Control,B,3136.97,4.04,D2
27,Control,B,3137.97,4.04,D2
27,Control,B,3138.97,4.02,D2
27,Control,B,3139.98,4.02,D2
27,Control,B,3140.98,4.01,D2
27,Control,B,3141.98,4.0,D2
27,Control,B,3142.98,3.99,D2
27,Control,B,3143.98,3.99,D2
27,Control,B,3144.98,3.97,D2
27,Control,B,3145.98,3.96,D2
27,Control,B,3146.98,3.96,D2
27,Control,B,3147.98,3.94,D2
27,Control,B,3148.98,3.93,D2
27,Control,B,3150.0,3.92,D2
27,Control,B,3151.0,3.91,D2
27,Control,B,3152.0,3.89,D2
27,Control,B,3153.0,3.89,D2
27,Control,B,3154.02,3.87,D2
27,Control,B,3155.02,3.86,D2
27,Control,B,3156.02,3.85,D2
27,Control,B,3157.02,3.85,D2
27,Control,B,3158.02,3.82,D2
27,Control,B,3159.02,3.82,D2
27,Control,B,3160.02,3.81,D2
27,Control,B,3161.03,3.77,D2
27,Control,B,3162.03,3.77,D2
27,Control,B,3163.03,3.76,D2
27,Control,B,3164.03,3.76,D2
27,Control,B,3165.03,3.71,D2
27,Control,B,3166.03,3.74,D2
27,Control,B,3167.03,3.78,D2
27,Control,B,3168.05,3.83,D2
27,Control,B,3169.05,3.84,D2
27,Control,B,3170.05,3.86,D2
27,Control,B,3171.05,3.89,D2
27,Control,B,3172.05,3.89,D2
27,Control,B,3173.05,3.92,D2
27,Control,B,3174.05,3.93,D2
27,Control,B,3175.05,3.94,D2
27,Control,B,3176.05,3.96,D2
27,Control,B,3177.05,3.97,D2
27,Control,B,3178.05,3.98,D2
27,Control,B,3179.05,4.0,D2
27,Control,B,3180.05,4.0,D2
27,Control,B,3181.07,4.0,D2
27,Control,B,3182.07,4.02,D2
27,Control,B,3183.07,4.02,D2
27,Control,B,3184.07,4.04,D2
27,Control,B,3185.07,4.03,D2
27,Control,B,3186.07,4.04,D2
27,Control,B,3187.07,4.04,D2
27,Control,B,3188.07,4.05,D2
27,Control,B,3189.07,4.04,D2
27,Control,B,3190.07,4.05,D2
27,Control,B,3191.08,4.04,D2
27,Control,B,3192.1,4.04,D2
27,Control,B,3193.1,4.04,D2
27,Control,B,3194.1,4.04,D2
27,Control,B,3195.1,4.04,D2
27,Control,B,3196.12,4.05,D2
27,Control,B,3197.12,4.04,D2
27,Control,B,3198.12,4.04,D2
27,Control,B,3199.12,4.03,D2
27,Control,B,3200.12,4.03,D2
27,Control,B,3201.13,4.02,D2
27,Control,B,3202.13,4.01,D2
27,Control,B,3203.13,4.01,D2
27,Control,B,3204.13,4.0,D2
27,Control,B,3205.13,4.0,D2
27,Control,B,3206.15,4.01,D2
27,Control,B,3207.15,4.01,D2
27,Control,B,3208.15,3.99,D2
27,Control,B,3209.15,3.97,D2
27,Control,B,3210.15,3.96,D2
27,Control,B,3211.15,3.97,D2
27,Control,B,3212.15,3.95,D2
27,Control,B,3213.15,3.94,D2
27,Control,B,3214.15,3.93,D2
27,Control,B,3215.15,3.92,D2
27,Control,B,3216.15,3.92,D2
27,Control,B,3217.15,3.9,D2
27,Control,B,3218.17,3.9,D2
27,Control,B,3219.17,3.89,D2
27,Control,B,3220.17,3.87,D2
27,Control,B,3221.17,3.86,D2
27,Control,B,3222.17,3.86,D2
27,Control,B,3223.17,3.83,D2
27,Control,B,3224.17,3.84,D2
27,Control,B,3225.17,3.82,D2
27,Control,B,3226.18,3.82,D2
27,Control,B,3227.18,3.81,D2
27,Control,B,3228.18,3.79,D2
27,Control,B,3229.18,3.79,D2
27,Control,B,3230.18,3.76,D2
27,Control,B,3231.18,3.76,D2
27,Control,B,3232.18,3.75,D2
27,Control,B,3233.18,3.74,D2
27,Control,B,3234.18,3.72,D2
27,Control,B,3235.18,3.72,D2
27,Control,B,3236.18,3.71,D2
27,Control,B,3237.18,3.7,D2
27,Control,B,3238.2,3.69,D2
27,Control,B,3239.2,3.68,D2
27,Control,B,3240.2,3.67,D2
27,Control,B,3241.2,3.64,D2
27,Control,B,3242.2,3.64,D2
27,Control,B,3243.2,3.63,D2
27,Control,B,3244.2,3.62,D2
27,Control,B,3245.2,3.61,D2
27,Control,B,3246.2,3.6,D2
27,Control,B,3247.2,3.58,D2
27,Control,B,3248.2,3.58,D2
27,Control,B,3249.2,3.57,D2
27,Control,B,3250.2,3.56,D2
27,Control,B,3251.2,3.55,D2
27,Control,B,3252.22,3.53,D2
27,Control,B,3253.22,3.53,D2
27,Control,B,3254.22,3.51,D2
27,Control,B,3255.22,3.5,D2
27,Control,B,3256.23,3.48,D2
27,Control,B,3257.23,3.47,D2
27,Control,B,3258.23,3.46,D2
27,Control,B,3259.23,3.44,D2
27,Control,B,3260.23,3.43,D2
27,Control,B,3261.25,3.43,D2
27,Control,B,3262.25,3.43,D2
27,Control,B,3263.25,3.39,D2
27,Control,B,3264.25,3.39,D2
27,Control,B,3265.25,3.38,D2
27,Control,B,3266.25,3.36,D2
27,Control,B,3267.25,3.34,D2
27,Control,B,3268.25,3.33,D2
27,Control,B,3269.25,3.32,D2
27,Control,B,3270.25,3.36,D2
27,Control,B,3271.25,3.4,D2
27,Control,B,3272.27,3.44,D2
27,Control,B,3273.27,3.46,D2
27,Control,B,3274.27,3.48,D2
27,Control,B,3275.27,3.5,D2
27,Control,B,3276.27,3.54,D2
27,Control,B,3277.27,3.56,D2
27,Control,B,3278.27,3.56,D2
